"LAWAID","Parameter","Altitude","Landuse","TrendScore","TrendFrequency","TrendPeriod"
"es-00013","ECOLI","Upland","Rural",0,"monthly",10
"es-00013","DRP","Upland","Rural",2,"monthly",10
"es-00013","TN","Upland","Rural",-2,"monthly",10
"es-00013","TON","Upland","Rural",-2,"monthly",10
"es-00013","TP","Upland","Rural",0,"monthly",10
"es-00013","TURB","Upland","Rural",2,"monthly",10
"es-00013","BDISC","Upland","Rural",-99,NA,10
"es-00166","NH4","Lowland","Forest",-99,"unassessed",10
"es-00166","ECOLI","Lowland","Forest",-99,"unassessed",10
"es-00166","DRP","Lowland","Forest",-99,"unassessed",10
"es-00166","TN","Lowland","Forest",-99,"unassessed",10
"es-00166","TON","Lowland","Forest",-99,"unassessed",10
"es-00166","TP","Lowland","Forest",-99,"unassessed",10
"es-00166","TURB","Lowland","Forest",-99,"unassessed",10
"es-00166","BDISC","Lowland","Forest",-99,NA,10
"lawa-102234","NH4","Lowland","Rural",-99,"quarterly",10
"lawa-102234","ECOLI","Lowland","Rural",2,"quarterly",10
"lawa-102234","DRP","Lowland","Rural",1,"quarterly",10
"lawa-102234","TN","Lowland","Rural",-99,"unassessed",10
"lawa-102234","TON","Lowland","Rural",-99,"unassessed",10
"lawa-102234","TP","Lowland","Rural",-99,"unassessed",10
"lawa-102234","TURB","Lowland","Rural",-99,NA,10
"lawa-102234","BDISC","Lowland","Rural",-99,NA,10
"gdc-00002","NH4","Lowland","Rural",-99,"unassessed",10
"gdc-00002","ECOLI","Lowland","Rural",2,"quarterly",10
"gdc-00002","DRP","Lowland","Rural",-99,"unassessed",10
"gdc-00002","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00002","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00002","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00002","TURB","Lowland","Rural",-99,NA,10
"gdc-00002","BDISC","Lowland","Rural",-99,NA,10
"lawa-100332","NH4","Upland","Rural",-99,"unassessed",10
"lawa-100332","ECOLI","Upland","Rural",-99,"unassessed",10
"lawa-100332","DRP","Upland","Rural",-99,"unassessed",10
"lawa-100332","TN","Upland","Rural",-99,"unassessed",10
"lawa-100332","TON","Upland","Rural",-99,"unassessed",10
"lawa-100332","TP","Upland","Rural",-99,"unassessed",10
"lawa-100332","TURB","Upland","Rural",-99,NA,10
"lawa-100332","BDISC","Upland","Rural",-99,NA,10
"lawa-100331","NH4","Upland","Rural",-99,"unassessed",10
"lawa-100331","ECOLI","Upland","Rural",-99,"unassessed",10
"lawa-100331","DRP","Upland","Rural",-99,"unassessed",10
"lawa-100331","TN","Upland","Rural",-99,"unassessed",10
"lawa-100331","TON","Upland","Rural",-99,"unassessed",10
"lawa-100331","TP","Upland","Rural",-99,"unassessed",10
"lawa-100331","TURB","Upland","Rural",-99,NA,10
"lawa-100331","BDISC","Upland","Rural",-99,NA,10
"lawa-100330","NH4","Upland","Rural",-2,"monthly",10
"lawa-100330","ECOLI","Upland","Rural",2,"monthly",10
"lawa-100330","DRP","Upland","Rural",-2,"monthly",10
"lawa-100330","TN","Upland","Rural",-99,"unassessed",10
"lawa-100330","TON","Upland","Rural",-99,"unassessed",10
"lawa-100330","TP","Upland","Rural",-99,"unassessed",10
"lawa-100330","TURB","Upland","Rural",-99,NA,10
"lawa-100330","BDISC","Upland","Rural",-99,NA,10
"lawa-100329","NH4","Upland","Forest",-99,"unassessed",10
"lawa-100329","ECOLI","Upland","Forest",-99,"unassessed",10
"lawa-100329","DRP","Upland","Forest",-99,"unassessed",10
"lawa-100329","TN","Upland","Forest",-99,"unassessed",10
"lawa-100329","TON","Upland","Forest",-99,"unassessed",10
"lawa-100329","TP","Upland","Forest",-99,"unassessed",10
"lawa-100329","TURB","Upland","Forest",-99,NA,10
"lawa-100329","BDISC","Upland","Forest",-99,NA,10
"gdc-00013","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00013","ECOLI","Lowland","Rural",0,"quarterly",10
"gdc-00013","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00013","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00013","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00013","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00013","TURB","Lowland","Rural",-99,NA,10
"gdc-00013","BDISC","Lowland","Rural",-99,NA,10
"gdc-00014","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00014","ECOLI","Lowland","Rural",0,"quarterly",10
"gdc-00014","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00014","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00014","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00014","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00014","TURB","Lowland","Rural",-99,NA,10
"gdc-00014","BDISC","Lowland","Rural",-99,NA,10
"gdc-00015","NH4","Lowland","Rural",2,"quarterly",10
"gdc-00015","ECOLI","Lowland","Rural",2,"quarterly",10
"gdc-00015","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00015","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00015","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00015","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00015","TURB","Lowland","Rural",-99,NA,10
"gdc-00015","BDISC","Lowland","Rural",-99,NA,10
"gdc-00039","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00039","ECOLI","Lowland","Rural",-99,"unassessed",10
"gdc-00039","DRP","Lowland","Rural",-99,"quarterly",10
"gdc-00039","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00039","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00039","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00039","TURB","Lowland","Rural",-99,NA,10
"gdc-00039","BDISC","Lowland","Rural",-99,NA,10
"gdc-00032","NH4","Lowland","Rural",1,"quarterly",10
"gdc-00032","ECOLI","Lowland","Rural",1,"quarterly",10
"gdc-00032","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00032","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00032","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00032","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00032","TURB","Lowland","Rural",-99,NA,10
"gdc-00032","BDISC","Lowland","Rural",-99,NA,10
"gdc-00016","NH4","Lowland","Rural",-1,"monthly",10
"gdc-00016","ECOLI","Lowland","Rural",-2,"monthly",10
"gdc-00016","DRP","Lowland","Rural",0,"quarterly",10
"gdc-00016","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00016","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00016","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00016","TURB","Lowland","Rural",-99,NA,10
"gdc-00016","BDISC","Lowland","Rural",-99,NA,10
"gdc-00017","NH4","Lowland","Rural",1,"monthly",10
"gdc-00017","ECOLI","Lowland","Rural",2,"monthly",10
"gdc-00017","DRP","Lowland","Rural",-99,"monthly",10
"gdc-00017","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00017","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00017","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00017","TURB","Lowland","Rural",-99,NA,10
"gdc-00017","BDISC","Lowland","Rural",-99,NA,10
"gdc-00033","NH4","Lowland","Urban",-99,"unassessed",10
"gdc-00033","ECOLI","Lowland","Urban",2,"monthly",10
"gdc-00033","DRP","Lowland","Urban",-99,"unassessed",10
"gdc-00033","TN","Lowland","Urban",-99,"unassessed",10
"gdc-00033","TON","Lowland","Urban",-99,"unassessed",10
"gdc-00033","TP","Lowland","Urban",-99,"unassessed",10
"gdc-00033","TURB","Lowland","Urban",-99,NA,10
"gdc-00033","BDISC","Lowland","Urban",-99,NA,10
"gdc-00018","NH4","Lowland","Rural",-2,"quarterly",10
"gdc-00018","ECOLI","Lowland","Rural",1,"quarterly",10
"gdc-00018","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00018","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00018","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00018","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00018","TURB","Lowland","Rural",-99,NA,10
"gdc-00018","BDISC","Lowland","Rural",-99,NA,10
"lawa-100333","NH4","Lowland","Forest",-99,"unassessed",10
"lawa-100333","ECOLI","Lowland","Forest",-99,"unassessed",10
"lawa-100333","DRP","Lowland","Forest",-99,"unassessed",10
"lawa-100333","TN","Lowland","Forest",-99,"unassessed",10
"lawa-100333","TON","Lowland","Forest",-99,"unassessed",10
"lawa-100333","TP","Lowland","Forest",-99,"unassessed",10
"lawa-100333","TURB","Lowland","Forest",-99,NA,10
"lawa-100333","BDISC","Lowland","Forest",-99,NA,10
"gdc-00020","NH4","Lowland","Urban",-99,"unassessed",10
"gdc-00020","ECOLI","Lowland","Urban",1,"monthly",10
"gdc-00020","DRP","Lowland","Urban",-99,"unassessed",10
"gdc-00020","TN","Lowland","Urban",-99,"unassessed",10
"gdc-00020","TON","Lowland","Urban",-99,"unassessed",10
"gdc-00020","TP","Lowland","Urban",-99,"unassessed",10
"gdc-00020","TURB","Lowland","Urban",-99,NA,10
"gdc-00020","BDISC","Lowland","Urban",-99,NA,10
"gdc-00021","NH4","Lowland","Rural",-2,"monthly",10
"gdc-00021","ECOLI","Lowland","Rural",1,"monthly",10
"gdc-00021","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00021","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00021","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00021","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00021","TURB","Lowland","Rural",-99,NA,10
"gdc-00021","BDISC","Lowland","Rural",-99,NA,10
"gdc-00022","NH4","Lowland","Rural",2,"monthly",10
"gdc-00022","ECOLI","Lowland","Rural",2,"monthly",10
"gdc-00022","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00022","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00022","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00022","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00022","TURB","Lowland","Rural",-99,NA,10
"gdc-00022","BDISC","Lowland","Rural",-99,NA,10
"gdc-00023","NH4","Lowland","Rural",0,"monthly",10
"gdc-00023","ECOLI","Lowland","Rural",2,"monthly",10
"gdc-00023","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00023","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00023","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00023","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00023","TURB","Lowland","Rural",-99,NA,10
"gdc-00023","BDISC","Lowland","Rural",-99,NA,10
"gdc-00024","NH4","Lowland","Rural",0,"monthly",10
"gdc-00024","ECOLI","Lowland","Rural",2,"monthly",10
"gdc-00024","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00024","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00024","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00024","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00024","TURB","Lowland","Rural",-99,NA,10
"gdc-00024","BDISC","Lowland","Rural",-99,NA,10
"gdc-00003","NH4","Lowland","Rural",-99,"unassessed",10
"gdc-00003","ECOLI","Lowland","Rural",-99,"unassessed",10
"gdc-00003","DRP","Lowland","Rural",-99,"unassessed",10
"gdc-00003","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00003","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00003","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00003","TURB","Lowland","Rural",-99,NA,10
"gdc-00003","BDISC","Lowland","Rural",-99,NA,10
"gdc-00026","NH4","Lowland","Rural",2,"quarterly",10
"gdc-00026","ECOLI","Lowland","Rural",-1,"quarterly",10
"gdc-00026","DRP","Lowland","Rural",-1,"quarterly",10
"gdc-00026","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00026","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00026","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00026","TURB","Lowland","Rural",-99,NA,10
"gdc-00026","BDISC","Lowland","Rural",-99,NA,10
"lawa-100335","NH4","Lowland","Rural",-99,"unassessed",10
"lawa-100335","ECOLI","Lowland","Rural",-99,"unassessed",10
"lawa-100335","DRP","Lowland","Rural",-99,"unassessed",10
"lawa-100335","TN","Lowland","Rural",-99,"unassessed",10
"lawa-100335","TON","Lowland","Rural",-99,"unassessed",10
"lawa-100335","TP","Lowland","Rural",-99,"unassessed",10
"lawa-100335","TURB","Lowland","Rural",-99,NA,10
"lawa-100335","BDISC","Lowland","Rural",-99,NA,10
"gdc-00027","NH4","Upland","Rural",-1,"monthly",10
"gdc-00027","ECOLI","Upland","Rural",2,"monthly",10
"gdc-00027","DRP","Upland","Rural",-2,"monthly",10
"gdc-00027","TN","Upland","Rural",0,"monthly",10
"gdc-00027","TON","Upland","Rural",-99,"unassessed",10
"gdc-00027","TP","Upland","Rural",-1,"monthly",10
"gdc-00027","TURB","Upland","Rural",0,"monthly",10
"gdc-00027","BDISC","Upland","Rural",0,"monthly",10
"gdc-00028","NH4","Lowland","Rural",0,"monthly",10
"gdc-00028","ECOLI","Lowland","Rural",-2,"monthly",10
"gdc-00028","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00028","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00028","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00028","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00028","TURB","Lowland","Rural",-99,NA,10
"gdc-00028","BDISC","Lowland","Rural",-99,NA,10
"gdc-00031","NH4","Lowland","Rural",-1,"monthly",10
"gdc-00031","ECOLI","Lowland","Rural",1,"monthly",10
"gdc-00031","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00031","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00031","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00031","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00031","TURB","Lowland","Rural",-99,NA,10
"gdc-00031","BDISC","Lowland","Rural",-99,NA,10
"gdc-00029","NH4","Lowland","Rural",-99,"unassessed",10
"gdc-00029","ECOLI","Lowland","Rural",-99,"unassessed",10
"gdc-00029","DRP","Lowland","Rural",-99,"unassessed",10
"gdc-00029","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00029","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00029","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00029","TURB","Lowland","Rural",-99,NA,10
"gdc-00029","BDISC","Lowland","Rural",-99,NA,10
"gdc-00030","NH4","Lowland","Rural",-1,"monthly",10
"gdc-00030","ECOLI","Lowland","Rural",1,"monthly",10
"gdc-00030","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00030","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00030","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00030","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00030","TURB","Lowland","Rural",-99,NA,10
"gdc-00030","BDISC","Lowland","Rural",-99,NA,10
"gdc-00004","NH4","Lowland","Rural",2,"quarterly",10
"gdc-00004","ECOLI","Lowland","Rural",2,"quarterly",10
"gdc-00004","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00004","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00004","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00004","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00004","TURB","Lowland","Rural",-99,NA,10
"gdc-00004","BDISC","Lowland","Rural",-99,NA,10
"gdc-00005","NH4","Upland","Forest",-99,"quarterly",10
"gdc-00005","ECOLI","Upland","Forest",-2,"quarterly",10
"gdc-00005","DRP","Upland","Forest",-99,"quarterly",10
"gdc-00005","TN","Upland","Forest",-99,"unassessed",10
"gdc-00005","TON","Upland","Forest",-99,"unassessed",10
"gdc-00005","TP","Upland","Forest",-99,"unassessed",10
"gdc-00005","TURB","Upland","Forest",-99,NA,10
"gdc-00005","BDISC","Upland","Forest",-99,NA,10
"gdc-00006","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00006","ECOLI","Lowland","Rural",2,"quarterly",10
"gdc-00006","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00006","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00006","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00006","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00006","TURB","Lowland","Rural",-99,NA,10
"gdc-00006","BDISC","Lowland","Rural",-99,NA,10
"gdc-00007","NH4","Lowland","Urban",2,"monthly",10
"gdc-00007","ECOLI","Lowland","Urban",-99,"unassessed",10
"gdc-00007","DRP","Lowland","Urban",2,"quarterly",10
"gdc-00007","TN","Lowland","Urban",-99,"unassessed",10
"gdc-00007","TON","Lowland","Urban",-99,"unassessed",10
"gdc-00007","TP","Lowland","Urban",-99,"unassessed",10
"gdc-00007","TURB","Lowland","Urban",-99,NA,10
"gdc-00007","BDISC","Lowland","Urban",-99,NA,10
"gdc-00008","NH4","Lowland","Rural",0,"quarterly",10
"gdc-00008","ECOLI","Lowland","Rural",0,"quarterly",10
"gdc-00008","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00008","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00008","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00008","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00008","TURB","Lowland","Rural",-99,NA,10
"gdc-00008","BDISC","Lowland","Rural",-99,NA,10
"gdc-00009","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00009","ECOLI","Lowland","Rural",2,"quarterly",10
"gdc-00009","DRP","Lowland","Rural",-2,"quarterly",10
"gdc-00009","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00009","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00009","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00009","TURB","Lowland","Rural",-99,NA,10
"gdc-00009","BDISC","Lowland","Rural",-99,NA,10
"gdc-00010","NH4","Lowland","Rural",1,"monthly",10
"gdc-00010","ECOLI","Lowland","Rural",2,"monthly",10
"gdc-00010","DRP","Lowland","Rural",-2,"monthly",10
"gdc-00010","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00010","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00010","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00010","TURB","Lowland","Rural",-99,NA,10
"gdc-00010","BDISC","Lowland","Rural",-99,NA,10
"lawa-100336","NH4","Lowland","Rural",2,"quarterly",10
"lawa-100336","ECOLI","Lowland","Rural",2,"quarterly",10
"lawa-100336","DRP","Lowland","Rural",-2,"quarterly",10
"lawa-100336","TN","Lowland","Rural",-99,"unassessed",10
"lawa-100336","TON","Lowland","Rural",-99,"unassessed",10
"lawa-100336","TP","Lowland","Rural",-99,"unassessed",10
"lawa-100336","TURB","Lowland","Rural",-99,NA,10
"lawa-100336","BDISC","Lowland","Rural",-99,NA,10
"gdc-00011","NH4","Lowland","Rural",-99,"quarterly",10
"gdc-00011","ECOLI","Lowland","Rural",1,"quarterly",10
"gdc-00011","DRP","Lowland","Rural",-1,"quarterly",10
"gdc-00011","TN","Lowland","Rural",-99,"unassessed",10
"gdc-00011","TON","Lowland","Rural",-99,"unassessed",10
"gdc-00011","TP","Lowland","Rural",-99,"unassessed",10
"gdc-00011","TURB","Lowland","Rural",-99,NA,10
"gdc-00011","BDISC","Lowland","Rural",-99,NA,10
"lawa-100348","NH4","Upland","Forest",-99,"quarterly",10
"lawa-100348","ECOLI","Upland","Forest",1,"quarterly",10
"lawa-100348","DRP","Upland","Forest",-2,"quarterly",10
"lawa-100348","TN","Upland","Forest",-99,"unassessed",10
"lawa-100348","TON","Upland","Forest",-99,"unassessed",10
"lawa-100348","TP","Upland","Forest",-99,"unassessed",10
"lawa-100348","TURB","Upland","Forest",-99,NA,10
"lawa-100348","BDISC","Upland","Forest",-99,NA,10
"gw-00025","NH4","Lowland","Forest",-99,"monthly",10
"gw-00025","ECOLI","Lowland","Forest",-2,"monthly",10
"gw-00025","DRP","Lowland","Forest",-99,"monthly",10
"gw-00025","TN","Lowland","Forest",1,"monthly",10
"gw-00025","TON","Lowland","Forest",1,"monthly",10
"gw-00025","TP","Lowland","Forest",-1,"monthly",10
"gw-00025","TURB","Lowland","Forest",-99,NA,10
"gw-00025","BDISC","Lowland","Forest",1,"monthly",10
"gw-00053","NH4","Lowland","Rural",0,"monthly",10
"gw-00053","ECOLI","Lowland","Rural",0,"monthly",10
"gw-00053","DRP","Lowland","Rural",0,"monthly",10
"gw-00053","TN","Lowland","Rural",-1,"monthly",10
"gw-00053","TON","Lowland","Rural",0,"monthly",10
"gw-00053","TP","Lowland","Rural",0,"monthly",10
"gw-00053","TURB","Lowland","Rural",-99,NA,10
"gw-00053","BDISC","Lowland","Rural",2,"monthly",10
"gw-00017","NH4","Lowland","Rural",-99,"monthly",10
"gw-00017","ECOLI","Lowland","Rural",-1,"monthly",10
"gw-00017","DRP","Lowland","Rural",0,"monthly",10
"gw-00017","TN","Lowland","Rural",0,"monthly",10
"gw-00017","TON","Lowland","Rural",1,"monthly",10
"gw-00017","TP","Lowland","Rural",-1,"monthly",10
"gw-00017","TURB","Lowland","Rural",-99,NA,10
"gw-00017","BDISC","Lowland","Rural",2,"monthly",10
"gw-00007","NH4","Lowland","Rural",-1,"monthly",10
"gw-00007","ECOLI","Lowland","Rural",-2,"monthly",10
"gw-00007","DRP","Lowland","Rural",0,"monthly",10
"gw-00007","TN","Lowland","Rural",0,"monthly",10
"gw-00007","TON","Lowland","Rural",0,"monthly",10
"gw-00007","TP","Lowland","Rural",0,"monthly",10
"gw-00007","TURB","Lowland","Rural",-99,NA,10
"gw-00007","BDISC","Lowland","Rural",2,"monthly",10
"gw-00002","NH4","Lowland","Urban",-2,"monthly",10
"gw-00002","ECOLI","Lowland","Urban",-2,"monthly",10
"gw-00002","DRP","Lowland","Urban",1,"monthly",10
"gw-00002","TN","Lowland","Urban",2,"monthly",10
"gw-00002","TON","Lowland","Urban",2,"monthly",10
"gw-00002","TP","Lowland","Urban",-2,"monthly",10
"gw-00002","TURB","Lowland","Urban",-99,NA,10
"gw-00002","BDISC","Lowland","Urban",2,"monthly",10
"gw-00024","NH4","Lowland","Rural",-1,"monthly",10
"gw-00024","ECOLI","Lowland","Rural",-1,"monthly",10
"gw-00024","DRP","Lowland","Rural",2,"monthly",10
"gw-00024","TN","Lowland","Rural",0,"monthly",10
"gw-00024","TON","Lowland","Rural",0,"monthly",10
"gw-00024","TP","Lowland","Rural",0,"monthly",10
"gw-00024","TURB","Lowland","Rural",-99,NA,10
"gw-00024","BDISC","Lowland","Rural",2,"monthly",10
"gw-00050","NH4","Lowland","Rural",-99,"monthly",10
"gw-00050","ECOLI","Lowland","Rural",2,"monthly",10
"gw-00050","DRP","Lowland","Rural",2,"monthly",10
"gw-00050","TN","Lowland","Rural",0,"monthly",10
"gw-00050","TON","Lowland","Rural",0,"monthly",10
"gw-00050","TP","Lowland","Rural",2,"monthly",10
"gw-00050","TURB","Lowland","Rural",-99,NA,10
"gw-00050","BDISC","Lowland","Rural",2,"monthly",10
"gw-00006","NH4","Lowland","Forest",-99,"monthly",10
"gw-00006","ECOLI","Lowland","Forest",0,"monthly",10
"gw-00006","DRP","Lowland","Forest",-2,"monthly",10
"gw-00006","TN","Lowland","Forest",-99,"monthly",10
"gw-00006","TON","Lowland","Forest",-2,"monthly",10
"gw-00006","TP","Lowland","Forest",-1,"monthly",10
"gw-00006","TURB","Lowland","Forest",-99,NA,10
"gw-00006","BDISC","Lowland","Forest",2,"monthly",10
"gw-00005","NH4","Lowland","Forest",-99,"monthly",10
"gw-00005","ECOLI","Lowland","Forest",-99,"monthly",10
"gw-00005","DRP","Lowland","Forest",-2,"monthly",10
"gw-00005","TN","Lowland","Forest",-2,"monthly",10
"gw-00005","TON","Lowland","Forest",-2,"monthly",10
"gw-00005","TP","Lowland","Forest",-99,"monthly",10
"gw-00005","TURB","Lowland","Forest",-99,NA,10
"gw-00005","BDISC","Lowland","Forest",1,"monthly",10
"gw-00023","NH4","Lowland","Forest",2,"monthly",10
"gw-00023","ECOLI","Lowland","Forest",-2,"monthly",10
"gw-00023","DRP","Lowland","Forest",2,"monthly",10
"gw-00023","TN","Lowland","Forest",1,"monthly",10
"gw-00023","TON","Lowland","Forest",2,"monthly",10
"gw-00023","TP","Lowland","Forest",1,"monthly",10
"gw-00023","TURB","Lowland","Forest",-99,NA,10
"gw-00023","BDISC","Lowland","Forest",2,"monthly",10
"gw-00046","NH4","Lowland","Rural",-99,"monthly",10
"gw-00046","ECOLI","Lowland","Rural",1,"monthly",10
"gw-00046","DRP","Lowland","Rural",2,"monthly",10
"gw-00046","TN","Lowland","Rural",2,"monthly",10
"gw-00046","TON","Lowland","Rural",1,"monthly",10
"gw-00046","TP","Lowland","Rural",2,"monthly",10
"gw-00046","TURB","Lowland","Rural",-99,NA,10
"gw-00046","BDISC","Lowland","Rural",2,"monthly",10
"gw-00045","NH4","Lowland","Rural",-99,"quarterly",10
"gw-00045","ECOLI","Lowland","Rural",-2,"quarterly",10
"gw-00045","DRP","Lowland","Rural",-1,"quarterly",10
"gw-00045","TN","Lowland","Rural",0,"quarterly",10
"gw-00045","TON","Lowland","Rural",0,"quarterly",10
"gw-00045","TP","Lowland","Rural",1,"quarterly",10
"gw-00045","TURB","Lowland","Rural",-99,NA,10
"gw-00045","BDISC","Lowland","Rural",-1,"quarterly",10
"lawa-100394","NH4","Lowland","Rural",-99,"quarterly",10
"lawa-100394","ECOLI","Lowland","Rural",-1,"quarterly",10
"lawa-100394","DRP","Lowland","Rural",1,"quarterly",10
"lawa-100394","TN","Lowland","Rural",0,"quarterly",10
"lawa-100394","TON","Lowland","Rural",0,"quarterly",10
"lawa-100394","TP","Lowland","Rural",0,"quarterly",10
"lawa-100394","TURB","Lowland","Rural",-99,NA,10
"lawa-100394","BDISC","Lowland","Rural",0,"quarterly",10
"gw-00014","NH4","Lowland","Rural",-99,"monthly",10
"gw-00014","ECOLI","Lowland","Rural",2,"monthly",10
"gw-00014","DRP","Lowland","Rural",2,"monthly",10
"gw-00014","TN","Lowland","Rural",0,"monthly",10
"gw-00014","TON","Lowland","Rural",0,"monthly",10
"gw-00014","TP","Lowland","Rural",2,"monthly",10
"gw-00014","TURB","Lowland","Rural",-99,NA,10
"gw-00014","BDISC","Lowland","Rural",2,"monthly",10
"gw-00016","NH4","Lowland","Urban",-2,"monthly",10
"gw-00016","ECOLI","Lowland","Urban",-2,"monthly",10
"gw-00016","DRP","Lowland","Urban",-2,"monthly",10
"gw-00016","TN","Lowland","Urban",0,"monthly",10
"gw-00016","TON","Lowland","Urban",0,"monthly",10
"gw-00016","TP","Lowland","Urban",-2,"monthly",10
"gw-00016","TURB","Lowland","Urban",-99,NA,10
"gw-00016","BDISC","Lowland","Urban",2,"monthly",10
"gw-00033","NH4","Lowland","Rural",-99,"monthly",10
"gw-00033","ECOLI","Lowland","Rural",1,"monthly",10
"gw-00033","DRP","Lowland","Rural",2,"monthly",10
"gw-00033","TN","Lowland","Rural",2,"monthly",10
"gw-00033","TON","Lowland","Rural",2,"monthly",10
"gw-00033","TP","Lowland","Rural",2,"monthly",10
"gw-00033","TURB","Lowland","Rural",-99,NA,10
"gw-00033","BDISC","Lowland","Rural",2,"monthly",10
"gw-00031","NH4","Upland","Forest",-99,"quarterly",10
"gw-00031","ECOLI","Upland","Forest",-99,"quarterly",10
"gw-00031","DRP","Upland","Forest",-99,"quarterly",10
"gw-00031","TN","Upland","Forest",-99,"quarterly",10
"gw-00031","TON","Upland","Forest",-2,"quarterly",10
