"SiteID","CouncilSiteID","LawaSiteID","Macro","Region","Agency","SWQLanduse","SWQAltitude","Lat","Long"
"Mangatainoka at d/s DB Breweries","Mangatainoka at d/s DB Breweries","LAWA-101940",FALSE,"horizons","hrc","rural","lowland",-40.41887136,175.870005
"Mangatainoka at d/s Pahiatua STP","Mangatainoka at d/s Pahiatua STP","LAWA-101941",FALSE,"horizons","hrc","rural","lowland",-40.43847492,175.8425347
"Mangatainoka at Larsons Road","Mangatainoka at Larsons Road","HRC-00022",FALSE,"horizons","hrc","forest","upland",-40.6403599999999,175.61099
"Mangatainoka at Pahiatua Town Bridge","Mangatainoka at Pahiatua Town Bridge","HRC-00023",FALSE,"horizons","hrc","rural","lowland",-40.4495699999999,175.83121
"Mangatainoka at Putara","Mangatainoka at Putara","HRC-00021",FALSE,"horizons","hrc","forest","upland",-40.6805199999999,175.54746
"Mangatainoka at Scarborough Konini Rd","Mangatainoka at Scarborough Konini Rd","HRC-00343",FALSE,"horizons","hrc","rural","lowland",-40.4756599999999,175.79573
"Mangatainoka at u/s Pahiatua STP","Mangatainoka at u/s Pahiatua STP","HRC-00083",FALSE,"horizons","hrc","rural","lowland",-40.4394399999999,175.84022
"Mangatainoka at u/s Tiraumea Confluence","Mangatainoka at u/s Tiraumea Confluence","HRC-00344",FALSE,"horizons","hrc","rural","lowland",-40.4026299999999,175.88269
"667","Mangatarata Stream at Mangatarata Road","HBRC-00018",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9960672470266,176.626866285652
"Mangatarere River at State Highway 2","Mangatarere River at State Highway 2","GW-00050",FALSE,"wellington","gwrc","rural","lowland",-41.05477704,175.49618121
"Mangatera at d/s Dannevirke STP","Mangatera at d/s Dannevirke STP","LAWA-101942",FALSE,"horizons","hrc","rural","upland",-40.22644299,176.1017423
"Mangatera at Dannevirke","Mangatera at Dannevirke","HRC-00075",FALSE,"horizons","hrc","rural","lowland",-40.22455,176.10159
"Mangatera at u/s Manawatu confluence","Mangatera at u/s Manawatu confluence","HRC-00025",FALSE,"horizons","hrc","rural","upland",-40.24085,176.0988
"Mangatera at u/s Dannevirke STP","Mangatera at u/s T.D.C. Ox Ponds","LAWA-101943",FALSE,"horizons","hrc","rural","upland",-40.2247147699999,176.1016987
"Mangatewainui at Hardys","Mangatewainui at Hardys","HRC-00351",FALSE,"horizons","hrc","rural","upland",-40.1697799999999,176.19306
"Mangatoro at Mangahei Road","Mangatoro at Mangahei Road","HRC-00026",FALSE,"horizons","hrc","rural","upland",-40.24468,176.18953
"Mangatu River at Omapere Station","Mangatu River at Omapere Station","GDC-00010",FALSE,"gisborne","gdc","rural","lowland",-38.37861727,177.79314223
"Mangatutu Str at Sh35-Waipahuru Bridge","Mangatutu Str at Sh35-Waipahuru Bridge","LAWA-100336",FALSE,"gisborne","gdc","rural","lowland",-37.59944782,178.26023485
"684","Mangatutu Stream at Mangatutu Stn Br","HBRC-00079",FALSE,"hawkes bay","hbrc","rural","upland",-39.4264106051746,176.553737393238
"Mangawhero at d/s Ohakune STP","Mangawhero at d/s Ohakune STP","LAWA-101944",FALSE,"horizons","hrc","rural","upland",-39.4081261699999,175.3827436
"Mangawhero at DOC Headquarters","Mangawhero at DOC Headquarters","HRC-00029",FALSE,"horizons","hrc","forest","upland",-39.4016999999999,175.41228
"Mangawhero at Pakihi Rd Bridge","Mangawhero at Pakihi Rd Bridge","HRC-00028",FALSE,"horizons","hrc","rural","upland",-39.431,175.32311
"Mangawhero at Raupiu Road","Mangawhero at Raupiu Road","HRC-00027",FALSE,"horizons","hrc","rural","lowland",-39.70028,175.33113
"Mangawhero at u/s Ohakune STP","Mangawhero at u/s Ohakune STP","HRC-00064",FALSE,"horizons","hrc","rural","upland",-39.40901,175.38394
"Manuherikia River at Galloway","Manuherikia at Galloway","ORC-00046",FALSE,"otago","orc","rural","upland",-45.22638046,169.4306264
"Manuherikia River at Ophir","Manuherikia at Ophir","ORC-00047",FALSE,"otago","orc","rural","upland",-45.11085125,169.59158896
"698","Maraekakaho Stream at Maraekakaho","HBRC-00075",FALSE,"hawkes bay","hbrc","rural","lowland",-39.649636592634,176.62240766112
"714","Maraetotara River at Te Awanga","HBRC-00004",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6392669660873,176.988103324578
"715","Maraetotara River at Waimarama Road","HBRC-00012",FALSE,"hawkes bay","hbrc","rural","lowland",-39.7326748696578,176.953001336709
"Mata River at Aorangi (Makarika Road)","Mata River at Aorangi (Makarika Road)","GDC-00011",FALSE,"gisborne","gdc","rural","lowland",-37.94877976,178.21088895
"Mata River at Pouturu Br","Mata River at Pouturu Br","LAWA-100348",FALSE,"gisborne","gdc","forest","upland",-38.04748307,178.12338148
"6604","Matakana @ Wenzlicks Farm","ARC-00008",FALSE,"auckland","ac","rural","lowland",-36.34443,174.71055
"Matawai Stream at Tawai","Matawai Stream at Tawai","LAWA-100332",FALSE,"gisborne","gdc","rural","upland",-38.38021422,177.55207132
"Matukituki River at West Wanaka","Matukituki at West Wanaka","ORC-00048",FALSE,"otago","orc","rural","upland",-44.63582466,168.990675
"Mawheraiti River at Atarau Bridge","Mawheraiti Rv @ Atarau Br","LAWA-102196",FALSE,"west coast","wcrc","rural","lowland",-42.27079969,171.67144481
"Mawheraiti Rv @ SH7 Maimai","Mawheraiti Rv @ SH7 Maimai","WCRC-00006",FALSE,"west coast","wcrc","forest","upland",-42.1988594,171.71895519
"Mill Creek at Fish Trap.","Mill Creek at Fish Trap","ORC-00049",FALSE,"otago","orc","rural","upland",-44.96747122,168.81436833
"Mill Creek at Ormonds","Mill Creek at Ormonds","MDC-00013",FALSE,"marlborough","mdc","rural","upland",-41.56218999,173.5138337
"Nukuhou at Old Quarry","MK283728","EBOP-00011",FALSE,"bay of plenty","boprc","rural","lowland",-38.079460107068,177.136212187178
"Nukuhou at Glenholme Rd","MK788545","EBOP-00062",FALSE,"bay of plenty","boprc","rural","lowland",-38.0876915281408,177.139409587158
"Maketawa Stream at Tarata Rd.","MKW000300","TRC-00002",FALSE,"taranaki","trc","rural","lowland",-39.1553326474269,174.259022657298
"Waiotahe at Toone Rd","ML715056","LAWA-100395",FALSE,"bay of plenty","boprc","rural","lowland",-38.048228714927,177.183676915395
"Mohaka at Glenfalls","Mohaka at Glenfalls","NRWQN-00016",FALSE,"hawkes bay","niwa","forest","upland",-39.1777476223308,176.634818793976
"749","Mohaka River at Raupunga","NRWQN-00017",FALSE,"hawkes bay","hbrc","rural","lowland",-39.0729793942294,177.12926456651
"5274","Mohaka River D/S Ripia River","HBRC-00071",FALSE,"hawkes bay","hbrc","rural","upland",-39.2072916019879,176.516996020128
"753","Mohaka River D/S Taharua","HBRC-00070",FALSE,"hawkes bay","hbrc","rural","upland",-39.0822605624851,176.30746287011
"5273","Mohaka River D/S Waipunga River","HBRC-00072",FALSE,"hawkes bay","hbrc","rural","upland",-39.1000450826981,176.702160201764
"754","Mohaka River U/S Taharua","HBRC-00062",FALSE,"hawkes bay","hbrc","rural","upland",-39.0792486114759,176.286569043924
"757","Mokomokonui Stream U/S Waipunga","HBRC-00026",FALSE,"hawkes bay","hbrc","forest","upland",-39.048018078821,176.589039620183
"Molloy Ck @ Rail Line","Molloy Ck @ Rail Line","WCRC-00002",FALSE,"west coast","wcrc","forest","lowland",-42.5560052,171.46070875
"Monowai below Gates","Monowai below Gates","NRWQN-00034",FALSE,"otago","niwa","forest","upland",-45.8050296853467,167.53426373621
"Motu @ Waitangirua","Motu at Waitangirua","NRWQN-00012",FALSE,"gisborne","niwa","rural","upland",-38.1997332253724,177.621010970621
"Motu River above Falls","Motu River above Falls","LAWA-100331",FALSE,"gisborne","gdc","rural","upland",-38.24861874,177.59480185
"Motu River at Kotare Station Bridge","Motu River at Kotare Station Bridge","LAWA-100330",FALSE,"gisborne","gdc","rural","upland",-38.36155298,177.49807902
"Motu River at Matawai Conservation Area","Motu River at Matawai Conservation Area","LAWA-100329",FALSE,"gisborne","gdc","forest","upland",-38.42453214,177.46114325
"Motueka @ Gorge","Motueka at Gorge","NRWQN-00056",FALSE,"nelson","niwa","forest","upland",-41.6334841544444,172.913705914254
"Motueka @ Woodstock","Motueka at Woodstock","NRWQN-00057",FALSE,"nelson","niwa","forest","lowland",-41.2497958873417,172.8247746319
"Mowhanau Stream at Footbridge","Mowhanau Stream at Footbridge","HRC-00089",FALSE,"horizons","hrc","rural","lowland",-39.88667,174.90126
"Murphys Creek at Nelson Street","Murphys Creek at Nelson Street","MDC-00014",FALSE,"marlborough","mdc","urban","lowland",-41.50874417,173.94167897
"Murray Ck @ Ford Rd S","Murray Ck @ Ford Rd S","WCRC-00015",FALSE,"west coast","wcrc","rural","lowland",-42.85921478,171.02968164
"Nelson Ck @ Swimming Hole Reserve","Nelson Ck @ Swimming Hole Reserve","WCRC-00003",FALSE,"west coast","wcrc","forest","lowland",-42.40441564,171.52035452
"43829","Ngakoroa Stream @ Mill Rd","ARC-00009",FALSE,"auckland","ac","rural","upland",-37.19547,174.97351
"Ngaruroro at Chesterhope","Ngaruroro at Chesterhope","NRWQN-00014",FALSE,"hawkes bay","niwa","rural","lowland",-39.5964216393517,176.872472013636
"Ngaruroro at Kuripapango","Ngaruroro at Kuripapango","NRWQN-00015",FALSE,"hawkes bay","niwa","forest","upland",-39.3799182273577,176.330641119247
"799","Ngaruroro River at Fernhill","HBRC-00038",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5867339712565,176.760319611954
"815","Ngaruroro River at Whanawhana","HBRC-00021",FALSE,"hawkes bay","hbrc","forest","upland",-39.5583644415179,176.398366595202
"1924","Ngaruroro River D/S Hawkes Bay Dairies","HBRC-00061",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5998512928447,176.577115297132
"Ngatahaka Stream at u/s Makakahi Confl","Ngatahaka Stream at u/s Makakahi Confl","LAWA-101945",FALSE,"horizons","hrc","rural","upland",-40.64685974,175.6945002
"Waioeka at Mouth of Gorge","NK608503","EBOP-00044",FALSE,"bay of plenty","boprc","forest","lowland",-38.094286346682,177.288046746424
"7171","Nukumea @ Upper Site","ARC-00038",FALSE,"auckland","ac","forest","upland",-36.57117,174.66983
"8110","Oakley Creek @ Carrington","ARC-00010",FALSE,"auckland","ac","urban","lowland",-36.87531,174.70508
"837","Ohara Stream at Big Hill Road","LAWA-101796",FALSE,"hawkes bay","hbrc","rural","upland",-39.6005171195921,176.431048959581
"Ohau at Gladstone Reserve","Ohau at Gladstone Reserve","HRC-00030",FALSE,"horizons","hrc","forest","lowland",-40.66335,175.3374
"Ohau at Haines Property","Ohau at Haines Property","HRC-00031",FALSE,"horizons","hrc","rural","lowland",-40.6642899999999,175.19784
"Ohinemuri @ Karangahake","Ohinemuri at Karangahake","NRWQN-00045",FALSE,"waikato","niwa","rural","lowland",-37.4147935814437,175.715306712675
"841","Ohiwia Stream at Broughtons Br.","LAWA-101797",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5800699689581,176.7399063608
"Ohura at Tokorima","Ohura at Tokorima","HRC-00032",FALSE,"horizons","hrc","rural","lowland",-38.9175,175.03238
"Otara at Browns Bridge","OK300616","EBOP-00014",FALSE,"bay of plenty","boprc","rural","lowland",-38.0811717506377,177.366198500991
"7502","Okura Creek @ Awanohi Rd","ARC-00011",FALSE,"auckland","ac","rural","lowland",-36.68415,174.69584
"Okutua Ck @ New Rd Br-Okarito Forest","Okutua Ck @ New Rd Br-Okarito Forest","WCRC-00024",FALSE,"west coast","wcrc","forest","lowland",-43.20416114,170.26646791
"Omaka River at Hawkesbury Road Bridge","Omaka River at Hawkesbury Road Bridge","MDC-00015",FALSE,"marlborough","mdc","rural","lowland",-41.52290352,173.81681618
"8249","Omaru @ Maybury Street","ARC-00034",FALSE,"auckland","ac","urban","lowland",-36.88052,174.863
"Ohinemahuta River at Northbank Road","Onamalutu River at Northbank Road","MDC-00016",FALSE,"marlborough","mdc","forest","lowland",-41.47790727,173.78116979
"74401","Onetangi @ Waiheke Rd","ARC-00039",FALSE,"auckland","ac","rural","upland",-36.79168,175.08737
"Ongarue at Taringamotu","Ongarue at Taringamotu","HRC-00033",FALSE,"horizons","hrc","rural","upland",-38.86223,175.23823
"7904","Opanuku Stream @ Candia Road Bridge","ARC-00013",FALSE,"auckland","ac","rural","lowland",-36.89519,174.59551
"Opaoa River at Hammerichs Road","Opawa River at Hammerichs Road","MDC-00019",FALSE,"marlborough","mdc","rural","lowland",-41.48709991,173.90917839
"Opaoa River at Swamp Road","Opawa River at Swamp Road","MDC-00018",FALSE,"marlborough","mdc","rural","lowland",-41.51726924,174.01732797
"Opihi River at Grassy Banks","Opihi at Grassy Banks","NRWQN-00006",FALSE,"otago","niwa","rural","lowland",-44.2680313194373,171.324132179398
"Opihi River at Rockwood","Opihi at Rockwood","NRWQN-00007",FALSE,"otago","niwa","rural","upland",-44.168254539683,170.941688656554
"Opouri River at Tunakino Valley Road","Opouri River at Tunakino Valley Road","MDC-00017",FALSE,"marlborough","mdc","rural","lowland",-41.21217636,173.62272553
"Opuha River at Skipton Bridge","Opuha at Skipton Br.","NRWQN-00008",FALSE,"otago","niwa","rural","upland",-44.0788934251613,170.979719555096
"Orangipuku Rv @ Mouth","Orangipuku Rv @ Mouth","WCRC-00037",FALSE,"west coast","wcrc","rural","lowland",-42.65262754,171.43501385
"Oreti River at Wallacetown","Oreti at Riverton HW Br.","ES-00010",FALSE,"southland","niwa","rural","lowland",-46.3262754414818,168.265963456013
"Oroua at Almadale Slackline","Oroua at Almadale","HRC-00035",FALSE,"horizons","hrc","rural","lowland",-40.1734099999999,175.6599
"Oroua at Apiti Gorge Bridge","Oroua at Apiti","HRC-00036",FALSE,"horizons","hrc","forest","upland",-39.93807,175.9258
"Oroua at Awahuri Bridge","Oroua at Awahuri Bridge","HRC-00034",FALSE,"horizons","hrc","rural","lowland",-40.27565,175.52158
"Oroua at d/s AFFCO Feilding","Oroua at d/s AFFCO Feilding","LAWA-101948",FALSE,"horizons","hrc","rural","lowland",-40.23742684,175.5789424
"Oroua at d/s Feilding STP","Oroua at d/s Feilding STP","LAWA-101949",FALSE,"horizons","hrc","rural","lowland",-40.2634951799999,175.5411179
"Oroua at Mangawhata","Oroua at Mangawhata","LAWA-100248",FALSE,"horizons","hrc","rural","lowland",-40.392866,175.435158
"Oroua at U/S AFFCO Feilding","Oroua at U/S AFFCO Feilding","HRC-00078",FALSE,"horizons","hrc","rural","lowland",-40.23195,175.58226
"Oroua at U/S Feilding STP","Oroua at U/S Feilding STP","HRC-00079",FALSE,"horizons","hrc","rural","lowland",-40.26253,175.54461
"Oroua Trib at U/S Kimbolton STP","Oroua Trib at U/S Kimbolton STP","HRC-00088",FALSE,"horizons","hrc","rural","upland",-40.0621399999999,175.79276
"Oroua tributary at d/s Kimbolton STP","Oroua tributary at d/s Kimbolton STP","LAWA-101950",FALSE,"horizons","hrc","rural","upland",-40.06392512,175.7928277
"Orowaiti Rv @ Excelsior Rd","Orowaiti Rv @ Excelsior Rd","WCRC-00018",FALSE,"west coast","wcrc","rural","lowland",-41.77099829,171.62539531
"Orowaiti Rv @ Keoghans Rd","Orowaiti Rv @ Keoghans Rd","WCRC-00019",FALSE,"west coast","wcrc","forest","lowland",-41.76873193,171.66152429
"Orphanage at Saxton Rd East","Orphanage at Saxton Rd East","NCC-00002",FALSE,"nelson","ncc","rural","lowland",-41.32696384,173.21751917
"Oruakeretaki at d/s PPCS Oringi STP","Oruakeretaki at d/s PPCS Oringi STP","LAWA-101951",FALSE,"horizons","hrc","rural","upland",-40.26133508,176.0397533
"Oruakeretaki at S.H.2 Napier","Oruakeretaki at S.H.2 Napier","HRC-00037",FALSE,"horizons","hrc","rural","upland",-40.2534199999999,176.03234
"8219","Otaki @ Middlemore Crescent","ARC-00014",FALSE,"auckland","ac","urban","lowland",-36.96659,174.84565
"Otaki River at Mouth","Otaki River at Mouth","GW-00006",FALSE,"wellington","gwrc","forest","lowland",-40.75873884,175.1085342
"Otaki River at Pukehinau","Otaki River at Pukehinau","GW-00005",FALSE,"wellington","gwrc","forest","lowland",-40.8220466,175.19957526
"8214","Otara @ East Tamaki Rd","ARC-00015",FALSE,"auckland","ac","urban","lowland",-36.96228,174.87998
"8205","Otara Stream @ Kennel Hill","ARC-00016",FALSE,"auckland","ac","urban","lowland",-36.9557,174.89063
"ARC-00074 *or* 7811","Oteha *or* Oteha River @ Days Bridge","ARC-00074",FALSE,"auckland","ac","urban","upland",-36.731938340597,174.694780268754
"Otukaikino River at Groynes Inlet","OTUKAI01","CCC-00039",FALSE,"canterbury","ecan","urban","lowland",-43.4540719302806,172.602855421428
"Wilsons Stream","OTUKAI02","CCC-00040",FALSE,"canterbury","ecan","rural","lowland",-43.4368820331632,172.644517314171
"Otukaikino Creek at Omaka Scout Camp","OTUKAI03","CCC-00042",FALSE,"canterbury","ecan","rural","lowland",-43.4614535476,172.575437939442
"Linwood Canal/City Outfall Drain","OUT01","CCC-00041",FALSE,"canterbury","ecan","urban","lowland",-43.5520000579572,172.70215530663
"Owahanga at Branscombe Bridge","Owahanga at Branscombe Bridge","HRC-00038",FALSE,"horizons","hrc","rural","lowland",-40.6307899999999,176.30245
"Oweka River at SH35 Bridge","Oweka River at SH35 Bridge","GDC-00013",FALSE,"gisborne","gdc","rural","lowland",-37.5927497,178.15253622
"Page Stm @ Chasm Ck Walkway","Page Stm @ Chasm Ck Walkway","WCRC-00029",FALSE,"west coast","wcrc","rural","lowland",-41.54556872,171.97948291
"Pakarae River at Pakarae Station Bridge","Pakarae River at Pakarae Station Bridge","GDC-00014",FALSE,"gisborne","gdc","rural","lowland",-38.51508062,178.25492637
"8217","Pakuranga @ Botany Rd","ARC-00018",FALSE,"auckland","ac","urban","lowland",-36.91324,174.91608
"8215","Pakuranga @ Greenmount Drive","ARC-00019",FALSE,"auckland","ac","urban","lowland",-36.93337,174.9029
"Pakuratahi River 50m Below Farm Creek","Pakuratahi River 50m Below Farm Creek","GW-00023",FALSE,"wellington","gwrc","forest","lowland",-41.0652202,175.19714172
"1043837","Papakura @ Alfriston/Ardmore Rd","ARC-00037",FALSE,"auckland","ac","rural","lowland",-37.00645,174.95822
"43856","Papakura Stream @ Porchester Road Bridge","ARC-00021",FALSE,"auckland","ac","rural","lowland",-37.02795,174.92501
"915","Papanui Stream at Middle Road","HBRC-00085",FALSE,"hawkes bay","hbrc","rural","lowland",-39.856714411593,176.715225003343
"Parkvale Stream at Renalls Weir","Parkvale Stream at Renalls Weir","GW-00046",FALSE,"wellington","gwrc","rural","lowland",-41.07801993,175.54166084
"Parkvale tributary at Lowes Reserve","Parkvale tributary at Lowes Reserve","GW-00045",FALSE,"wellington","gwrc","rural","lowland",-40.99686768,175.59297497
"Patea River at Barclay Road Bridge","PAT000200","TRC-00004",FALSE,"taranaki","trc","rural","upland",-39.3239468868425,174.190532112583
"Patea River at Skinner Road Bridge *or* 34308","PAT000360 *or* Patea at Skinner Rd","TRC-00005",FALSE,"taranaki","trc","rural","upland",-39.339535909765,174.345112058216
"Patiki Stream at Kawiu Road","Patiki Stream at Kawiu Road","HRC-00039",FALSE,"horizons","hrc","rural","lowland",-40.60803,175.27923
"Pauatahanui Stream at Elmwood Bridge","Pauatahanui Stream at Elmwood Bridge","GW-00014",FALSE,"wellington","gwrc","rural","lowland",-41.11427573,174.91877486
"Te Hoiere/Pelorus River at Fishermans Flat","Pelorus River at Fishermans Flat","MDC-00020",FALSE,"marlborough","mdc","rural","lowland",-41.30073927,173.71156417
"Te Hoiere/Pelorus River at Kahikatea Flat","Pelorus River at Kahikatea Flat","MDC-00021",FALSE,"marlborough","mdc","forest","lowland",-41.30153522,173.56840131
"Piakatutu at d/s Sanson STP","Piakatutu at d/s Sanson STP","LAWA-101952",FALSE,"horizons","hrc","rural","lowland",-40.2158399899999,175.4112216
"Piakatutu at u/s Sanson STP","Piakatutu at u/s Sanson STP","HRC-00073",FALSE,"horizons","hrc","rural","lowland",-40.2149499999999,175.41119
"Punehu Stream at Wiremu Rd.","PNH000200","TRC-00006",FALSE,"taranaki","trc","rural","upland",-39.4119183245758,174.014342055553
"Punehu Stream at S.H. 45","PNH000900","TRC-00007",FALSE,"taranaki","trc","forest","lowland",-39.4960109396189,173.906510937029
"Poerua Rv @ Rail Br","Poerua Rv @ Station Rd end","WCRC-00038",FALSE,"west coast","wcrc","forest","lowland",-42.6494887,171.53400374
"Pohangina at Mais Reach","Pohangina at Mais Reach","HRC-00040",FALSE,"horizons","hrc","rural","lowland",-40.22457,175.783
"Pohangina at Piripiri","Pohangina at Piripiri","HRC-00041",FALSE,"horizons","hrc","forest","upland",-40.05216,175.94009
"Pomahaka River at Burkes Ford","Pomahaka at Burkes Ford","ORC-00130",FALSE,"otago","orc","rural","lowland",-46.05896356,169.40166119
"Pomahaka River at Glenken","Pomahaka at Glenken","ORC-00131",FALSE,"otago","orc","rural","upland",-45.86593043,169.14033686
"Pongaroa at d/s Pongaroa STP","Pongaroa at d/s Pongaroa STP","LAWA-101953",FALSE,"horizons","hrc","rural","lowland",-40.5489888399999,176.19768
"Pongaroa at u/s Pongaroa STP","Pongaroa at u/s Pongaroa STP","HRC-00067",FALSE,"horizons","hrc","rural","lowland",-40.5497,176.20633
"Poorman at Barnicoat Walkway","Poorman at Barnicoat Walkway","NCC-00005",FALSE,"nelson","ncc","forest","upland",-41.32811127,173.26330279
"Poorman at Seaview Rd","Poorman at Seaview Rd","NCC-00004",FALSE,"nelson","ncc","urban","lowland",-41.30323727,173.22694876
"991","Poporangi Stream at Ohara Stn.","LAWA-101798",FALSE,"hawkes bay","hbrc","rural","upland",-39.5812327017901,176.442901315101
"998","Porangahau River at SH52 Opposite Quarry","HBRC-00006",FALSE,"hawkes bay","hbrc","rural","lowland",-40.2966808135443,176.58072803493
"1003","Porangahau Stream at Oruawhara Road","HBRC-00042",FALSE,"hawkes bay","hbrc","rural","upland",-40.0240694684561,176.371057906781
"Porewa at d/s Hunterville STP","Porewa at d/s Hunterville STP site A","LAWA-101954",FALSE,"horizons","hrc","rural","upland",-39.9469715399999,175.5699621
"Porewa at Onepuhi","Porewa at Onepuhi Road","HRC-00042",FALSE,"horizons","hrc","rural","lowland",-40.0770899999999,175.45319
"Porewa at u/s Hunterville STP","Porewa at U/S Hunterville STP Site A","HRC-00068",FALSE,"horizons","hrc","rural","upland",-39.9465999999999,175.56907
"Porirua Stream at Wall Park","Porirua Stream at Milk Depot","GW-00016",FALSE,"wellington","gwrc","urban","lowland",-41.14936353,174.83958812
"Poroporo River at Rangitukia Rd Bridge","Poroporo River at Rangitukia Rd Bridge","GDC-00015",FALSE,"gisborne","gdc","rural","lowland",-37.78527353,178.42755259
"1044","Poukawa Stream at Stock Road","HBRC-00010",FALSE,"hawkes bay","hbrc","rural","lowland",-39.697679095599,176.793889558384
"ARC-00079 *or* 43807","Puhinui *or* Puhinui @ Drop Structure","ARC-00079",FALSE,"auckland","ac","urban","lowland",-36.9925809149482,174.870118227004
"1051","Puhokio Stream at Te Apiti Rd","HBRC-00041",FALSE,"hawkes bay","hbrc","rural","lowland",-39.8258516055328,176.981118783376
"Motu at Houpoto","QM756918","EBOP-00045",FALSE,"bay of plenty","boprc","forest","lowland",-37.8636965795139,177.632294880597
"Queen Street Drain at L Horowhenua","Queen Street Drain at L Horowhenua","LAWA-101955",FALSE,"horizons","hrc","urban","lowland",-40.6124025999999,175.2644272
"Rai River at Rai Falls","Rai River at Rai Falls","MDC-00022",FALSE,"marlborough","mdc","rural","lowland",-41.28556058,173.57463968
"Rangitawa Stream at d/s Halcombe oxpond","Rangitawa Stream at ds Halcombe oxpond","LAWA-101956",FALSE,"horizons","hrc","rural","lowland",-40.1331789399999,175.484581
"Rangitawa Stream at us Halcombe oxpond","Rangitawa Stream at us Halcombe oxpond","HRC-00070",FALSE,"horizons","hrc","rural","lowland",-40.13316,175.48576
"Rangitikei at d/s Riverlands","Rangitikei at d/s Riverlands","LAWA-101957",FALSE,"horizons","hrc","rural","lowland",-40.19549245,175.3493926
"Rangitikei at Kakariki","Rangitikei at Kakariki","NRWQN-00018",FALSE,"horizons","hrc","rural","lowland",-40.12504,175.44437
"Rangitikei at Mangaweka","Rangitikei at Mangaweka","HRC-00045",FALSE,"horizons","hrc","rural","upland",-39.8094199999999,175.80811
"Rangitikei at McKelvies","Rangitikei at McKelvies","HRC-00043",FALSE,"horizons","hrc","rural","lowland",-40.29556,175.27557
"Rangitikei at Onepuhi","Rangitikei at Onepuhi","HRC-00044",FALSE,"horizons","hrc","rural","lowland",-40.0795699999999,175.46384
"Rangitikei at Pukeokahu","Rangitikei at Pukeokahu","HRC-00046",FALSE,"horizons","hrc","forest","upland",-39.62765,176.04425
"Rangitikei at u/s Bulls STP","Rangitikei at u/s Bulls STP","HRC-00069",FALSE,"horizons","hrc","rural","lowland",-40.18952,175.37738
"Rangitikei at u/s Riverlands STP","Rangitikei at us Riverlands STP","LAWA-101958",FALSE,"horizons","hrc","rural","lowland",-40.18950695,175.3773763
"7805","Rangitopuni at Walkers","ARC-00082",FALSE,"auckland","ac","rural","lowland",-36.73702,174.61939
"Rangitopuni @ Walkers","Rangitopuni at Walkers","NRWQN-00001",FALSE,"auckland","niwa","rural","lowland",-36.74427865661,174.617914848712
"Raparapawai at Jackson Rd","Raparapawai at Jackson Rd","HRC-00047",FALSE,"horizons","hrc","rural","lowland",-40.32287,175.99543
"Ratahi Lagoon at Sh35 Culvert","Ratahi Lagoon at Sh35 Culvert","GDC-00039",FALSE,"gisborne","gdc","rural","lowland",-38.05290109,178.30501341
"6811","Redwood Stream @ Forestry H.Q.","ARC-00005",FALSE,"auckland","ac","forest","upland",-36.44847,174.6488
"1096","Ripia River U/S Mohaka","HBRC-00048",FALSE,"hawkes bay","hbrc","forest","upland",-39.200369127527,176.516656445081
"45373","Riverhead @ Ararimu Valley Road","ARC-00031",FALSE,"auckland","ac","forest","upland",-36.73586,174.53559
"Haparapara at SH35","RN123610","EBOP-00002",FALSE,"bay of plenty","boprc","forest","lowland",-37.7998397579293,177.6698989117
"Kereu at SH35","RO629568","EBOP-00101",FALSE,"bay of plenty","boprc","forest","lowland",-37.7115237930874,177.721793712608
"Ronga River at Upstream Rai River","Ronga River at Upstream Rai River","MDC-00023",FALSE,"marlborough","mdc","rural","lowland",-41.21043507,173.59601344
"1126","Ruakituri River at Sports Ground","HBRC-00031",FALSE,"hawkes bay","hbrc","rural","lowland",-38.8157173377148,177.483150950296
"Ruamahanga River at Gladstone Bridge","Ruamahanga River at Gladstone Bridge","GW-00033",FALSE,"wellington","gwrc","rural","lowland",-41.07237221,175.62913522
"Ruamahanga River at McLays","Ruamahanga River at McLays","GW-00031",FALSE,"wellington","gwrc","forest","upland",-40.74966737,175.58256015
"Ruamahanga River at Pukio","Ruamahanga River at Pukio","GW-00034",FALSE,"wellington","gwrc","rural","lowland",-41.24812292,175.36108795
"Ruamahanga River at Te Ore Ore","Ruamahanga River at Te Ore Ore","GW-00032",FALSE,"wellington","gwrc","rural","lowland",-40.95283816,175.68011378
"Ruamahanga River at Waihenga Bridge","Ruamahanga River at Waihenga Bridge","NRWQN-00046",FALSE,"wellington","gwrc","rural","lowland",-41.19685836,175.43999678
"Ruamahanga River at Wardells","Ruamahanga River at Wardells","NRWQN-00048",FALSE,"wellington","gwrc","rural","lowland",-41.00481677,175.67236373
"Ruamahanga at SH2","Ruramahanga at SH2","NRWQN-00049",FALSE,"wellington","niwa","forest","upland",-40.7621213167216,175.605074524208
"RW Aorere @ Devils Boots","RW Aorere @ Devils Boots","TDC-00001",FALSE,"tasman","tdc","rural","lowland",-40.74719333,172.62601043
"Aorere at Le Comte","RW Aorere @ Le Comte","TDC-00002",FALSE,"tasman","tdc","rural","lowland",-40.66933395,172.64390894
