"LAWAID","Parameter","Median"
"lawa-100298","MCI",88.8
"lawa-100298","PercentageEPTTaxa",33.1
"lawa-100298","TaxaRichness",17.5
"lawa-100299","MCI",131.5
"lawa-100299","PercentageEPTTaxa",56.2
"lawa-100299","TaxaRichness",31
"lawa-100300","MCI",102.2
"lawa-100300","PercentageEPTTaxa",31
"lawa-100300","TaxaRichness",17
"lawa-100301","MCI",136.4
"lawa-100301","PercentageEPTTaxa",63.6
"lawa-100301","TaxaRichness",30
"lawa-100302","MCI",139.95
"lawa-100302","PercentageEPTTaxa",59.75
"lawa-100302","TaxaRichness",30
"lawa-100303","MCI",98.35
"lawa-100303","PercentageEPTTaxa",31.1
"lawa-100303","TaxaRichness",28.5
"lawa-100304","MCI",132.6
"lawa-100304","PercentageEPTTaxa",47.4
"lawa-100304","TaxaRichness",25
"lawa-100305","MCI",140.7
"lawa-100305","PercentageEPTTaxa",65.5
"lawa-100305","TaxaRichness",31
"lawa-100306","MCI",130
"lawa-100306","PercentageEPTTaxa",53.3
"lawa-100306","TaxaRichness",27
"lawa-100307","MCI",114.7
"lawa-100307","PercentageEPTTaxa",51
"lawa-100307","TaxaRichness",26.5
"lawa-100308","MCI",133.1
"lawa-100308","PercentageEPTTaxa",60.7
"lawa-100308","TaxaRichness",30
"lawa-100309","MCI",68.7
"lawa-100309","PercentageEPTTaxa",11.5
"lawa-100309","TaxaRichness",19
"lawa-100310","MCI",133.1
"lawa-100310","PercentageEPTTaxa",58.1
"lawa-100310","TaxaRichness",33
"lawa-100311","MCI",127.45
"lawa-100311","PercentageEPTTaxa",55.25
"lawa-100311","TaxaRichness",33.5
"lawa-100312","MCI",61
"lawa-100312","PercentageEPTTaxa",0
"lawa-100312","TaxaRichness",22
"lawa-100313","MCI",51.65
"lawa-100313","PercentageEPTTaxa",0
"lawa-100313","TaxaRichness",18.5
"lawa-100314","MCI",65.1
"lawa-100314","PercentageEPTTaxa",6.35
"lawa-100314","TaxaRichness",20.5
"lawa-100315","MCI",126.4
"lawa-100315","PercentageEPTTaxa",56.2
"lawa-100315","TaxaRichness",32
"lawa-100316","MCI",130.6
"lawa-100316","PercentageEPTTaxa",54.5
"lawa-100316","TaxaRichness",23
"lawa-100317","MCI",125.2
"lawa-100317","PercentageEPTTaxa",56.3
"lawa-100317","TaxaRichness",29
"lawa-100318","MCI",98.9
"lawa-100318","PercentageEPTTaxa",33.3
"lawa-100318","TaxaRichness",24
"lawa-100319","MCI",109.25
"lawa-100319","PercentageEPTTaxa",40.6
"lawa-100319","TaxaRichness",22
"lawa-100320","MCI",95.45
"lawa-100320","PercentageEPTTaxa",38.65
"lawa-100320","TaxaRichness",22.5
"lawa-100321","MCI",108.7
"lawa-100321","PercentageEPTTaxa",47.7
"lawa-100321","TaxaRichness",23
"lawa-100322","MCI",98.8
"lawa-100322","PercentageEPTTaxa",41.6
"lawa-100322","TaxaRichness",21
"lawa-100323","MCI",115.5
"lawa-100323","PercentageEPTTaxa",47.7
"lawa-100323","TaxaRichness",22
"lawa-100324","MCI",129.4
"lawa-100324","PercentageEPTTaxa",50
"lawa-100324","TaxaRichness",30
"lawa-100325","MCI",132.6
"lawa-100325","PercentageEPTTaxa",58.8
"lawa-100325","TaxaRichness",30
"lawa-100326","MCI",135.7
"lawa-100326","PercentageEPTTaxa",66.05
"lawa-100326","TaxaRichness",28.5
"lawa-100327","MCI",106.9
"lawa-100327","PercentageEPTTaxa",35.7
"lawa-100327","TaxaRichness",26
"lawa-100328","MCI",96.2
"lawa-100328","PercentageEPTTaxa",34.6
"lawa-100328","TaxaRichness",24
"lawa-100329","MCI",127
"lawa-100329","PercentageEPTTaxa",54.9
"lawa-100329","TaxaRichness",26.5
"lawa-100330","MCI",113
"lawa-100330","PercentageEPTTaxa",45.1088705
"lawa-100330","TaxaRichness",28
"lawa-100332","MCI",95.25
"lawa-100332","PercentageEPTTaxa",28.65
"lawa-100332","TaxaRichness",26.5
"lawa-100333","MCI",113.166668
"lawa-100333","PercentageEPTTaxa",42.8785715
"lawa-100333","TaxaRichness",24
"lawa-100336","MCI",121.07758725
"lawa-100336","PercentageEPTTaxa",49.756034
"lawa-100336","TaxaRichness",20.5
"lawa-100348","MCI",90.45
"lawa-100348","PercentageEPTTaxa",26.4
"lawa-100348","TaxaRichness",19
"lawa-100399","MCI",117.53335
"lawa-100399","PercentageEPTTaxa",47.335
"lawa-100399","TaxaRichness",28.5
"lawa-100400","MCI",116.624
"lawa-100400","PercentageEPTTaxa",52.275
"lawa-100400","TaxaRichness",19
"lawa-100401","MCI",100.42855
"lawa-100401","PercentageEPTTaxa",43.81
"lawa-100401","TaxaRichness",24
"lawa-100402","MCI",92
"lawa-100402","PercentageEPTTaxa",40.74
"lawa-100402","TaxaRichness",23
"lawa-100403","MCI",95.2
"lawa-100403","PercentageEPTTaxa",42.5275
"lawa-100403","TaxaRichness",24
"lawa-100404","MCI",98
"lawa-100404","PercentageEPTTaxa",47.62
"lawa-100404","TaxaRichness",23
"lawa-100405","MCI",87.826088
"lawa-100405","PercentageEPTTaxa",37.5
"lawa-100405","TaxaRichness",21
"lawa-100406","MCI",107.8495
"lawa-100406","PercentageEPTTaxa",38.57
"lawa-100406","TaxaRichness",30
"lawa-100407","MCI",110.6229
"lawa-100407","PercentageEPTTaxa",44.53
"lawa-100407","TaxaRichness",22
"lawa-100408","MCI",101.8182
"lawa-100408","PercentageEPTTaxa",47.725
"lawa-100408","TaxaRichness",20.75
"lawa-100409","MCI",109.4737
"lawa-100409","PercentageEPTTaxa",48.48
"lawa-100409","TaxaRichness",28
"lawa-100410","MCI",68.888893
"lawa-100410","PercentageEPTTaxa",11.76
"lawa-100410","TaxaRichness",18
"lawa-100411","MCI",127.8261
"lawa-100411","PercentageEPTTaxa",63.16
"lawa-100411","TaxaRichness",19
"lawa-100412","MCI",140
"lawa-100412","PercentageEPTTaxa",76.47
"lawa-100412","TaxaRichness",14
"lawa-100413","MCI",120
"lawa-100413","PercentageEPTTaxa",47.37
"lawa-100413","TaxaRichness",29
"lawa-100414","MCI",107.6923
"lawa-100414","PercentageEPTTaxa",42.31
"lawa-100414","TaxaRichness",25
"lawa-100415","MCI",118.8889
"lawa-100415","PercentageEPTTaxa",50
"lawa-100415","TaxaRichness",26
"lawa-100416","MCI",113.3333
"lawa-100416","PercentageEPTTaxa",48.15
"lawa-100416","TaxaRichness",27
"lawa-100417","MCI",97.41936
"lawa-100417","PercentageEPTTaxa",40
"lawa-100417","TaxaRichness",26
"lawa-100418","MCI",106.1905
"lawa-100418","PercentageEPTTaxa",43.65
"lawa-100418","TaxaRichness",14.25
"lawa-100419","MCI",111.5733
"lawa-100419","PercentageEPTTaxa",45.015
"lawa-100419","TaxaRichness",24.75
"lawa-100420","MCI",77
"lawa-100420","PercentageEPTTaxa",20.83
"lawa-100420","TaxaRichness",20
"lawa-100421","MCI",72.85714
"lawa-100421","PercentageEPTTaxa",10.53
"lawa-100421","TaxaRichness",14
"lawa-100422","MCI",83.52941
"lawa-100422","PercentageEPTTaxa",29.17
"lawa-100422","TaxaRichness",19
"lawa-100423","MCI",122
"lawa-100423","PercentageEPTTaxa",55
"lawa-100423","TaxaRichness",19
"lawa-100424","MCI",107.3684
"lawa-100424","PercentageEPTTaxa",47.37
"lawa-100424","TaxaRichness",19
"lawa-100425","MCI",107.38095
"lawa-100425","PercentageEPTTaxa",44.655
"lawa-100425","TaxaRichness",23.5
"lawa-100426","MCI",113.3333
"lawa-100426","PercentageEPTTaxa",46.67
"lawa-100426","TaxaRichness",23
"lawa-100427","MCI",85
"lawa-100427","PercentageEPTTaxa",35
"lawa-100427","TaxaRichness",20
"lawa-100429","MCI",106.00649
"lawa-100429","PercentageEPTTaxa",43.65
"lawa-100429","TaxaRichness",19.5
"lawa-100430","MCI",102.6087
"lawa-100430","PercentageEPTTaxa",40.815
"lawa-100430","TaxaRichness",23
"lawa-100431","MCI",96.47725
"lawa-100431","PercentageEPTTaxa",42.33
"lawa-100431","TaxaRichness",17.25
"lawa-100432","MCI",119.5238
"lawa-100432","PercentageEPTTaxa",51.485
"lawa-100432","TaxaRichness",22.5
"lawa-100434","MCI",118.2857
"lawa-100434","PercentageEPTTaxa",51.43
"lawa-100434","TaxaRichness",33
"lawa-100435","MCI",97.1826645
"lawa-100435","PercentageEPTTaxa",38.7
"lawa-100435","TaxaRichness",17.5
"lawa-100436","MCI",91.896645
"lawa-100436","PercentageEPTTaxa",39.205
"lawa-100436","TaxaRichness",19
"lawa-100437","MCI",71.115385
"lawa-100437","PercentageEPTTaxa",0
"lawa-100437","TaxaRichness",13.5
"lawa-100438","MCI",95.75758
"lawa-100438","PercentageEPTTaxa",33.33
"lawa-100438","TaxaRichness",24
"lawa-100439","MCI",110
"lawa-100439","PercentageEPTTaxa",42.86
"lawa-100439","TaxaRichness",25
"lawa-100440","MCI",102.7273
"lawa-100440","PercentageEPTTaxa",40.91
"lawa-100440","TaxaRichness",24
"lawa-100441","MCI",123.5714
"lawa-100441","PercentageEPTTaxa",52
"lawa-100441","TaxaRichness",29
"lawa-100442","MCI",107.5
"lawa-100442","PercentageEPTTaxa",41.94
"lawa-100442","TaxaRichness",26
"lawa-100443","MCI",103.5714
"lawa-100443","PercentageEPTTaxa",42.86
"lawa-100443","TaxaRichness",26
"lawa-100444","MCI",98.4
"lawa-100444","PercentageEPTTaxa",36.36
"lawa-100444","TaxaRichness",26
"lawa-100445","MCI",105.2849
"lawa-100445","PercentageEPTTaxa",44.13
"lawa-100445","TaxaRichness",22.5
"lawa-100446","MCI",98.901096
"lawa-100446","PercentageEPTTaxa",35.165
"lawa-100446","TaxaRichness",20.5
"lawa-100447","MCI",80.54762
"lawa-100447","PercentageEPTTaxa",23.32
"lawa-100447","TaxaRichness",20.5
"lawa-100448","MCI",116.8473
"lawa-100448","PercentageEPTTaxa",46.43
"lawa-100448","TaxaRichness",28
"lawa-100449","MCI",109.5106
"lawa-100449","PercentageEPTTaxa",40.015
"lawa-100449","TaxaRichness",27
"lawa-100450","MCI",100.38121
"lawa-100450","PercentageEPTTaxa",35.74
"lawa-100450","TaxaRichness",23.5
"lawa-100451","MCI",67.5294115
"lawa-100451","PercentageEPTTaxa",17.32
"lawa-100451","TaxaRichness",13.5
"lawa-100452","MCI",122.8428
"lawa-100452","PercentageEPTTaxa",53.01
"lawa-100452","TaxaRichness",25.5
"lawa-100453","MCI",112.3569
"lawa-100453","PercentageEPTTaxa",48.315
"lawa-100453","TaxaRichness",26
"lawa-100454","MCI",93.684212
"lawa-100454","PercentageEPTTaxa",30.79
"lawa-100454","TaxaRichness",19
"lawa-100455","MCI",98
"lawa-100455","PercentageEPTTaxa",45.225
"lawa-100455","TaxaRichness",19
"lawa-100456","MCI",71
"lawa-100456","PercentageEPTTaxa",13.33
"lawa-100456","TaxaRichness",17
"lawa-100457","MCI",89.090912
"lawa-100457","PercentageEPTTaxa",36.36
"lawa-100457","TaxaRichness",13
"lawa-100458","MCI",113.33335
"lawa-100458","PercentageEPTTaxa",41.9525
"lawa-100458","TaxaRichness",24
"lawa-100459","MCI",117.7778
"lawa-100459","PercentageEPTTaxa",48.39
"lawa-100459","TaxaRichness",30
"lawa-100460","MCI",120.7407
"lawa-100460","PercentageEPTTaxa",52.17
"lawa-100460","TaxaRichness",27
"lawa-100461","MCI",120.9091
"lawa-100461","PercentageEPTTaxa",51.85
"lawa-100461","TaxaRichness",27
"lawa-100462","MCI",93.58852
"lawa-100462","PercentageEPTTaxa",36.6
"lawa-100462","TaxaRichness",21
"lawa-100463","MCI",93.87179
"lawa-100463","PercentageEPTTaxa",32.05
"lawa-100463","TaxaRichness",26
"lawa-100464","MCI",104.8276
"lawa-100464","PercentageEPTTaxa",44.44
"lawa-100464","TaxaRichness",29
"lawa-100465","MCI",114.4828
"lawa-100465","PercentageEPTTaxa",43.75
"lawa-100465","TaxaRichness",29
"lawa-100466","MCI",111.7241
"lawa-100466","PercentageEPTTaxa",44.83
"lawa-100466","TaxaRichness",28
"lawa-100467","MCI",102.963
"lawa-100467","PercentageEPTTaxa",44.83
"lawa-100467","TaxaRichness",28
"lawa-100471","MCI",97.463766
"lawa-100471","PercentageEPTTaxa",43.405
"lawa-100471","TaxaRichness",26.25
"lawa-100472","MCI",105.63815
"lawa-100472","PercentageEPTTaxa",43.3575
"lawa-100472","TaxaRichness",25
"lawa-100473","MCI",100.76925
"lawa-100473","PercentageEPTTaxa",33.435
"lawa-100473","TaxaRichness",22.5
"lawa-100474","MCI",95.90793
"lawa-100474","PercentageEPTTaxa",34.27
"lawa-100474","TaxaRichness",20.5
"lawa-100475","MCI",91.764709
"lawa-100475","PercentageEPTTaxa",41.18
"lawa-100475","TaxaRichness",18
"lawa-100476","MCI",86.636154
"lawa-100476","PercentageEPTTaxa",37.845
"lawa-100476","TaxaRichness",20.5
"lawa-100477","MCI",76.857705
"lawa-100477","PercentageEPTTaxa",17.69
"lawa-100477","TaxaRichness",22
"lawa-100479","MCI",85.45454
"lawa-100479","PercentageEPTTaxa",28.57
"lawa-100479","TaxaRichness",22
"lawa-100480","MCI",111.2
"lawa-100480","PercentageEPTTaxa",44.12
"lawa-100480","TaxaRichness",25
"lawa-100481","MCI",110
"lawa-100481","PercentageEPTTaxa",42.31
"lawa-100481","TaxaRichness",26
"lawa-100482","MCI",119.233
"lawa-100482","PercentageEPTTaxa",53.03025
"lawa-100482","TaxaRichness",30
"lawa-100483","MCI",123.448
"lawa-100483","PercentageEPTTaxa",48.276
"lawa-100483","TaxaRichness",25
"lawa-100484","MCI",117.691
"lawa-100484","PercentageEPTTaxa",45.3303965525
"lawa-100484","TaxaRichness",23
"lawa-100486","MCI",128.182
"lawa-100486","PercentageEPTTaxa",54.166833335
"lawa-100486","TaxaRichness",22
"lawa-100488","MCI",104.40075
"lawa-100488","PercentageEPTTaxa",35.49
"lawa-100488","TaxaRichness",26
"lawa-100489","MCI",123.068
"lawa-100489","PercentageEPTTaxa",48.5378947375
"lawa-100489","TaxaRichness",20.5
"lawa-100490","MCI",120.987
"lawa-100490","PercentageEPTTaxa",64.36225
"lawa-100490","TaxaRichness",18
"lawa-100492","MCI",121.76625
"lawa-100492","PercentageEPTTaxa",60.9295
"lawa-100492","TaxaRichness",21.5
"lawa-100494","MCI",124.382426475
"lawa-100494","PercentageEPTTaxa",56.28225
"lawa-100494","TaxaRichness",20.5
"lawa-100495","MCI",121.2045
"lawa-100495","PercentageEPTTaxa",52.9839655175
"lawa-100495","TaxaRichness",24
"lawa-100497","MCI",135.502
"lawa-100497","PercentageEPTTaxa",60.407
"lawa-100497","TaxaRichness",28
"lawa-100498","MCI",107.816
"lawa-100498","PercentageEPTTaxa",44.39825
"lawa-100498","TaxaRichness",17.5
"lawa-100499","MCI",113.7
"lawa-100499","PercentageEPTTaxa",57.77788889
"lawa-100499","TaxaRichness",21.5
"lawa-100500","MCI",117.3075
"lawa-100500","PercentageEPTTaxa",44.231
"lawa-100500","TaxaRichness",25
"lawa-100501","MCI",105.4764079
"lawa-100501","PercentageEPTTaxa",31.446
"lawa-100501","TaxaRichness",19
"lawa-100502","MCI",106.80175
"lawa-100502","PercentageEPTTaxa",44.1379655175
"lawa-100502","TaxaRichness",25
"lawa-100503","MCI",124.1
"lawa-100503","PercentageEPTTaxa",56.125
"lawa-100503","TaxaRichness",23.5
"lawa-100504","MCI",94.27960294
"lawa-100504","PercentageEPTTaxa",25.75775
"lawa-100504","TaxaRichness",15
"lawa-100505","MCI",136.5
"lawa-100505","PercentageEPTTaxa",69.6155
"lawa-100505","TaxaRichness",22
"lawa-100578","MCI",102
"lawa-100578","PercentageEPTTaxa",48
"lawa-100578","TaxaRichness",21.5
"lawa-100648","MCI",93.5
"lawa-100648","PercentageEPTTaxa",15.125
"lawa-100648","TaxaRichness",21
"lawa-100651","MCI",109.7
"lawa-100651","PercentageEPTTaxa",39.7
"lawa-100651","TaxaRichness",27
"lawa-100652","MCI",93.3
"lawa-100652","PercentageEPTTaxa",29.1
"lawa-100652","TaxaRichness",20.5
"lawa-100653","MCI",112.85
"lawa-100653","PercentageEPTTaxa",41.8
"lawa-100653","TaxaRichness",35
"lawa-100683","MCI",110.57692325
"lawa-100683","PercentageEPTTaxa",46.75
"lawa-100683","TaxaRichness",21
"lawa-100684","MCI",108.5
"lawa-100684","PercentageEPTTaxa",42.85
"lawa-100684","TaxaRichness",25
"lawa-100685","MCI",129
"lawa-100685","PercentageEPTTaxa",58.56071425
"lawa-100685","TaxaRichness",20
"lawa-100686","MCI",77.5
"lawa-100686","PercentageEPTTaxa",3.189817075
"lawa-100686","TaxaRichness",22
"lawa-100687","MCI",109.5
"lawa-100687","PercentageEPTTaxa",38.85
"lawa-100687","TaxaRichness",29.5
"lawa-100688","MCI",109.5
"lawa-100688","PercentageEPTTaxa",42.05
"lawa-100688","TaxaRichness",21.5
"lawa-100689","MCI",116.5
"lawa-100689","PercentageEPTTaxa",47.5
"lawa-100689","TaxaRichness",29.5
"lawa-100690","MCI",122
"lawa-100690","PercentageEPTTaxa",50
"lawa-100690","TaxaRichness",33
"lawa-100691","MCI",106
"lawa-100691","PercentageEPTTaxa",35.7071435
"lawa-100691","TaxaRichness",16
"lawa-100692","MCI",74.5
"lawa-100692","PercentageEPTTaxa",3.8140367
"lawa-100692","TaxaRichness",15
"lawa-100693","MCI",108.015152
"lawa-100693","PercentageEPTTaxa",41.206061
"lawa-100693","TaxaRichness",27
"lawa-100694","MCI",94.761364
"lawa-100694","PercentageEPTTaxa",28.7954545
"lawa-100694","TaxaRichness",22
"lawa-100695","MCI",99
"lawa-100695","PercentageEPTTaxa",34.2928565
"lawa-100695","TaxaRichness",19.65944885
"lawa-100696","MCI",104
"lawa-100696","PercentageEPTTaxa",37.9
"lawa-100696","TaxaRichness",22
"lawa-100697","MCI",105.583334
"lawa-100697","PercentageEPTTaxa",47.041667
"lawa-100697","TaxaRichness",20
"lawa-100698","MCI",95.5
"lawa-100698","PercentageEPTTaxa",30.690909
"lawa-100698","TaxaRichness",9.1260965
"lawa-100699","MCI",116.5
"lawa-100699","PercentageEPTTaxa",54.2
"lawa-100699","TaxaRichness",24
"lawa-100700","MCI",119
"lawa-100700","PercentageEPTTaxa",37.5
"lawa-100700","TaxaRichness",22
"lawa-100701","MCI",74.5
"lawa-100701","PercentageEPTTaxa",9.43
"lawa-100701","TaxaRichness",16.5
"lawa-100702","MCI",118.4838715
"lawa-100702","PercentageEPTTaxa",48.3596775
"lawa-100702","TaxaRichness",27.5
"lawa-100703","MCI",76
"lawa-100703","PercentageEPTTaxa",9.09
"lawa-100703","TaxaRichness",22
"lawa-100704","MCI",113.97436
"lawa-100704","PercentageEPTTaxa",49.1955125
"lawa-100704","TaxaRichness",29.5
"lawa-100705","MCI",113
"lawa-100705","PercentageEPTTaxa",47.4
"lawa-100705","TaxaRichness",29.5
"lawa-100706","MCI",87.5
"lawa-100706","PercentageEPTTaxa",28.1125
"lawa-100706","TaxaRichness",21
"lawa-100707","MCI",117
"lawa-100707","PercentageEPTTaxa",48.7902435
"lawa-100707","TaxaRichness",27
"lawa-100708","MCI",94.5
"lawa-100708","PercentageEPTTaxa",36.6
"lawa-100708","TaxaRichness",23
"lawa-100709","MCI",91
"lawa-100709","PercentageEPTTaxa",29.3
"lawa-100709","TaxaRichness",25.5
"lawa-100710","MCI",82
"lawa-100710","PercentageEPTTaxa",14.3
"lawa-100710","TaxaRichness",21
"lawa-100711","MCI",122.4814815
"lawa-100711","PercentageEPTTaxa",45.962037
"lawa-100711","TaxaRichness",30
"lawa-100714","MCI",96.958334
"lawa-100714","PercentageEPTTaxa",39.891667
"lawa-100714","TaxaRichness",20
"lawa-100715","MCI",83.5
"lawa-100715","PercentageEPTTaxa",19.55
"lawa-100715","TaxaRichness",21
"lawa-100716","MCI",85.7071435
"lawa-100716","PercentageEPTTaxa",35.7071435
"lawa-100716","TaxaRichness",19
"lawa-100718","MCI",115.5
"lawa-100718","PercentageEPTTaxa",45.2
"lawa-100718","TaxaRichness",31
"lawa-100719","MCI",70.5
"lawa-100719","PercentageEPTTaxa",5.905
"lawa-100719","TaxaRichness",14.5
"lawa-100721","MCI",98
"lawa-100721","PercentageEPTTaxa",28.5
"lawa-100721","TaxaRichness",12.5
"lawa-100724","MCI",91
"lawa-100724","PercentageEPTTaxa",17.85
"lawa-100724","TaxaRichness",20.5
"lawa-100725","MCI",96.5
"lawa-100725","PercentageEPTTaxa",28.2416665
"lawa-100725","TaxaRichness",12.80465115
"lawa-100727","MCI",109.3928565
"lawa-100727","PercentageEPTTaxa",39.98928575
"lawa-100727","TaxaRichness",32
"lawa-100728","MCI",109.5
"lawa-100728","PercentageEPTTaxa",51.943966
"lawa-100728","TaxaRichness",26
"lawa-100729","MCI",95.92857175
"lawa-100729","PercentageEPTTaxa",34
"lawa-100729","TaxaRichness",26
"lawa-101795","MCI",82
"lawa-101795","PercentageEPTTaxa",6.47
"lawa-101795","TaxaRichness",22
"lawa-101796","MCI",118.26
"lawa-101796","PercentageEPTTaxa",65.935
"lawa-101796","TaxaRichness",22.5
"lawa-101797","MCI",88
"lawa-101797","PercentageEPTTaxa",2.95
"lawa-101797","TaxaRichness",22
"lawa-101798","MCI",120.83
"lawa-101798","PercentageEPTTaxa",61.86
"lawa-101798","TaxaRichness",24
"lawa-101799","MCI",101.18
"lawa-101799","PercentageEPTTaxa",52.77
"lawa-101799","TaxaRichness",18
"lawa-101800","MCI",90.295
"lawa-101800","PercentageEPTTaxa",7.69
"lawa-101800","TaxaRichness",18
"lawa-101801","MCI",109.7
"lawa-101801","PercentageEPTTaxa",64.76
"lawa-101801","TaxaRichness",28
"lawa-101929","MCI",83.333332
"lawa-101929","PercentageEPTTaxa",23.6061295
"lawa-101929","TaxaRichness",27
"lawa-101931","MCI",81
"lawa-101931","PercentageEPTTaxa",43.75
"lawa-101931","TaxaRichness",19
"lawa-101933","MCI",107.7
"lawa-101933","PercentageEPTTaxa",46.4119235
"lawa-101933","TaxaRichness",27.5
"lawa-101940","MCI",101
"lawa-101940","PercentageEPTTaxa",50
"lawa-101940","TaxaRichness",24.5
"lawa-101941","MCI",99.3076935
"lawa-101941","PercentageEPTTaxa",45.97
"lawa-101941","TaxaRichness",25.5
"lawa-101942","MCI",96.2241365
"lawa-101942","PercentageEPTTaxa",41.18
"lawa-101942","TaxaRichness",34
"lawa-101944","MCI",119
"lawa-101944","PercentageEPTTaxa",54.605
"lawa-101944","TaxaRichness",32
"lawa-101949","MCI",98.304348
"lawa-101949","PercentageEPTTaxa",37.065
"lawa-101949","TaxaRichness",24.5
"lawa-102196","MCI",108.75
"lawa-102196","PercentageEPTTaxa",50
"lawa-102196","TaxaRichness",25
"lawa-102228","MCI",84.42222
"lawa-102228","PercentageEPTTaxa",16.683333
"lawa-102228","TaxaRichness",17
"lawa-102229","MCI",96
"lawa-102229","PercentageEPTTaxa",31.6
"lawa-102229","TaxaRichness",19
"lawa-102230","MCI",125.13158
"lawa-102230","PercentageEPTTaxa",58.3
"lawa-102230","TaxaRichness",13.4022727
"lawa-102231","MCI",142
"lawa-102231","PercentageEPTTaxa",63
"lawa-102231","TaxaRichness",27
"lawa-102235","MCI",65.333344
"lawa-102235","PercentageEPTTaxa",0
"lawa-102235","TaxaRichness",13
"lawa-102236","MCI",100.8
"lawa-102238","MCI",69.2
"lawa-102692","MCI",80
"lawa-102692","PercentageEPTTaxa",0.29
"lawa-102692","TaxaRichness",17
"lawa-102693","MCI",79
"lawa-102693","PercentageEPTTaxa",0.9
"lawa-102693","TaxaRichness",21
"lawa-102695","MCI",108.57
"lawa-102695","PercentageEPTTaxa",65.91
"lawa-102695","TaxaRichness",21
"lawa-102696","MCI",86.67
"lawa-102696","PercentageEPTTaxa",13.125
"lawa-102696","TaxaRichness",23
"lawa-102697","MCI",107.62
"lawa-102697","PercentageEPTTaxa",84.89
"lawa-102697","TaxaRichness",19
"lawa-102698","MCI",104.005
"lawa-102698","PercentageEPTTaxa",55.23
"lawa-102698","TaxaRichness",22
"lawa-102699","MCI",90.77
"lawa-102699","PercentageEPTTaxa",10.2
"lawa-102699","TaxaRichness",17
"lawa-102722","MCI",61.5
"lawa-102723","MCI",108.9
"lawa-102724","MCI",67.1
"lawa-102725","MCI",56.4
"lawa-102726","MCI",119
"lawa-102727","MCI",59.3
"lawa-102728","MCI",116.8
"lawa-102729","MCI",122.3
"lawa-102730","MCI",67.8
"lawa-102731","MCI",75.4
"lawa-102732","MCI",52.7
"lawa-102733","MCI",63.1
"lawa-102734","MCI",65
"lawa-102735","MCI",61.1
"lawa-102736","MCI",66.7
"lawa-102737","MCI",67.1
"lawa-102738","MCI",71.3
"lawa-102739","MCI",70
"lawa-102740","MCI",42.9
"lawa-102741","MCI",74.95
"lawa-102742","MCI",78.6
"lawa-102743","MCI",86.2
"lawa-102744","MCI",74.5
"mdc-00025","MCI",61.2923076923077
"ncc-00002","MCI",69.5
"ncc-00002","TaxaRichness",13
"ncc-00004","MCI",75
"ncc-00004","TaxaRichness",18.5
"ncc-00005","MCI",126.5
"ncc-00005","TaxaRichness",28.5
"ncc-00006","MCI",76
"ncc-00006","TaxaRichness",11.5
"ncc-00009","MCI",72.5
"ncc-00009","TaxaRichness",17
"ncc-00010","MCI",85.5
"ncc-00010","TaxaRichness",19.5
"ncc-00011","MCI",104
"ncc-00011","TaxaRichness",28
"ncc-00012","MCI",122.5
"ncc-00012","TaxaRichness",30
"ncc-00013","MCI",93
"ncc-00013","TaxaRichness",17.5
"ncc-00015","MCI",104.5
"ncc-00015","TaxaRichness",23
"ncc-00016","MCI",140
"ncc-00016","TaxaRichness",20
"ncc-00017","MCI",105.5
"ncc-00017","TaxaRichness",26
"ncc-00018","MCI",99
"ncc-00018","TaxaRichness",21
"ncc-00021","MCI",84
"ncc-00021","TaxaRichness",21.5
"ncc-00025","MCI",106.5
"ncc-00025","TaxaRichness",29
"ncc-00027","MCI",109
"ncc-00027","TaxaRichness",25.5
"ncc-00028","MCI",124.5
"ncc-00028","TaxaRichness",26
"ncc-00029","MCI",103
"ncc-00029","TaxaRichness",26.5
"ncc-00030","MCI",109
"ncc-00030","TaxaRichness",27
"ncc-00032","MCI",118.5
"ncc-00032","TaxaRichness",31.5
"ncc-00034","MCI",112
"ncc-00034","TaxaRichness",31
"ncc-00036","MCI",136.5
"ncc-00036","TaxaRichness",24
"ncc-00037","MCI",132
"ncc-00037","TaxaRichness",29.5
"ncc-00038","MCI",122
"ncc-00038","TaxaRichness",35.5
"ncc-00039","MCI",114
"ncc-00039","TaxaRichness",36.5
"ncc-00040","MCI",89
"ncc-00040","TaxaRichness",19
"nrc-00004","MCI",98
"nrc-00004","PercentageEPTTaxa",16.35
"nrc-00004","TaxaRichness",21
"nrc-00005","MCI",104.5
"nrc-00005","PercentageEPTTaxa",33.15
"nrc-00005","TaxaRichness",24.5
"nrc-00006","MCI",111
"nrc-00006","PercentageEPTTaxa",40
"nrc-00006","TaxaRichness",21.5
"nrc-00007","MCI",137
"nrc-00007","PercentageEPTTaxa",59.42
"nrc-00007","TaxaRichness",25
"nrc-00008","MCI",115
"nrc-00008","PercentageEPTTaxa",33.33
"nrc-00008","TaxaRichness",22
"nrc-00009","MCI",114
"nrc-00009","PercentageEPTTaxa",33.2
"nrc-00009","TaxaRichness",19
"nrc-00010","MCI",123.333
"nrc-00010","PercentageEPTTaxa",46.65
"nrc-00010","TaxaRichness",24
"nrc-00013","MCI",129
"nrc-00013","PercentageEPTTaxa",45
"nrc-00013","TaxaRichness",26
"nrc-00015","MCI",127.5
"nrc-00015","PercentageEPTTaxa",42.48
"nrc-00015","TaxaRichness",28.5
"nrc-00016","MCI",116.5
"nrc-00016","PercentageEPTTaxa",43.18
