"LAWAID","BandingRule","Year","NOFMedian"
"ecan-00337","ClarityMedian_Band","2015to2019",NA
"ecan-00338","ClarityMedian_Band","2015to2019",NA
"ecan-00339","ClarityMedian_Band","2015to2019",NA
"ecan-00340","ClarityMedian_Band","2015to2019",NA
"ecan-00341","ClarityMedian_Band","2015to2019",NA
"ecan-00342","ClarityMedian_Band","2015to2019",NA
"ecan-00343","ClarityMedian_Band","2015to2019",NA
"ecan-00344","ClarityMedian_Band","2015to2019",NA
"ecan-00345","ClarityMedian_Band","2015to2019",NA
"ecan-00346","ClarityMedian_Band","2015to2019",NA
"ecan-00349","ClarityMedian_Band","2015to2019",NA
"ecan-00351","ClarityMedian_Band","2015to2019",NA
"ecan-00354","ClarityMedian_Band","2015to2019",NA
"ecan-00355","ClarityMedian_Band","2015to2019",NA
"ecan-00357","ClarityMedian_Band","2015to2019",NA
"ecan-00358","ClarityMedian_Band","2015to2019",NA
"ecan-00359","ClarityMedian_Band","2015to2019",NA
"ecan-00367","ClarityMedian_Band","2015to2019",NA
"ecan-00368","ClarityMedian_Band","2015to2019",NA
"lawa-101983","ClarityMedian_Band","2015to2019",NA
"trc-00051","ClarityMedian_Band","2015to2019",NA
"trc-00053","ClarityMedian_Band","2015to2019",NA
"lawa-101984","ClarityMedian_Band","2015to2019",NA
"lawa-101985","ClarityMedian_Band","2015to2019",NA
"trc-00051","ClarityMedian_Band","2015to2019",NA
"trc-00053","ClarityMedian_Band","2015to2019",NA
"ebop-00087","ChlAMed_Band","2015to2019","B"
"ebop-00088","ChlAMed_Band","2015to2019","C"
"ebop-00089","ChlAMed_Band","2015to2019","A"
"ebop-00090","ChlAMed_Band","2015to2019","B"
"ebop-00091","ChlAMed_Band","2015to2019","C"
"ebop-00092","ChlAMed_Band","2015to2019","B"
"ebop-00094","ChlAMed_Band","2015to2019","C"
"ebop-00095","ChlAMed_Band","2015to2019","A"
"ebop-00096","ChlAMed_Band","2015to2019","B"
"ebop-00097","ChlAMed_Band","2015to2019","C"
"ebop-00098","ChlAMed_Band","2015to2019","C"
"ebop-00100","ChlAMed_Band","2015to2019","A"
"ecan-00325","ChlAMed_Band","2015to2019","D"
"ecan-00331","ChlAMed_Band","2015to2019",NA
"ecan-00334","ChlAMed_Band","2015to2019","D"
"ecan-00347","ChlAMed_Band","2015to2019","D"
"ecan-00348","ChlAMed_Band","2015to2019","A"
"ecan-00363","ChlAMed_Band","2015to2019",NA
"ecan-00369","ChlAMed_Band","2015to2019","D"
"ecan-00370","ChlAMed_Band","2015to2019","D"
"ecan-00371","ChlAMed_Band","2015to2019","D"
"ecan-00372","ChlAMed_Band","2015to2019","D"
"es-000142","ChlAMed_Band","2015to2019","A"
"es-000157","ChlAMed_Band","2015to2019","A"
"es-000158","ChlAMed_Band","2015to2019","A"
"es-000159","ChlAMed_Band","2015to2019","B"
"es-00144","ChlAMed_Band","2015to2019","B"
"ew-00142","ChlAMed_Band","2015to2019","D"
"ew-00144","ChlAMed_Band","2015to2019","B"
"ew-00146","ChlAMed_Band","2015to2019","D"
"ew-00147","ChlAMed_Band","2015to2019","D"
"ew-00151","ChlAMed_Band","2015to2019","D"
"gw-00257","ChlAMed_Band","2015to2019","D"
"gw-00258","ChlAMed_Band","2015to2019","C"
"gw-00262","ChlAMed_Band","2015to2019","C"
"gw-00263","ChlAMed_Band","2015to2019","C"
"hbrc-00176","ChlAMed_Band","2015to2019","C"
"hrc-00331","ChlAMed_Band","2015to2019",NA
"hrc-00333","ChlAMed_Band","2015to2019","D"
"hrc-00335","ChlAMed_Band","2015to2019",NA
"hrc-00337","ChlAMed_Band","2015to2019",NA
"lawa-100207","ChlAMed_Band","2015to2019","C"
"lawa-100208","ChlAMed_Band","2015to2019","C"
"lawa-100209","ChlAMed_Band","2015to2019","B"
"lawa-100210","ChlAMed_Band","2015to2019","B"
"lawa-100215","ChlAMed_Band","2015to2019","B"
"lawa-100243","ChlAMed_Band","2015to2019","D"
"lawa-102689","ChlAMed_Band","2015to2019",NA
"lawa-102706","ChlAMed_Band","2015to2019","D"
"orc-00027","ChlAMed_Band","2015to2019","A"
"orc-00028","ChlAMed_Band","2015to2019","A"
"orc-00031","ChlAMed_Band","2015to2019","B"
"orc-00033","ChlAMed_Band","2015to2019","D"
"orc-00034","ChlAMed_Band","2015to2019","A"
"orc-00035","ChlAMed_Band","2015to2019","A"
"orc-00036","ChlAMed_Band","2015to2019","C"
"orc-00037","ChlAMed_Band","2015to2019","A"
"orc-00038","ChlAMed_Band","2015to2019","A"
"trc-00051","ChlAMed_Band","2015to2019",NA
"trc-00051","ChlAMed_Band","2015to2019",NA
"trc-00053","ChlAMed_Band","2015to2019",NA
"trc-00053","ChlAMed_Band","2015to2019",NA
"wcrc-00064","ChlAMed_Band","2015to2019","A"
"lawa-102686","ChlAMed_Band","2015to2019","A"
"lawa-102687","ChlAMed_Band","2015to2019","A"
"lawa-102688","ChlAMed_Band","2015to2019","A"
"lawa-102765","ChlAMed_Band","2015to2019","A"
"nrc-00075","ChlAMed_Band","2015to2019",NA
"nrc-00087","ChlAMed_Band","2015to2019",NA
"nrc-00090","ChlAMed_Band","2015to2019",NA
"nrc-00095","ChlAMed_Band","2015to2019","B"
"ew-00145","ChlAMed_Band","2015to2019","C"
"ew-00149","ChlAMed_Band","2015to2019","C"
"hbrc-00171","ChlAMed_Band","2015to2019","C"
"lawa-102219","ChlAMed_Band","2015to2019","A"
"lawa-102220","ChlAMed_Band","2015to2019","B"
"lawa-102221","ChlAMed_Band","2015to2019","B"
"arc-00099","ChlAMed_Band","2015to2019",NA
"ew-00143","ChlAMed_Band","2015to2019","B"
"ew-00150","ChlAMed_Band","2015to2019","C"
"lawa-100211","ChlAMed_Band","2015to2019",NA
"lawa-100213","ChlAMed_Band","2015to2019",NA
"lawa-100263","ChlAMed_Band","2015to2019",NA
"lawa-100264","ChlAMed_Band","2015to2019",NA
"lawa-100266","ChlAMed_Band","2015to2019",NA
"lawa-102303","ChlAMed_Band","2015to2019","D"
"lawa-102304","ChlAMed_Band","2015to2019","D"
"lawa-102305","ChlAMed_Band","2015to2019","D"
"lawa-102705","ChlAMed_Band","2015to2019",NA
"lawa-102707","ChlAMed_Band","2015to2019",NA
"hbrc-00170","ChlAMed_Band","2015to2019",NA
"arc-00098","ChlAMed_Band","2015to2019",NA
"arc-00100","ChlAMed_Band","2015to2019",NA
"arc-10002","ChlAMed_Band","2015to2019",NA
"nrc-00071","ChlAMed_Band","2015to2019",NA
"nrc-00072","ChlAMed_Band","2015to2019",NA
"nrc-00073","ChlAMed_Band","2015to2019",NA
"nrc-00074","ChlAMed_Band","2015to2019",NA
"nrc-00076","ChlAMed_Band","2015to2019",NA
"nrc-00077","ChlAMed_Band","2015to2019",NA
"nrc-00078","ChlAMed_Band","2015to2019",NA
"nrc-00079","ChlAMed_Band","2015to2019",NA
"nrc-00080","ChlAMed_Band","2015to2019",NA
"nrc-00081","ChlAMed_Band","2015to2019",NA
"nrc-00082","ChlAMed_Band","2015to2019",NA
"nrc-00083","ChlAMed_Band","2015to2019",NA
"nrc-00084","ChlAMed_Band","2015to2019",NA
"nrc-00085","ChlAMed_Band","2015to2019",NA
"nrc-00086","ChlAMed_Band","2015to2019",NA
"nrc-00088","ChlAMed_Band","2015to2019",NA
"nrc-00089","ChlAMed_Band","2015to2019",NA
"nrc-00091","ChlAMed_Band","2015to2019",NA
"nrc-00092","ChlAMed_Band","2015to2019",NA
"nrc-00093","ChlAMed_Band","2015to2019",NA
"nrc-00094","ChlAMed_Band","2015to2019",NA
"nrc-00096","ChlAMed_Band","2015to2019",NA
"wcrc-00065","ChlAMed_Band","2015to2019","A"
"wcrc-00067","ChlAMed_Band","2015to2019","A"
"hrc-00329","ChlAMed_Band","2015to2019",NA
"hrc-00332","ChlAMed_Band","2015to2019",NA
"hrc-00339","ChlAMed_Band","2015to2019",NA
"hrc-00341","ChlAMed_Band","2015to2019",NA
"hrc-00342","ChlAMed_Band","2015to2019",NA
"lawa-100250","ChlAMed_Band","2015to2019",NA
"lawa-102308","ChlAMed_Band","2015to2019",NA
"lawa-102708","ChlAMed_Band","2015to2019",NA
"lawa-102709","ChlAMed_Band","2015to2019",NA
"lawa-102711","ChlAMed_Band","2015to2019",NA
"ecan-00326","ChlAMed_Band","2015to2019",NA
"ecan-00327","ChlAMed_Band","2015to2019",NA
"ecan-00328","ChlAMed_Band","2015to2019",NA
"ecan-00329","ChlAMed_Band","2015to2019",NA
"ecan-00330","ChlAMed_Band","2015to2019",NA
"ecan-00332","ChlAMed_Band","2015to2019",NA
"ecan-00333","ChlAMed_Band","2015to2019",NA
"ecan-00335","ChlAMed_Band","2015to2019",NA
"ecan-00336","ChlAMed_Band","2015to2019",NA
"ecan-00337","ChlAMed_Band","2015to2019",NA
"ecan-00338","ChlAMed_Band","2015to2019",NA
"ecan-00339","ChlAMed_Band","2015to2019",NA
"ecan-00340","ChlAMed_Band","2015to2019",NA
"ecan-00341","ChlAMed_Band","2015to2019",NA
"ecan-00342","ChlAMed_Band","2015to2019",NA
"ecan-00343","ChlAMed_Band","2015to2019",NA
"ecan-00344","ChlAMed_Band","2015to2019",NA
"ecan-00345","ChlAMed_Band","2015to2019",NA
"ecan-00346","ChlAMed_Band","2015to2019",NA
"ecan-00349","ChlAMed_Band","2015to2019",NA
"ecan-00351","ChlAMed_Band","2015to2019",NA
"ecan-00354","ChlAMed_Band","2015to2019",NA
"ecan-00355","ChlAMed_Band","2015to2019",NA
"ecan-00357","ChlAMed_Band","2015to2019",NA
"ecan-00358","ChlAMed_Band","2015to2019",NA
"ecan-00359","ChlAMed_Band","2015to2019",NA
"ecan-00367","ChlAMed_Band","2015to2019",NA
"ecan-00368","ChlAMed_Band","2015to2019",NA
"lawa-101983","ChlAMed_Band","2015to2019",NA
"trc-00051","ChlAMed_Band","2015to2019",NA
"trc-00053","ChlAMed_Band","2015to2019",NA
"lawa-101984","ChlAMed_Band","2015to2019","D"
"lawa-101985","ChlAMed_Band","2015to2019","D"
"trc-00051","ChlAMed_Band","2015to2019",NA
"trc-00053","ChlAMed_Band","2015to2019",NA
"ebop-00087","ChlAMax_Band","2015to2019","B"
"ebop-00088","ChlAMax_Band","2015to2019","D"
"ebop-00089","ChlAMax_Band","2015to2019","A"
"ebop-00090","ChlAMax_Band","2015to2019","B"
"ebop-00091","ChlAMax_Band","2015to2019","C"
"ebop-00092","ChlAMax_Band","2015to2019","B"
"ebop-00094","ChlAMax_Band","2015to2019","B"
"ebop-00095","ChlAMax_Band","2015to2019","A"
"ebop-00096","ChlAMax_Band","2015to2019","B"
"ebop-00097","ChlAMax_Band","2015to2019","B"
"ebop-00098","ChlAMax_Band","2015to2019","B"
"ebop-00100","ChlAMax_Band","2015to2019","A"
"ecan-00325","ChlAMax_Band","2015to2019","D"
"ecan-00331","ChlAMax_Band","2015to2019",NA
"ecan-00334","ChlAMax_Band","2015to2019","D"
"ecan-00347","ChlAMax_Band","2015to2019","D"
"ecan-00348","ChlAMax_Band","2015to2019","A"
"ecan-00363","ChlAMax_Band","2015to2019",NA
"ecan-00369","ChlAMax_Band","2015to2019","D"
"ecan-00370","ChlAMax_Band","2015to2019","D"
"ecan-00371","ChlAMax_Band","2015to2019","D"
"ecan-00372","ChlAMax_Band","2015to2019","D"
"es-000142","ChlAMax_Band","2015to2019","C"
"es-000157","ChlAMax_Band","2015to2019","B"
"es-000158","ChlAMax_Band","2015to2019","C"
"es-000159","ChlAMax_Band","2015to2019","B"
"es-00144","ChlAMax_Band","2015to2019","C"
"ew-00142","ChlAMax_Band","2015to2019","D"
"ew-00144","ChlAMax_Band","2015to2019","A"
"ew-00146","ChlAMax_Band","2015to2019","D"
"ew-00147","ChlAMax_Band","2015to2019","D"
"ew-00151","ChlAMax_Band","2015to2019","D"
"gw-00257","ChlAMax_Band","2015to2019","B"
"gw-00258","ChlAMax_Band","2015to2019","C"
"gw-00262","ChlAMax_Band","2015to2019","C"
"gw-00263","ChlAMax_Band","2015to2019","C"
"hbrc-00176","ChlAMax_Band","2015to2019","D"
"hrc-00331","ChlAMax_Band","2015to2019",NA
"hrc-00333","ChlAMax_Band","2015to2019","D"
"hrc-00335","ChlAMax_Band","2015to2019",NA
"hrc-00337","ChlAMax_Band","2015to2019",NA
"lawa-100207","ChlAMax_Band","2015to2019","B"
"lawa-100208","ChlAMax_Band","2015to2019","B"
"lawa-100209","ChlAMax_Band","2015to2019","B"
"lawa-100210","ChlAMax_Band","2015to2019","A"
"lawa-100215","ChlAMax_Band","2015to2019","D"
"lawa-100243","ChlAMax_Band","2015to2019","D"
"lawa-102689","ChlAMax_Band","2015to2019",NA
"lawa-102706","ChlAMax_Band","2015to2019","D"
"orc-00027","ChlAMax_Band","2015to2019","A"
"orc-00028","ChlAMax_Band","2015to2019","A"
"orc-00031","ChlAMax_Band","2015to2019","C"
"orc-00033","ChlAMax_Band","2015to2019","C"
"orc-00034","ChlAMax_Band","2015to2019","A"
"orc-00035","ChlAMax_Band","2015to2019","B"
"orc-00036","ChlAMax_Band","2015to2019","B"
"orc-00037","ChlAMax_Band","2015to2019","A"
"orc-00038","ChlAMax_Band","2015to2019","A"
"trc-00051","ChlAMax_Band","2015to2019",NA
"trc-00051","ChlAMax_Band","2015to2019",NA
"trc-00053","ChlAMax_Band","2015to2019",NA
"trc-00053","ChlAMax_Band","2015to2019",NA
"wcrc-00064","ChlAMax_Band","2015to2019","A"
"lawa-102686","ChlAMax_Band","2015to2019","B"
"lawa-102687","ChlAMax_Band","2015to2019","A"
"lawa-102688","ChlAMax_Band","2015to2019","A"
"lawa-102765","ChlAMax_Band","2015to2019","A"
"nrc-00075","ChlAMax_Band","2015to2019",NA
"nrc-00087","ChlAMax_Band","2015to2019",NA
"nrc-00090","ChlAMax_Band","2015to2019",NA
"nrc-00095","ChlAMax_Band","2015to2019","C"
"ew-00145","ChlAMax_Band","2015to2019","C"
"ew-00149","ChlAMax_Band","2015to2019","C"
"hbrc-00171","ChlAMax_Band","2015to2019","D"
"lawa-102219","ChlAMax_Band","2015to2019","A"
"lawa-102220","ChlAMax_Band","2015to2019","B"
"lawa-102221","ChlAMax_Band","2015to2019","B"
"arc-00099","ChlAMax_Band","2015to2019",NA
"ew-00143","ChlAMax_Band","2015to2019","C"
"ew-00150","ChlAMax_Band","2015to2019","C"
"lawa-100211","ChlAMax_Band","2015to2019",NA
"lawa-100213","ChlAMax_Band","2015to2019",NA
"lawa-100263","ChlAMax_Band","2015to2019",NA
"lawa-100264","ChlAMax_Band","2015to2019",NA
"lawa-100266","ChlAMax_Band","2015to2019",NA
"lawa-102303","ChlAMax_Band","2015to2019","D"
"lawa-102304","ChlAMax_Band","2015to2019","D"
"lawa-102305","ChlAMax_Band","2015to2019","D"
"lawa-102705","ChlAMax_Band","2015to2019",NA
"lawa-102707","ChlAMax_Band","2015to2019",NA
"hbrc-00170","ChlAMax_Band","2015to2019",NA
"arc-00098","ChlAMax_Band","2015to2019",NA
"arc-00100","ChlAMax_Band","2015to2019",NA
"arc-10002","ChlAMax_Band","2015to2019",NA
"nrc-00071","ChlAMax_Band","2015to2019",NA
"nrc-00072","ChlAMax_Band","2015to2019",NA
"nrc-00073","ChlAMax_Band","2015to2019",NA
"nrc-00074","ChlAMax_Band","2015to2019",NA
"nrc-00076","ChlAMax_Band","2015to2019",NA
"nrc-00077","ChlAMax_Band","2015to2019",NA
"nrc-00078","ChlAMax_Band","2015to2019",NA
"nrc-00079","ChlAMax_Band","2015to2019",NA
"nrc-00080","ChlAMax_Band","2015to2019",NA
"nrc-00081","ChlAMax_Band","2015to2019",NA
"nrc-00082","ChlAMax_Band","2015to2019",NA
"nrc-00083","ChlAMax_Band","2015to2019",NA
"nrc-00084","ChlAMax_Band","2015to2019",NA
"nrc-00085","ChlAMax_Band","2015to2019",NA
"nrc-00086","ChlAMax_Band","2015to2019",NA
"nrc-00088","ChlAMax_Band","2015to2019",NA
"nrc-00089","ChlAMax_Band","2015to2019",NA
"nrc-00091","ChlAMax_Band","2015to2019",NA
"nrc-00092","ChlAMax_Band","2015to2019",NA
"nrc-00093","ChlAMax_Band","2015to2019",NA
"nrc-00094","ChlAMax_Band","2015to2019",NA
"nrc-00096","ChlAMax_Band","2015to2019",NA
"wcrc-00065","ChlAMax_Band","2015to2019","A"
"wcrc-00067","ChlAMax_Band","2015to2019","A"
"hrc-00329","ChlAMax_Band","2015to2019",NA
"hrc-00332","ChlAMax_Band","2015to2019",NA
"hrc-00339","ChlAMax_Band","2015to2019",NA
"hrc-00341","ChlAMax_Band","2015to2019",NA
"hrc-00342","ChlAMax_Band","2015to2019",NA
"lawa-100250","ChlAMax_Band","2015to2019",NA
"lawa-102308","ChlAMax_Band","2015to2019",NA
"lawa-102708","ChlAMax_Band","2015to2019",NA
"lawa-102709","ChlAMax_Band","2015to2019",NA
"lawa-102711","ChlAMax_Band","2015to2019",NA
"ecan-00326","ChlAMax_Band","2015to2019",NA
"ecan-00327","ChlAMax_Band","2015to2019",NA
"ecan-00328","ChlAMax_Band","2015to2019",NA
"ecan-00329","ChlAMax_Band","2015to2019",NA
"ecan-00330","ChlAMax_Band","2015to2019",NA
"ecan-00332","ChlAMax_Band","2015to2019",NA
"ecan-00333","ChlAMax_Band","2015to2019",NA
"ecan-00335","ChlAMax_Band","2015to2019",NA
"ecan-00336","ChlAMax_Band","2015to2019",NA
"ecan-00337","ChlAMax_Band","2015to2019",NA
"ecan-00338","ChlAMax_Band","2015to2019",NA
"ecan-00339","ChlAMax_Band","2015to2019",NA
"ecan-00340","ChlAMax_Band","2015to2019",NA
"ecan-00341","ChlAMax_Band","2015to2019",NA
"ecan-00342","ChlAMax_Band","2015to2019",NA
"ecan-00343","ChlAMax_Band","2015to2019",NA
"ecan-00344","ChlAMax_Band","2015to2019",NA
"ecan-00345","ChlAMax_Band","2015to2019",NA
"ecan-00346","ChlAMax_Band","2015to2019",NA
"ecan-00349","ChlAMax_Band","2015to2019",NA
"ecan-00351","ChlAMax_Band","2015to2019",NA
"ecan-00354","ChlAMax_Band","2015to2019",NA
"ecan-00355","ChlAMax_Band","2015to2019",NA
"ecan-00357","ChlAMax_Band","2015to2019",NA
"ecan-00358","ChlAMax_Band","2015to2019",NA
"ecan-00359","ChlAMax_Band","2015to2019",NA
"ecan-00367","ChlAMax_Band","2015to2019",NA
"ecan-00368","ChlAMax_Band","2015to2019",NA
"lawa-101983","ChlAMax_Band","2015to2019",NA
"trc-00051","ChlAMax_Band","2015to2019",NA
"trc-00053","ChlAMax_Band","2015to2019",NA
"lawa-101984","ChlAMax_Band","2015to2019","D"
"lawa-101985","ChlAMax_Band","2015to2019","D"
"trc-00051","ChlAMax_Band","2015to2019",NA
"trc-00053","ChlAMax_Band","2015to2019",NA
"ebop-00087","ChlASummaryBand","2015to2019","B"
"ebop-00088","ChlASummaryBand","2015to2019","D"
"ebop-00089","ChlASummaryBand","2015to2019","A"
"ebop-00090","ChlASummaryBand","2015to2019","B"
"ebop-00091","ChlASummaryBand","2015to2019","C"
"ebop-00092","ChlASummaryBand","2015to2019","B"
"ebop-00094","ChlASummaryBand","2015to2019","C"
"ebop-00095","ChlASummaryBand","2015to2019","A"
"ebop-00096","ChlASummaryBand","2015to2019","B"
"ebop-00097","ChlASummaryBand","2015to2019","C"
"ebop-00098","ChlASummaryBand","2015to2019","C"
"ebop-00100","ChlASummaryBand","2015to2019","A"
"ecan-00325","ChlASummaryBand","2015to2019","D"
"ecan-00331","ChlASummaryBand","2015to2019",NA
"ecan-00334","ChlASummaryBand","2015to2019","D"
"ecan-00347","ChlASummaryBand","2015to2019","D"
"ecan-00348","ChlASummaryBand","2015to2019","A"
"ecan-00363","ChlASummaryBand","2015to2019",NA
"ecan-00369","ChlASummaryBand","2015to2019","D"
"ecan-00370","ChlASummaryBand","2015to2019","D"
"ecan-00371","ChlASummaryBand","2015to2019","D"
"ecan-00372","ChlASummaryBand","2015to2019","D"
"es-000142","ChlASummaryBand","2015to2019","C"
"es-000157","ChlASummaryBand","2015to2019","B"
"es-000158","ChlASummaryBand","2015to2019","C"
"es-000159","ChlASummaryBand","2015to2019","B"
"es-00144","ChlASummaryBand","2015to2019","C"
"ew-00142","ChlASummaryBand","2015to2019","D"
"ew-00144","ChlASummaryBand","2015to2019","B"
"ew-00146","ChlASummaryBand","2015to2019","D"
"ew-00147","ChlASummaryBand","2015to2019","D"
"ew-00151","ChlASummaryBand","2015to2019","D"
"gw-00257","ChlASummaryBand","2015to2019","D"
"gw-00258","ChlASummaryBand","2015to2019","C"
"gw-00262","ChlASummaryBand","2015to2019","C"
"gw-00263","ChlASummaryBand","2015to2019","C"
"hbrc-00176","ChlASummaryBand","2015to2019","D"
"hrc-00331","ChlASummaryBand","2015to2019",NA
"hrc-00333","ChlASummaryBand","2015to2019","D"
"hrc-00335","ChlASummaryBand","2015to2019",NA
"hrc-00337","ChlASummaryBand","2015to2019",NA
"lawa-100207","ChlASummaryBand","2015to2019","C"
"lawa-100208","ChlASummaryBand","2015to2019","C"
"lawa-100209","ChlASummaryBand","2015to2019","B"
"lawa-100210","ChlASummaryBand","2015to2019","B"
"lawa-100215","ChlASummaryBand","2015to2019","D"
"lawa-100243","ChlASummaryBand","2015to2019","D"
"lawa-102689","ChlASummaryBand","2015to2019",NA
"lawa-102706","ChlASummaryBand","2015to2019","D"
"orc-00027","ChlASummaryBand","2015to2019","A"
"orc-00028","ChlASummaryBand","2015to2019","A"
"orc-00031","ChlASummaryBand","2015to2019","C"
"orc-00033","ChlASummaryBand","2015to2019","D"
"orc-00034","ChlASummaryBand","2015to2019","A"
"orc-00035","ChlASummaryBand","2015to2019","B"
"orc-00036","ChlASummaryBand","2015to2019","C"
"orc-00037","ChlASummaryBand","2015to2019","A"
"orc-00038","ChlASummaryBand","2015to2019","A"
"trc-00051","ChlASummaryBand","2015to2019",NA
"trc-00051","ChlASummaryBand","2015to2019",NA
"trc-00053","ChlASummaryBand","2015to2019",NA
"trc-00053","ChlASummaryBand","2015to2019",NA
"wcrc-00064","ChlASummaryBand","2015to2019","A"
"lawa-102686","ChlASummaryBand","2015to2019","B"
"lawa-102687","ChlASummaryBand","2015to2019","A"
"lawa-102688","ChlASummaryBand","2015to2019","A"
"lawa-102765","ChlASummaryBand","2015to2019","A"
"nrc-00075","ChlASummaryBand","2015to2019",NA
"nrc-00087","ChlASummaryBand","2015to2019",NA
"nrc-00090","ChlASummaryBand","2015to2019",NA
"nrc-00095","ChlASummaryBand","2015to2019","C"
"ew-00145","ChlASummaryBand","2015to2019","C"
"ew-00149","ChlASummaryBand","2015to2019","C"
"hbrc-00171","ChlASummaryBand","2015to2019","D"
"lawa-102219","ChlASummaryBand","2015to2019","A"
"lawa-102220","ChlASummaryBand","2015to2019","B"
"lawa-102221","ChlASummaryBand","2015to2019","B"
"arc-00099","ChlASummaryBand","2015to2019",NA
"ew-00143","ChlASummaryBand","2015to2019","C"
"ew-00150","ChlASummaryBand","2015to2019","C"
"lawa-100211","ChlASummaryBand","2015to2019",NA
"lawa-100213","ChlASummaryBand","2015to2019",NA
"lawa-100263","ChlASummaryBand","2015to2019",NA
"lawa-100264","ChlASummaryBand","2015to2019",NA
"lawa-100266","ChlASummaryBand","2015to2019",NA
"lawa-102303","ChlASummaryBand","2015to2019","D"
"lawa-102304","ChlASummaryBand","2015to2019","D"
"lawa-102305","ChlASummaryBand","2015to2019","D"
"lawa-102705","ChlASummaryBand","2015to2019",NA
"lawa-102707","ChlASummaryBand","2015to2019",NA
"hbrc-00170","ChlASummaryBand","2015to2019",NA
"arc-00098","ChlASummaryBand","2015to2019",NA
"arc-00100","ChlASummaryBand","2015to2019",NA
"arc-10002","ChlASummaryBand","2015to2019",NA
"nrc-00071","ChlASummaryBand","2015to2019",NA
"nrc-00072","ChlASummaryBand","2015to2019",NA
"nrc-00073","ChlASummaryBand","2015to2019",NA
"nrc-00074","ChlASummaryBand","2015to2019",NA
"nrc-00076","ChlASummaryBand","2015to2019",NA
"nrc-00077","ChlASummaryBand","2015to2019",NA
"nrc-00078","ChlASummaryBand","2015to2019",NA
"nrc-00079","ChlASummaryBand","2015to2019",NA
"nrc-00080","ChlASummaryBand","2015to2019",NA
"nrc-00081","ChlASummaryBand","2015to2019",NA
"nrc-00082","ChlASummaryBand","2015to2019",NA
"nrc-00083","ChlASummaryBand","2015to2019",NA
"nrc-00084","ChlASummaryBand","2015to2019",NA
"nrc-00085","ChlASummaryBand","2015to2019",NA
"nrc-00086","ChlASummaryBand","2015to2019",NA
"nrc-00088","ChlASummaryBand","2015to2019",NA
"nrc-00089","ChlASummaryBand","2015to2019",NA
"nrc-00091","ChlASummaryBand","2015to2019",NA
"nrc-00092","ChlASummaryBand","2015to2019",NA
"nrc-00093","ChlASummaryBand","2015to2019",NA
"nrc-00094","ChlASummaryBand","2015to2019",NA
"nrc-00096","ChlASummaryBand","2015to2019",NA
"wcrc-00065","ChlASummaryBand","2015to2019","A"
"wcrc-00067","ChlASummaryBand","2015to2019","A"
"hrc-00329","ChlASummaryBand","2015to2019",NA
"hrc-00332","ChlASummaryBand","2015to2019",NA
"hrc-00339","ChlASummaryBand","2015to2019",NA
"hrc-00341","ChlASummaryBand","2015to2019",NA
"hrc-00342","ChlASummaryBand","2015to2019",NA
"lawa-100250","ChlASummaryBand","2015to2019",NA
"lawa-102308","ChlASummaryBand","2015to2019",NA
"lawa-102708","ChlASummaryBand","2015to2019",NA
"lawa-102709","ChlASummaryBand","2015to2019",NA
"lawa-102711","ChlASummaryBand","2015to2019",NA
"ecan-00326","ChlASummaryBand","2015to2019",NA
"ecan-00327","ChlASummaryBand","2015to2019",NA
"ecan-00328","ChlASummaryBand","2015to2019",NA
"ecan-00329","ChlASummaryBand","2015to2019",NA
"ecan-00330","ChlASummaryBand","2015to2019",NA
"ecan-00332","ChlASummaryBand","2015to2019",NA
"ecan-00333","ChlASummaryBand","2015to2019",NA
"ecan-00335","ChlASummaryBand","2015to2019",NA
"ecan-00336","ChlASummaryBand","2015to2019",NA
"ecan-00337","ChlASummaryBand","2015to2019",NA
"ecan-00338","ChlASummaryBand","2015to2019",NA
"ecan-00339","ChlASummaryBand","2015to2019",NA
"ecan-00340","ChlASummaryBand","2015to2019",NA
"ecan-00341","ChlASummaryBand","2015to2019",NA
"ecan-00342","ChlASummaryBand","2015to2019",NA
"ecan-00343","ChlASummaryBand","2015to2019",NA
"ecan-00344","ChlASummaryBand","2015to2019",NA
"ecan-00345","ChlASummaryBand","2015to2019",NA
"ecan-00346","ChlASummaryBand","2015to2019",NA
"ecan-00349","ChlASummaryBand","2015to2019",NA
"ecan-00351","ChlASummaryBand","2015to2019",NA
"ecan-00354","ChlASummaryBand","2015to2019",NA
"ecan-00355","ChlASummaryBand","2015to2019",NA
"ecan-00357","ChlASummaryBand","2015to2019",NA
"ecan-00358","ChlASummaryBand","2015to2019",NA
"ecan-00359","ChlASummaryBand","2015to2019",NA
"ecan-00367","ChlASummaryBand","2015to2019",NA
"ecan-00368","ChlASummaryBand","2015to2019",NA
"lawa-101983","ChlASummaryBand","2015to2019",NA
"trc-00051","ChlASummaryBand","2015to2019",NA
"trc-00053","ChlASummaryBand","2015to2019",NA
"lawa-101984","ChlASummaryBand","2015to2019","D"
"lawa-101985","ChlASummaryBand","2015to2019","D"
"trc-00051","ChlASummaryBand","2015to2019",NA
"trc-00053","ChlASummaryBand","2015to2019",NA
"ebop-00087","EcoliBand","2015to2019",NA
"ebop-00088","EcoliBand","2015to2019",NA
"ebop-00089","EcoliBand","2015to2019",NA
"ebop-00090","EcoliBand","2015to2019",NA
"ebop-00091","EcoliBand","2015to2019",NA
"ebop-00092","EcoliBand","2015to2019",NA
