"LAWAID","Parameter","Median"
"lawa-100192","TaxaRichness",34
"lawa-100193","MCI",113
"lawa-100193","PercentageEPTTaxa",52
"lawa-100193","TaxaRichness",27
"lawa-100194","MCI",114.5
"lawa-100194","PercentageEPTTaxa",52
"lawa-100194","TaxaRichness",24.5
"lawa-100195","MCI",109
"lawa-100195","PercentageEPTTaxa",50
"lawa-100195","TaxaRichness",22
"lawa-100196","MCI",121.5
"lawa-100196","PercentageEPTTaxa",48
"lawa-100196","TaxaRichness",29.5
"lawa-100199","MCI",84
"lawa-100199","PercentageEPTTaxa",37
"lawa-100199","TaxaRichness",23
"lawa-100200","MCI",101
"lawa-100200","PercentageEPTTaxa",44
"lawa-100200","TaxaRichness",16
"lawa-100201","MCI",81
"lawa-100201","PercentageEPTTaxa",35
"lawa-100201","TaxaRichness",20
"lawa-100202","MCI",87
"lawa-100202","PercentageEPTTaxa",31
"lawa-100202","TaxaRichness",22
"lawa-100268","MCI",123.6
"lawa-100268","PercentageEPTTaxa",52
"lawa-100268","TaxaRichness",29
"lawa-100269","MCI",118.95
"lawa-100269","PercentageEPTTaxa",54.4
"lawa-100269","TaxaRichness",29
"lawa-100270","MCI",137.4
"lawa-100270","PercentageEPTTaxa",62.3
"lawa-100270","TaxaRichness",28
"lawa-100271","MCI",125.8
"lawa-100271","PercentageEPTTaxa",58.95
"lawa-100271","TaxaRichness",20.5
"lawa-100272","MCI",84.1
"lawa-100272","PercentageEPTTaxa",14.3
"lawa-100272","TaxaRichness",21
"lawa-100273","MCI",133.85
"lawa-100273","PercentageEPTTaxa",59.15
"lawa-100273","TaxaRichness",30
"lawa-100274","MCI",93.35
"lawa-100274","PercentageEPTTaxa",31.85
"lawa-100274","TaxaRichness",25
"lawa-100275","MCI",120.75
"lawa-100275","PercentageEPTTaxa",50.05
"lawa-100275","TaxaRichness",26
"lawa-100276","MCI",129.2
"lawa-100276","PercentageEPTTaxa",63.6
"lawa-100276","TaxaRichness",24
"lawa-100277","MCI",109.7
"lawa-100277","PercentageEPTTaxa",46.65
"lawa-100277","TaxaRichness",25.5
"lawa-100278","MCI",119.2
"lawa-100278","PercentageEPTTaxa",53.85
"lawa-100278","TaxaRichness",28
"lawa-100279","MCI",137
"lawa-100279","PercentageEPTTaxa",60
"lawa-100279","TaxaRichness",30
"lawa-100280","MCI",72.9
"lawa-100280","PercentageEPTTaxa",9.1
"lawa-100280","TaxaRichness",17
"lawa-100281","MCI",104
"lawa-100281","PercentageEPTTaxa",38.9
"lawa-100281","TaxaRichness",17
"lawa-100282","MCI",122.35
"lawa-100282","PercentageEPTTaxa",54.35
"lawa-100282","TaxaRichness",23
"lawa-100283","MCI",87.1
"lawa-100283","PercentageEPTTaxa",34.9
"lawa-100283","TaxaRichness",21.5
"lawa-100284","MCI",134.7
"lawa-100284","PercentageEPTTaxa",58.6
"lawa-100284","TaxaRichness",30
"lawa-100285","MCI",86.8
"lawa-100285","PercentageEPTTaxa",32.05
"lawa-100285","TaxaRichness",25
"lawa-100286","MCI",130
"lawa-100286","PercentageEPTTaxa",55.9
"lawa-100286","TaxaRichness",34
"lawa-100287","MCI",133.9
"lawa-100287","PercentageEPTTaxa",57.6
"lawa-100287","TaxaRichness",32
"lawa-100288","MCI",131.3
"lawa-100288","PercentageEPTTaxa",56.7
"lawa-100288","TaxaRichness",30
"lawa-100289","MCI",117.8
"lawa-100289","PercentageEPTTaxa",48.1
"lawa-100289","TaxaRichness",27
"lawa-100290","MCI",102.55
"lawa-100290","PercentageEPTTaxa",46.75
"lawa-100290","TaxaRichness",26
"lawa-100291","MCI",96.1
"lawa-100291","PercentageEPTTaxa",40.05
"lawa-100291","TaxaRichness",24
"lawa-100292","MCI",138.8
"lawa-100292","PercentageEPTTaxa",63.2
"lawa-100292","TaxaRichness",33
"lawa-100293","MCI",114.2
"lawa-100293","PercentageEPTTaxa",51.4
"lawa-100293","TaxaRichness",28
"lawa-100294","MCI",125.2
"lawa-100294","PercentageEPTTaxa",45.8
"lawa-100294","TaxaRichness",29
"lawa-100295","MCI",75
"lawa-100295","PercentageEPTTaxa",25.25
"lawa-100295","TaxaRichness",19
"lawa-100296","MCI",118.7
"lawa-100296","PercentageEPTTaxa",46.55
"lawa-100296","TaxaRichness",36
"lawa-100297","MCI",123.4
"lawa-100297","PercentageEPTTaxa",55.2
"lawa-100297","TaxaRichness",29
"lawa-100298","MCI",88.8
"lawa-100298","PercentageEPTTaxa",33.1
"lawa-100298","TaxaRichness",17.5
"lawa-100299","MCI",131.5
"lawa-100299","PercentageEPTTaxa",56.2
"lawa-100299","TaxaRichness",31
"lawa-100300","MCI",98.6
"lawa-100300","PercentageEPTTaxa",31.6
"lawa-100300","TaxaRichness",15
"lawa-100301","MCI",136.4
"lawa-100301","PercentageEPTTaxa",63.6
"lawa-100301","TaxaRichness",30
"lawa-100302","MCI",139.95
"lawa-100302","PercentageEPTTaxa",59.75
"lawa-100302","TaxaRichness",30
"lawa-100303","MCI",98.35
"lawa-100303","PercentageEPTTaxa",31.1
"lawa-100303","TaxaRichness",28.5
"lawa-100304","MCI",132.6
"lawa-100304","PercentageEPTTaxa",47.4
"lawa-100304","TaxaRichness",25
"lawa-100305","MCI",140.7
"lawa-100305","PercentageEPTTaxa",65.5
"lawa-100305","TaxaRichness",31
"lawa-100306","MCI",130
"lawa-100306","PercentageEPTTaxa",53.3
"lawa-100306","TaxaRichness",27
"lawa-100307","MCI",114.7
"lawa-100307","PercentageEPTTaxa",51
"lawa-100307","TaxaRichness",26.5
"lawa-100308","MCI",133.1
"lawa-100308","PercentageEPTTaxa",60.7
"lawa-100308","TaxaRichness",30
"lawa-100309","MCI",68.7
"lawa-100309","PercentageEPTTaxa",11.5
"lawa-100309","TaxaRichness",19
"lawa-100310","MCI",133.1
"lawa-100310","PercentageEPTTaxa",58.1
"lawa-100310","TaxaRichness",33
"lawa-100311","MCI",127.45
"lawa-100311","PercentageEPTTaxa",55.25
"lawa-100311","TaxaRichness",33.5
"lawa-100312","MCI",61
"lawa-100312","PercentageEPTTaxa",0
"lawa-100312","TaxaRichness",22
"lawa-100313","MCI",51.65
"lawa-100313","PercentageEPTTaxa",0
"lawa-100313","TaxaRichness",18.5
"lawa-100314","MCI",65.1
"lawa-100314","PercentageEPTTaxa",6.35
"lawa-100314","TaxaRichness",20.5
"lawa-100315","MCI",126.4
"lawa-100315","PercentageEPTTaxa",56.2
"lawa-100315","TaxaRichness",32
"lawa-100316","MCI",130.6
"lawa-100316","PercentageEPTTaxa",54.5
"lawa-100316","TaxaRichness",23
"lawa-100317","MCI",125.2
"lawa-100317","PercentageEPTTaxa",56.3
"lawa-100317","TaxaRichness",29
"lawa-100318","MCI",98.9
"lawa-100318","PercentageEPTTaxa",33.3
"lawa-100318","TaxaRichness",24
"lawa-100319","MCI",109.25
"lawa-100319","PercentageEPTTaxa",40.6
"lawa-100319","TaxaRichness",22
"lawa-100320","MCI",97.3
"lawa-100320","PercentageEPTTaxa",39.3
"lawa-100320","TaxaRichness",23
"lawa-100321","MCI",108.7
"lawa-100321","PercentageEPTTaxa",47.7
"lawa-100321","TaxaRichness",23
"lawa-100322","MCI",98.8
"lawa-100322","PercentageEPTTaxa",41.6
"lawa-100322","TaxaRichness",21
"lawa-100323","MCI",115.5
"lawa-100323","PercentageEPTTaxa",47.7
"lawa-100323","TaxaRichness",22
"lawa-100324","MCI",129.4
"lawa-100324","PercentageEPTTaxa",50
"lawa-100324","TaxaRichness",30
"lawa-100325","MCI",132.6
"lawa-100325","PercentageEPTTaxa",58.8
"lawa-100325","TaxaRichness",30
"lawa-100326","MCI",135.7
"lawa-100326","PercentageEPTTaxa",66.05
"lawa-100326","TaxaRichness",28.5
"lawa-100327","MCI",106.9
"lawa-100327","PercentageEPTTaxa",35.7
"lawa-100327","TaxaRichness",26
"lawa-100328","MCI",96.2
"lawa-100328","PercentageEPTTaxa",34.6
"lawa-100328","TaxaRichness",24
"lawa-100329","MCI",127
"lawa-100329","PercentageEPTTaxa",54.9
"lawa-100329","TaxaRichness",34
"lawa-100330","MCI",113
"lawa-100330","PercentageEPTTaxa",45.1
"lawa-100330","TaxaRichness",30
"lawa-100332","MCI",95.25
"lawa-100332","PercentageEPTTaxa",28.65
"lawa-100332","TaxaRichness",26.5
"lawa-100333","MCI",113
"lawa-100333","PercentageEPTTaxa",42.9
"lawa-100333","TaxaRichness",24
"lawa-100336","MCI",121
"lawa-100336","PercentageEPTTaxa",49.75
"lawa-100336","TaxaRichness",22
"lawa-100348","MCI",90.45
"lawa-100348","PercentageEPTTaxa",26.4
"lawa-100348","TaxaRichness",19
"lawa-100399","MCI",117.53335
"lawa-100399","PercentageEPTTaxa",47.335
"lawa-100399","TaxaRichness",28.5
"lawa-100400","MCI",116.624
"lawa-100400","PercentageEPTTaxa",52.275
"lawa-100400","TaxaRichness",19
"lawa-100401","MCI",100.42855
"lawa-100401","PercentageEPTTaxa",43.81
"lawa-100401","TaxaRichness",24
"lawa-100402","MCI",92
"lawa-100402","PercentageEPTTaxa",40.74
"lawa-100402","TaxaRichness",23
"lawa-100403","MCI",95.2
"lawa-100403","PercentageEPTTaxa",42.5275
"lawa-100403","TaxaRichness",24
"lawa-100404","MCI",98
"lawa-100404","PercentageEPTTaxa",47.62
"lawa-100404","TaxaRichness",23
"lawa-100405","MCI",87.82609
"lawa-100405","PercentageEPTTaxa",37.5
"lawa-100405","TaxaRichness",21
"lawa-100406","MCI",107.8495
"lawa-100406","PercentageEPTTaxa",38.57
"lawa-100406","TaxaRichness",30
"lawa-100407","MCI",110.6229
"lawa-100407","PercentageEPTTaxa",44.53
"lawa-100407","TaxaRichness",22
"lawa-100408","MCI",101.8182
"lawa-100408","PercentageEPTTaxa",47.725
"lawa-100408","TaxaRichness",20.75
"lawa-100409","MCI",109.4737
"lawa-100409","PercentageEPTTaxa",48.48
"lawa-100409","TaxaRichness",28
"lawa-100410","MCI",68.88889
"lawa-100410","PercentageEPTTaxa",11.76
"lawa-100410","TaxaRichness",18
"lawa-100411","MCI",127.8261
"lawa-100411","PercentageEPTTaxa",63.16
"lawa-100411","TaxaRichness",19
"lawa-100412","MCI",140
"lawa-100412","PercentageEPTTaxa",76.47
"lawa-100412","TaxaRichness",14
"lawa-100413","MCI",120
"lawa-100413","PercentageEPTTaxa",47.37
"lawa-100413","TaxaRichness",29
"lawa-100414","MCI",107.6923
"lawa-100414","PercentageEPTTaxa",42.31
"lawa-100414","TaxaRichness",25
"lawa-100415","MCI",118.8889
"lawa-100415","PercentageEPTTaxa",50
"lawa-100415","TaxaRichness",26
"lawa-100416","MCI",113.3333
"lawa-100416","PercentageEPTTaxa",48.15
"lawa-100416","TaxaRichness",27
"lawa-100417","MCI",97.41936
"lawa-100417","PercentageEPTTaxa",40
"lawa-100417","TaxaRichness",26
"lawa-100418","MCI",106.1905
"lawa-100418","PercentageEPTTaxa",43.65
"lawa-100418","TaxaRichness",14.25
"lawa-100419","MCI",111.5733
"lawa-100419","PercentageEPTTaxa",45.015
"lawa-100419","TaxaRichness",24.75
"lawa-100420","MCI",77
"lawa-100420","PercentageEPTTaxa",20.83
"lawa-100420","TaxaRichness",20
"lawa-100421","MCI",72.85714
"lawa-100421","PercentageEPTTaxa",10.53
"lawa-100421","TaxaRichness",14
"lawa-100422","MCI",83.52941
"lawa-100422","PercentageEPTTaxa",29.17
"lawa-100422","TaxaRichness",19
"lawa-100423","MCI",122
"lawa-100423","PercentageEPTTaxa",55
"lawa-100423","TaxaRichness",19
"lawa-100424","MCI",107.3684
"lawa-100424","PercentageEPTTaxa",47.37
"lawa-100424","TaxaRichness",19
"lawa-100425","MCI",107.38095
"lawa-100425","PercentageEPTTaxa",44.655
"lawa-100425","TaxaRichness",23.5
"lawa-100426","MCI",113.3333
"lawa-100426","PercentageEPTTaxa",46.67
"lawa-100426","TaxaRichness",23
"lawa-100427","MCI",85
"lawa-100427","PercentageEPTTaxa",35
"lawa-100427","TaxaRichness",20
"lawa-100429","MCI",106.00649
"lawa-100429","PercentageEPTTaxa",43.65
"lawa-100429","TaxaRichness",19.5
"lawa-100430","MCI",102.6087
"lawa-100430","PercentageEPTTaxa",40.815
"lawa-100430","TaxaRichness",23
"lawa-100431","MCI",96.47725
"lawa-100431","PercentageEPTTaxa",42.33
"lawa-100431","TaxaRichness",17.25
"lawa-100432","MCI",119.5238
"lawa-100432","PercentageEPTTaxa",51.485
"lawa-100432","TaxaRichness",22.5
"lawa-100434","MCI",118.2857
"lawa-100434","PercentageEPTTaxa",51.43
"lawa-100434","TaxaRichness",33
"lawa-100435","MCI",97.182665
"lawa-100435","PercentageEPTTaxa",38.7
"lawa-100435","TaxaRichness",17.5
"lawa-100436","MCI",91.896645
"lawa-100436","PercentageEPTTaxa",39.205
"lawa-100436","TaxaRichness",19
"lawa-100437","MCI",71.115385
"lawa-100437","PercentageEPTTaxa",0
"lawa-100437","TaxaRichness",13.5
"lawa-100438","MCI",95.75758
"lawa-100438","PercentageEPTTaxa",33.33
"lawa-100438","TaxaRichness",24
"lawa-100439","MCI",110
"lawa-100439","PercentageEPTTaxa",42.86
"lawa-100439","TaxaRichness",25
"lawa-100440","MCI",102.7273
"lawa-100440","PercentageEPTTaxa",40.91
"lawa-100440","TaxaRichness",24
"lawa-100441","MCI",123.5714
"lawa-100441","PercentageEPTTaxa",52
"lawa-100441","TaxaRichness",29
"lawa-100442","MCI",107.5
"lawa-100442","PercentageEPTTaxa",41.94
"lawa-100442","TaxaRichness",26
"lawa-100443","MCI",103.5714
"lawa-100443","PercentageEPTTaxa",42.86
"lawa-100443","TaxaRichness",26
"lawa-100444","MCI",98.4
"lawa-100444","PercentageEPTTaxa",36.36
"lawa-100444","TaxaRichness",26
"lawa-100445","MCI",105.2849
"lawa-100445","PercentageEPTTaxa",44.13
"lawa-100445","TaxaRichness",22.5
"lawa-100446","MCI",98.9011
"lawa-100446","PercentageEPTTaxa",35.165
"lawa-100446","TaxaRichness",20.5
"lawa-100447","MCI",80.54762
"lawa-100447","PercentageEPTTaxa",23.32
"lawa-100447","TaxaRichness",20.5
"lawa-100448","MCI",116.8473
"lawa-100448","PercentageEPTTaxa",46.43
"lawa-100448","TaxaRichness",28
"lawa-100449","MCI",109.5106
"lawa-100449","PercentageEPTTaxa",40.015
"lawa-100449","TaxaRichness",27
"lawa-100450","MCI",100.38121
"lawa-100450","PercentageEPTTaxa",35.74
"lawa-100450","TaxaRichness",23.5
"lawa-100451","MCI",67.52941
"lawa-100451","PercentageEPTTaxa",17.32
"lawa-100451","TaxaRichness",13.5
"lawa-100452","MCI",122.8428
"lawa-100452","PercentageEPTTaxa",53.01
"lawa-100452","TaxaRichness",25.5
"lawa-100453","MCI",112.3569
"lawa-100453","PercentageEPTTaxa",48.315
"lawa-100453","TaxaRichness",26
"lawa-100454","MCI",93.68421
"lawa-100454","PercentageEPTTaxa",30.79
"lawa-100454","TaxaRichness",19
"lawa-100455","MCI",98
"lawa-100455","PercentageEPTTaxa",45.225
"lawa-100455","TaxaRichness",19
"lawa-100456","MCI",71
"lawa-100456","PercentageEPTTaxa",13.33
"lawa-100456","TaxaRichness",17
"lawa-100457","MCI",89.09091
"lawa-100457","PercentageEPTTaxa",36.36
"lawa-100457","TaxaRichness",13
"lawa-100458","MCI",113.33335
"lawa-100458","PercentageEPTTaxa",41.9525
"lawa-100458","TaxaRichness",24
"lawa-100459","MCI",117.7778
"lawa-100459","PercentageEPTTaxa",48.39
"lawa-100459","TaxaRichness",30
"lawa-100460","MCI",120.7407
"lawa-100460","PercentageEPTTaxa",52.17
"lawa-100460","TaxaRichness",27
"lawa-100461","MCI",120.9091
"lawa-100461","PercentageEPTTaxa",51.85
"lawa-100461","TaxaRichness",27
"lawa-100462","MCI",93.58852
"lawa-100462","PercentageEPTTaxa",36.6
"lawa-100462","TaxaRichness",21
"lawa-100463","MCI",93.87179
"lawa-100463","PercentageEPTTaxa",32.05
"lawa-100463","TaxaRichness",26
"lawa-100464","MCI",104.8276
"lawa-100464","PercentageEPTTaxa",44.44
"lawa-100464","TaxaRichness",29
"lawa-100465","MCI",114.4828
"lawa-100465","PercentageEPTTaxa",43.75
"lawa-100465","TaxaRichness",29
"lawa-100466","MCI",111.7241
"lawa-100466","PercentageEPTTaxa",44.83
"lawa-100466","TaxaRichness",28
"lawa-100467","MCI",102.963
"lawa-100467","PercentageEPTTaxa",44.83
"lawa-100467","TaxaRichness",28
"lawa-100471","MCI",97.463765
"lawa-100471","PercentageEPTTaxa",43.405
"lawa-100471","TaxaRichness",26.25
"lawa-100472","MCI",105.63815
"lawa-100472","PercentageEPTTaxa",43.3575
"lawa-100472","TaxaRichness",25
"lawa-100473","MCI",100.76925
"lawa-100473","PercentageEPTTaxa",33.435
"lawa-100473","TaxaRichness",22.5
"lawa-100474","MCI",95.90793
"lawa-100474","PercentageEPTTaxa",34.27
"lawa-100474","TaxaRichness",20.5
"lawa-100475","MCI",91.76471
"lawa-100475","PercentageEPTTaxa",41.18
"lawa-100475","TaxaRichness",18
"lawa-100476","MCI",86.636155
"lawa-100476","PercentageEPTTaxa",37.845
"lawa-100476","TaxaRichness",20.5
"lawa-100477","MCI",76.857705
"lawa-100477","PercentageEPTTaxa",17.69
"lawa-100477","TaxaRichness",22
"lawa-100479","MCI",85.45454
"lawa-100479","PercentageEPTTaxa",28.57
"lawa-100479","TaxaRichness",22
"lawa-100480","MCI",111.2
"lawa-100480","PercentageEPTTaxa",44.12
"lawa-100480","TaxaRichness",25
"lawa-100481","MCI",110
"lawa-100481","PercentageEPTTaxa",42.31
"lawa-100481","TaxaRichness",26
"lawa-100482","MCI",119.233
"lawa-100482","PercentageEPTTaxa",53.03025
"lawa-100482","TaxaRichness",30
"lawa-100483","MCI",123.448
"lawa-100483","PercentageEPTTaxa",48.276
"lawa-100483","TaxaRichness",25
"lawa-100484","MCI",117.691
"lawa-100484","PercentageEPTTaxa",45.3303975
"lawa-100484","TaxaRichness",23
"lawa-100486","MCI",128.182
"lawa-100486","PercentageEPTTaxa",54.166835
"lawa-100486","TaxaRichness",22
"lawa-100488","MCI",104.40075
"lawa-100488","PercentageEPTTaxa",35.49
"lawa-100488","TaxaRichness",26
"lawa-100489","MCI",123.068
"lawa-100489","PercentageEPTTaxa",48.537895
"lawa-100489","TaxaRichness",20.5
"lawa-100490","MCI",120.987
"lawa-100490","PercentageEPTTaxa",64.36225
"lawa-100490","TaxaRichness",18
"lawa-100492","MCI",121.76625
"lawa-100492","PercentageEPTTaxa",60.9295
"lawa-100492","TaxaRichness",21.5
"lawa-100494","MCI",124.382425
"lawa-100494","PercentageEPTTaxa",56.28225
"lawa-100494","TaxaRichness",20.5
"lawa-100495","MCI",121.2045
"lawa-100495","PercentageEPTTaxa",52.983965
"lawa-100495","TaxaRichness",24
"lawa-100497","MCI",135.502
"lawa-100497","PercentageEPTTaxa",60.407
"lawa-100497","TaxaRichness",28
"lawa-100498","MCI",107.816
"lawa-100498","PercentageEPTTaxa",44.39825
"lawa-100498","TaxaRichness",17.5
"lawa-100499","MCI",113.7
"lawa-100499","PercentageEPTTaxa",57.77789
"lawa-100499","TaxaRichness",21.5
"lawa-100500","MCI",117.3075
"lawa-100500","PercentageEPTTaxa",44.231
"lawa-100500","TaxaRichness",25
"lawa-100501","MCI",105.4764
"lawa-100501","PercentageEPTTaxa",31.446
"lawa-100501","TaxaRichness",19
"lawa-100502","MCI",106.80175
"lawa-100502","PercentageEPTTaxa",44.137965
"lawa-100502","TaxaRichness",25
"lawa-100503","MCI",124.1
"lawa-100503","PercentageEPTTaxa",56.125
"lawa-100503","TaxaRichness",23.5
"lawa-100504","MCI",94.2796025
"lawa-100504","PercentageEPTTaxa",25.75775
"lawa-100504","TaxaRichness",15
"lawa-100505","MCI",136.5
"lawa-100505","PercentageEPTTaxa",69.6155
"lawa-100505","TaxaRichness",22
"lawa-100544","MCI",111.66665
"lawa-100544","PercentageEPTTaxa",50
"lawa-100544","TaxaRichness",14
"lawa-100578","MCI",102
"lawa-100578","PercentageEPTTaxa",48
"lawa-100578","TaxaRichness",21.5
"lawa-100648","MCI",93.5
"lawa-100648","PercentageEPTTaxa",15.125
"lawa-100648","TaxaRichness",21
"lawa-100651","MCI",110.3
"lawa-100651","PercentageEPTTaxa",40
"lawa-100651","TaxaRichness",25
"lawa-100652","MCI",94.4
"lawa-100652","PercentageEPTTaxa",30.4
"lawa-100652","TaxaRichness",23
"lawa-100653","MCI",112.8
"lawa-100653","PercentageEPTTaxa",41.9
"lawa-100653","TaxaRichness",35
"lawa-100668","MCI",93.2
"lawa-100668","PercentageEPTTaxa",39.825
"lawa-100668","TaxaRichness",22
"lawa-100683","MCI",110.5
"lawa-100683","PercentageEPTTaxa",46.75
"lawa-100683","TaxaRichness",24.5
"lawa-100684","MCI",108.5
"lawa-100684","PercentageEPTTaxa",42.85
"lawa-100684","TaxaRichness",25
"lawa-100685","MCI",129
"lawa-100685","PercentageEPTTaxa",58.55
"lawa-100685","TaxaRichness",20.5
"lawa-100686","MCI",77.5
"lawa-100686","PercentageEPTTaxa",3.19
"lawa-100686","TaxaRichness",22
"lawa-100687","MCI",109.5
"lawa-100687","PercentageEPTTaxa",38.85
"lawa-100687","TaxaRichness",33
"lawa-100688","MCI",109.5
"lawa-100688","PercentageEPTTaxa",42.05
"lawa-100688","TaxaRichness",23
"lawa-100689","MCI",116.5
"lawa-100689","PercentageEPTTaxa",47.5
"lawa-100689","TaxaRichness",29.5
"lawa-100690","MCI",122
"lawa-100690","PercentageEPTTaxa",50
"lawa-100690","TaxaRichness",33
"lawa-100691","MCI",106
"lawa-100691","PercentageEPTTaxa",35.7
"lawa-100691","TaxaRichness",16
"lawa-100692","MCI",74.5
"lawa-100692","PercentageEPTTaxa",3.815
"lawa-100692","TaxaRichness",15
"lawa-100693","MCI",108
"lawa-100693","PercentageEPTTaxa",41.2
"lawa-100693","TaxaRichness",31.5
"lawa-100694","MCI",94.75
"lawa-100694","PercentageEPTTaxa",28.8
"lawa-100694","TaxaRichness",22
"lawa-100695","MCI",99
"lawa-100695","PercentageEPTTaxa",34.3
"lawa-100695","TaxaRichness",27
"lawa-100696","MCI",104
"lawa-100696","PercentageEPTTaxa",37.9
"lawa-100696","TaxaRichness",22
"lawa-100697","MCI",105.5
"lawa-100697","PercentageEPTTaxa",47.05
"lawa-100697","TaxaRichness",25.5
"lawa-100698","MCI",95.5
"lawa-100698","PercentageEPTTaxa",30.7
"lawa-100698","TaxaRichness",10
"lawa-100699","MCI",116.5
"lawa-100699","PercentageEPTTaxa",54.2
"lawa-100699","TaxaRichness",28
"lawa-100700","MCI",119
"lawa-100700","PercentageEPTTaxa",37.5
"lawa-100700","TaxaRichness",24
"lawa-100701","MCI",74.5
"lawa-100701","PercentageEPTTaxa",9.43
"lawa-100701","TaxaRichness",20.5
"lawa-100702","MCI",118.5
"lawa-100702","PercentageEPTTaxa",48.35
"lawa-100702","TaxaRichness",32
"lawa-100703","MCI",76
"lawa-100703","PercentageEPTTaxa",9.09
"lawa-100703","TaxaRichness",23
"lawa-100704","MCI",114
"lawa-100704","PercentageEPTTaxa",49.2
"lawa-100704","TaxaRichness",33.5
"lawa-100705","MCI",113
"lawa-100705","PercentageEPTTaxa",47.4
"lawa-100705","TaxaRichness",29.5
"lawa-100706","MCI",87.5
"lawa-100706","PercentageEPTTaxa",28.1
"lawa-100706","TaxaRichness",25
"lawa-100707","MCI",117
"lawa-100707","PercentageEPTTaxa",48.8
"lawa-100707","TaxaRichness",35
"lawa-100708","MCI",94.5
"lawa-100708","PercentageEPTTaxa",36.6
"lawa-100708","TaxaRichness",26
"lawa-100709","MCI",91
"lawa-100709","PercentageEPTTaxa",29.3
"lawa-100709","TaxaRichness",30.5
"lawa-100710","MCI",82
"lawa-100710","PercentageEPTTaxa",14.3
"lawa-100710","TaxaRichness",29
"lawa-100711","MCI",122.5
"lawa-100711","PercentageEPTTaxa",45.95
"lawa-100711","TaxaRichness",30
"lawa-100714","MCI",97
"lawa-100714","PercentageEPTTaxa",39.9
"lawa-100714","TaxaRichness",22.5
"lawa-100715","MCI",83.5
"lawa-100715","PercentageEPTTaxa",19.55
"lawa-100715","TaxaRichness",21.5
"lawa-100716","MCI",85.7
"lawa-100716","PercentageEPTTaxa",35.7
"lawa-100716","TaxaRichness",21
"lawa-100718","MCI",115.5
"lawa-100718","PercentageEPTTaxa",45.2
"lawa-100718","TaxaRichness",31
"lawa-100719","MCI",70.5
"lawa-100719","PercentageEPTTaxa",5.905
"lawa-100719","TaxaRichness",16.5
"lawa-100721","MCI",98
"lawa-100721","PercentageEPTTaxa",28.5
"lawa-100721","TaxaRichness",12.5
"lawa-100724","MCI",91
"lawa-100724","PercentageEPTTaxa",17.85
"lawa-100724","TaxaRichness",20.5
"lawa-100725","MCI",96.5
"lawa-100725","PercentageEPTTaxa",28.25
"lawa-100725","TaxaRichness",17.5
"lawa-100727","MCI",109.5
"lawa-100727","PercentageEPTTaxa",40
"lawa-100727","TaxaRichness",32
"lawa-100728","MCI",109.5
"lawa-100728","PercentageEPTTaxa",51.95
"lawa-100728","TaxaRichness",28
"lawa-100729","MCI",96
"lawa-100729","PercentageEPTTaxa",34
"lawa-100729","TaxaRichness",31
"lawa-101795","MCI",82
"lawa-101795","PercentageEPTTaxa",6.47
"lawa-101795","TaxaRichness",22
"lawa-101796","MCI",118.26
"lawa-101796","PercentageEPTTaxa",65.935
"lawa-101796","TaxaRichness",22.5
"lawa-101797","MCI",88
"lawa-101797","PercentageEPTTaxa",2.95
"lawa-101797","TaxaRichness",22
"lawa-101799","MCI",101.18
"lawa-101799","PercentageEPTTaxa",52.77
"lawa-101799","TaxaRichness",18
"lawa-101800","MCI",90.295
"lawa-101800","PercentageEPTTaxa",7.69
"lawa-101800","TaxaRichness",18
"lawa-101801","MCI",109.7
"lawa-101801","PercentageEPTTaxa",64.76
"lawa-101801","TaxaRichness",28
"lawa-101920","MCI",87
"lawa-101920","PercentageEPTTaxa",31.25
"lawa-101920","TaxaRichness",17
"lawa-101924","MCI",120.33335
"lawa-101924","PercentageEPTTaxa",54.65145
"lawa-101924","TaxaRichness",28.5
"lawa-101926","MCI",127
"lawa-101926","PercentageEPTTaxa",64.837305
"lawa-101926","TaxaRichness",22
"lawa-101928","MCI",129
"lawa-101928","PercentageEPTTaxa",60.87
"lawa-101928","TaxaRichness",29
"lawa-101929","MCI",82
"lawa-101929","PercentageEPTTaxa",20
"lawa-101929","TaxaRichness",25
"lawa-101930","MCI",79.5
"lawa-101930","PercentageEPTTaxa",10.727415
"lawa-101930","TaxaRichness",22.5
"lawa-101931","MCI",81
"lawa-101931","PercentageEPTTaxa",40.295
"lawa-101931","TaxaRichness",17.5
"lawa-101933","MCI",109
"lawa-101933","PercentageEPTTaxa",46.67
"lawa-101933","TaxaRichness",26
"lawa-101940","MCI",99
"lawa-101940","PercentageEPTTaxa",50
"lawa-101940","TaxaRichness",24
"lawa-101941","MCI",97
"lawa-101941","PercentageEPTTaxa",41.94
"lawa-101941","TaxaRichness",22
"lawa-101942","MCI",99.112075
"lawa-101942","PercentageEPTTaxa",39.4225
"lawa-101942","TaxaRichness",29.75
"lawa-101944","MCI",119
"lawa-101944","PercentageEPTTaxa",53.33
"lawa-101944","TaxaRichness",30
"lawa-101947","MCI",132.38095
"lawa-101947","PercentageEPTTaxa",64.71
"lawa-101947","TaxaRichness",20.5
"lawa-101949","MCI",97
"lawa-101949","PercentageEPTTaxa",38.46
"lawa-101949","TaxaRichness",23
"lawa-101961","MCI",113
"lawa-101961","PercentageEPTTaxa",59.46
"lawa-101961","TaxaRichness",29
"lawa-102196","MCI",108.75
"lawa-102196","PercentageEPTTaxa",50
"lawa-102196","TaxaRichness",25
