"LawaSiteID","CouncilSiteID","Year","NitrogenMed","NitrogenMed_Band","NitrateAnalysisNote","PhosphorusMed","PhosphorusMed_Band","PhosphorusAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","AmmoniacalMax","AmmoniacalMax_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","ClarityMedian","ClarityMedian_Band","ClarityAnalysisNote","ChlAMed","ChlAMed_Band","ChlAMax","ChlAMax_Band","ChlASummaryBand","ChlAAnalysisNote","EcoliPeriod","EcoliMedian","EcoliBand","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliSummaryBand","EcoliAnalysisNote","Agency","Region","SiteID"
"ew-00149","37322","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2011to2015",NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have6",NA,NA,NA,NA,NA,"Need 30 values for max, have 6",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2012to2016",NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for max, have 12",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2013to2017",NA,NA,"Need 30 values for median, have 18",NA,NA,"Need 30 values for median, have18",NA,NA,NA,NA,NA,"Need 30 values for median, have 18",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for max, have 18",NA,4,"ABC",4,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 4","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2014to2018",NA,NA,"Need 30 values for median, have 27",NA,NA,"Need 30 values for median, have27",NA,NA,NA,NA,NA,"Need 30 values for median, have 27",NA,NA,"Need 30 values for median, have26",NA,NA,NA,NA,NA,"Need 30 values for max, have 27",NA,13,"ABC",13,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 13","wrc","waikato","lake serpentine at north (surface)"
"ew-00149","37322","2015to2019",1310,"D","",24,"C","",0.025,"A",0.2,"B","B","",1.385,"C","",12,"C",49.3,"C","C","",NA,25,"ABC",25,"ABC",0,"A",4,"A","A"," Need 60 values for 5yr have 25","wrc","waikato","lake serpentine at north (surface)"
"hbrc-00171","Lake Waikopiro Top","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2011to2015",NA,NA,"Need 30 values for median, have 4",NA,NA,"Need 30 values for median, have4",NA,NA,NA,NA,NA,"Need 30 values for median, have 4",NA,NA,"Need 30 values for median, have4",NA,NA,NA,NA,NA,"Need 30 values for max, have 4",NA,4,"ABC",4,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 4","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2012to2016",NA,NA,"Need 30 values for median, have 8",NA,NA,"Need 30 values for median, have8",NA,NA,NA,NA,NA,"Need 30 values for median, have 8",NA,NA,"Need 30 values for median, have8",NA,NA,NA,NA,NA,"Need 30 values for max, have 8",NA,8,"ABC",8,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 8","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2013to2017",NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have16",NA,NA,NA,NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have16",NA,NA,NA,NA,NA,"Need 30 values for max, have 16",NA,16,"ABC",16,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 16","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2014to2018",NA,NA,"Need 30 values for median, have 28",NA,NA,"Need 30 values for median, have28",NA,NA,NA,NA,NA,"Need 30 values for median, have 28",NA,NA,"Need 30 values for median, have27",NA,NA,NA,NA,NA,"Need 30 values for max, have 28",NA,28,"ABC",28,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 28","hbrc","hawkes bay","5628"
"hbrc-00171","Lake Waikopiro Top","2015to2019",750,"C","",50.5,"D","",0.059,"B",0.36,"B","B","",2.75,"C","",9.1,"C",135.5,"D","D","",NA,40,"ABC",40,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 40","hbrc","hawkes bay","5628"
"lawa-102219","Waiau Lagoon opp boat ramp","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2011to2015",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2012to2016",NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have1",NA,NA,NA,NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 1",NA,1,"ABC",1,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 1","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2013to2017",NA,NA,"Need 30 values for median, have 13",NA,NA,"Need 30 values for median, have13",NA,NA,NA,NA,NA,"Need 30 values for median, have 13",NA,NA,"Need 30 values for median, have7",NA,NA,NA,NA,NA,"Need 30 values for max, have 13",NA,13,"ABC",13,"ABC",7.69230769230769,"B",15.3846153846154,"A","B"," Need 60 values for 5yr have 13","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2014to2018",NA,NA,"Need 30 values for median, have 25",NA,NA,"Need 30 values for median, have25",NA,NA,NA,NA,NA,"Need 30 values for median, have 24",NA,NA,"Need 30 values for median, have13",NA,NA,NA,NA,NA,"Need 30 values for max, have 25",NA,25,"ABC",25,"ABC",8,"B",16,"A","B"," Need 60 values for 5yr have 25","es","southland","waiau lagoon opp boat ramp"
"lawa-102219","Waiau Lagoon opp boat ramp","2015to2019",420,"C","",18,"B","",0.005,"A",0.075,"B","B","",NA,NA,"Need 30 values for median, have19",1.2,"A",9,"A","A","",NA,37,"ABC",37,"ABC",5.40540540540541,"B",13.5135135135135,"A","B"," Need 60 values for 5yr have 37","es","southland","waiau lagoon opp boat ramp"
"lawa-102220","Waiau Lagoon Middle","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
"lawa-102220","Waiau Lagoon Middle","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
"lawa-102220","Waiau Lagoon Middle","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
"lawa-102220","Waiau Lagoon Middle","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
"lawa-102220","Waiau Lagoon Middle","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
"lawa-102220","Waiau Lagoon Middle","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","es","southland","waiau lagoon middle"
