LAWAID,ORC,Site Name,Date Time,Measurement,ReportedLabValue,RawValue,Depthfrom,Depthto,Samplelevel,Method,DetectionLimit,QualityCode,SampleFrequency,Laketype
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/03/2010,Total nitrogen (mg/m3 N),0.19,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/03/2010,Total phosphorus (mg/m3 P),0.016,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/03/2010,Turbidity (NTU),4.3,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Chlorophyll a (mg/m3),<2.100,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Conductivity (uS/cm @ 25 deg C),0.028,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Dissolved oxygen (% saturation),88.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Dissolved oxygen (g/m3 O2),11.05,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Suspended Solids  (mg/m3),8,,0.1,0.1,Epilimnion,,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Temperature (deg C),6.3,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Total nitrogen (mg/m3 N),0.24,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Total phosphorus (mg/m3 P),0.038,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,26/05/2010,Turbidity (NTU),7.27,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500 NH3 H. LAS official test 5.16,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Chlorophyll a (mg/m3),2.7,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Conductivity (uS/cm @ 25 deg C),0.019,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Dissolved oxygen (% saturation),95.8,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Dissolved oxygen (g/m3 O2),12.03,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Dissolved reactive phosphorus (mg/m3 P),0.005,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,E. coli (MPN/100 ml),1,,0.1,0.1,Epilimnion,"APHA 21st Edition 9213D, 2011",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500-N03l. LAS official tests 5.13 and 5.20,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,pH,6.8,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Suspended Solids  (mg/m3),15,,0.1,0.1,Epilimnion,APHA 21st edition method 2540D,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Temperature (deg C),5.8,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Total nitrogen (mg/m3 N),0.25,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st Edition method 4500-N)3 1. Persulphate digestion follows APHA 21st Edition 4500-N C.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Total phosphorus (mg/m3 P),0.044,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st edition Method 4500-P G. Persulphate digestion follows APHA 21st Edition 4500-P-B,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,9/09/2010,Turbidity (NTU),11.1,,0.1,0.1,Epilimnion,Turbidity meter following APHA 21st Edition Method 2130 B. LAS official test 5.10,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500 NH3 H. LAS official test 5.25,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Chlorophyll a (mg/m3),2.8,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Conductivity (uS/cm @ 25 deg C),0.019,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Dissolved oxygen (g/m3 O2),8.61,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,"APHA 21st Edition 9213D, 2020",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500-N03l. LAS official tests 5.13 and 5.29,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,pH,7.1,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Suspended Solids  (mg/m3),3,,0.1,0.1,Epilimnion,APHA 21st edition method 2540D,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Temperature (deg C),14.76,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Total nitrogen (mg/m3 N),0.28,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st Edition method 4500-N)3 1. Persulphate digestion follows APHA 21st Edition 4500-N C.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Total phosphorus (mg/m3 P),0.029,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st edition Method 4500-P G. Persulphate digestion follows APHA 21st Edition 4500-P-B,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,3/11/2010,Turbidity (NTU),5.06,,0.1,0.1,Epilimnion,Turbidity meter following APHA 21st Edition Method 2130 B. LAS official test 5.19,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500 NH3 H. LAS official test 5.33,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Chlorophyll a (mg/m3),<2.000,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Conductivity (uS/cm @ 25 deg C),0.025,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Dissolved oxygen (g/m3 O2),8.52,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Dissolved reactive phosphorus (mg/m3 P),0.005,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,E. coli (MPN/100 ml),5,,0.1,0.1,Epilimnion,"APHA 21st Edition 9213D, 2028",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500-N03l. LAS official tests 5.13 and 5.37,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Suspended Solids  (mg/m3),6,,0.1,0.1,Epilimnion,APHA 21st edition method 2540D,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Temperature (deg C),16.2,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Total nitrogen (mg/m3 N),0.32,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st Edition method 4500-N)3 1. Persulphate digestion follows APHA 21st Edition 4500-N C.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Total phosphorus (mg/m3 P),0.028,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st edition Method 4500-P G. Persulphate digestion follows APHA 21st Edition 4500-P-B,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,6/01/2011,Turbidity (NTU),3.89,,0.1,0.1,Epilimnion,Turbidity meter following APHA 21st Edition Method 2130 B. LAS official test 5.27,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500 NH3 H. LAS official test 5.40,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Chlorophyll a (mg/m3),3.6,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Conductivity (uS/cm @ 25 deg C),0.024,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Dissolved oxygen (g/m3 O2),9.05,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,E. coli (MPN/100 ml),1,,0.1,0.1,Epilimnion,"APHA 21st Edition 9213D, 2035",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500-N03l. LAS official tests 5.13 and 5.44,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Suspended Solids  (mg/m3),3,,0.1,0.1,Epilimnion,APHA 21st edition method 2540D,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Temperature (deg C),15.1,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Total nitrogen (mg/m3 N),0.26,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st Edition method 4500-N)3 1. Persulphate digestion follows APHA 21st Edition 4500-N C.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Total phosphorus (mg/m3 P),0.024,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st edition Method 4500-P G. Persulphate digestion follows APHA 21st Edition 4500-P-B,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,1/03/2011,Turbidity (NTU),1.88,,0.1,0.1,Epilimnion,Turbidity meter following APHA 21st Edition Method 2130 B. LAS official test 5.34,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500 NH3 H. LAS official test 5.51,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Chlorophyll a (mg/m3),2.3,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Conductivity (uS/cm @ 25 deg C),0.024,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Dissolved oxygen (g/m3 O2),10.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,E. coli (MPN/100 ml),90,,0.1,0.1,Epilimnion,"APHA 21st Edition 9213D, 2046",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Nitrate/nitrite (mg/m3 N),<0.0050,,0.1,0.1,Epilimnion,Flow injection Autoanalyser following APHA 21st Edition Method 4500-N03l. LAS official tests 5.13 and 5.55,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,pH,6.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Suspended Solids  (mg/m3),9,,0.1,0.1,Epilimnion,APHA 21st edition method 2540D,3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Temperature (deg C),6.4,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Total nitrogen (mg/m3 N),0.36,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st Edition method 4500-N)3 1. Persulphate digestion follows APHA 21st Edition 4500-N C.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Total phosphorus (mg/m3 P),0.049,,0.1,0.1,Epilimnion,Flow Injection Autoanalyser following APHA 21st edition Method 4500-P G. Persulphate digestion follows APHA 21st Edition 4500-P-B,0.005,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,19/05/2011,Turbidity (NTU),8.59,,0.1,0.1,Epilimnion,Turbidity meter following APHA 21st Edition Method 2130 B. LAS official test 5.45,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Filtered sample.  Phenol/hypochlorite colorimetry. Discrete Analyser. (NH 4 -N = NH 4 +-N + NH 3 -N). APHA 4500-NH 3  F (modified from manual analysis) 21 st  ed. 2012,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Chlorophyll a (mg/m3),<3.0,,0.1,0.1,Epilimnion,,0.003,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Conductivity (uS/cm @ 25 deg C),0.022,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Dissolved oxygen (g/m3 O2),9.99,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Dissolved reactive phosphorus (mg/m3 P),<0.00400,,0.1,0.1,Epilimnion,Filtered sample.  Molybdenum blue colorimetry.  Discrete Analyser. APHA 4500-P E (modified from manual analysis) 21 st ed. 2005.,0.004,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,"Membrane filtration, Count on mFC agar, Incubated at 44.5øC for 22 hours, MUG Confirmation APHA 9222 G, 21 st  ed. 2012",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Nitrate/nitrite (mg/m3 N),<0.0020,,0.1,0.1,Epilimnion,"Total oxidised nitrogen.  Automated cadmium reduction, flow injection analyser. APHA 4500-NO 3  -  I (Modified) 21 st  ed. 2012",0.002,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,pH,6.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Suspended Solids  (mg/m3),4,,0.1,0.1,Epilimnion,"Filtration using Whatman 934 AH, Advantec GC-50 or equivalent filters (nominal pore size 1.2 - 1.5æm), gravimetric determination.  - Che APHA 2540 D 21 st  ed. 2005.",3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Temperature (deg C),6,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Total nitrogen (mg/m3 N),0.32,,0.1,0.1,Epilimnion,"Calculation: TKN + Nitrate-N + Nitrite-N. TK Digestion = sulphuric acid digestion with copper sulphate catalyst  phenol/hypochlorite colorimetry. Discrete Analyser. APHA 4500-N org C (modified) 4500 NH3 F (modified) 21st ed. 2005
Discrete Analyser. APHA 4500-N org  C. (modified) 4500 NH 3  F
(modified) 21 st  ed. 2005.",0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Total phosphorus (mg/m3 P),0.02,,0.1,0.1,Epilimnion,"Acid persulphate digestion. Total phosphorus digestion, ascorbic acid colorimetry.  Discrete Analyser. APHA 4500-P E (modified from manual analysis) 21 st ed. 2012",0.004,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,27/09/2011,Turbidity (NTU),4,,0.1,0.1,Epilimnion,Analysis using a Hach 2100 Turbidity meter. APHA 2130 B 21 st  ed. 2005.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Filtered sample.  Phenol/hypochlorite colorimetry. Discrete Analyser. (NH 4 -N = NH 4 +-N + NH 3 -N). APHA 4500-NH 3  F (modified from manual analysis) 21 st  ed. 2020,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Chlorophyll a (mg/m3),<3.0,,0.1,0.1,Epilimnion,,0.003,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Conductivity (uS/cm @ 25 deg C),0.023,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Dissolved oxygen (g/m3 O2),9.41,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Dissolved reactive phosphorus (mg/m3 P),<0.00400,,0.1,0.1,Epilimnion,Filtered sample.  Molybdenum blue colorimetry.  Discrete Analyser. APHA 4500-P E (modified from manual analysis) 21 st ed. 2005.,0.004,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,"Membrane filtration, Count on mFC agar, Incubated at 44.5øC for 22 hours, MUG Confirmation APHA 9222 G, 21 st  ed. 2020",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Nitrate/nitrite (mg/m3 N),<0.0020,,0.1,0.1,Epilimnion,"Total oxidised nitrogen.  Automated cadmium reduction, flow injection analyser. APHA 4500-NO 3  -  I (Modified) 21 st  ed. 2020",0.002,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,"Filtration using Whatman 934 AH, Advantec GC-50 or equivalent filters (nominal pore size 1.2 - 1.5æm), gravimetric determination.  - Che APHA 2540 D 21 st  ed. 2005.",3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Temperature (deg C),14.04,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Total nitrogen (mg/m3 N),0.14,,0.1,0.1,Epilimnion,"Calculation: TKN + Nitrate-N + Nitrite-N. TK Digestion = sulphuric acid digestion with copper sulphate catalyst  phenol/hypochlorite colorimetry. Discrete Analyser. APHA 4500-N org C (modified) 4500 NH3 F (modified) 21st ed. 2005
Discrete Analyser. APHA 4500-N org  C. (modified) 4500 NH 3  F
(modified) 21 st  ed. 2005.",0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Total phosphorus (mg/m3 P),0.017,,0.1,0.1,Epilimnion,"Acid persulphate digestion. Total phosphorus digestion, ascorbic acid colorimetry.  Discrete Analyser. APHA 4500-P E (modified from manual analysis) 21 st ed. 2020",0.004,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,15/11/2011,Turbidity (NTU),2.1,,0.1,0.1,Epilimnion,Analysis using a Hach 2100 Turbidity meter. APHA 2130 B 21 st  ed. 2005.,0.05,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,Filtered sample.  Phenol/hypochlorite colorimetry. Discrete Analyser. (NH 4 -N = NH 4 +-N + NH 3 -N). APHA 4500-NH 3  F (modified from manual analysis) 21 st  ed. 2029,0.01,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Chlorophyll a (mg/m3),<3.0,,0.1,0.1,Epilimnion,,0.003,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Conductivity (uS/cm @ 25 deg C),0.024,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Dissolved oxygen (g/m3 O2),9.03,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Dissolved reactive phosphorus (mg/m3 P),<0.00400,,0.1,0.1,Epilimnion,Filtered sample.  Molybdenum blue colorimetry.  Discrete Analyser. APHA 4500-P E (modified from manual analysis) 21 st ed. 2005.,0.004,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,"Membrane filtration, Count on mFC agar, Incubated at 44.5øC for 22 hours, MUG Confirmation APHA 9222 G, 21 st  ed. 2029",1,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Nitrate/nitrite (mg/m3 N),<0.0020,,0.1,0.1,Epilimnion,"Total oxidised nitrogen.  Automated cadmium reduction, flow injection analyser. APHA 4500-NO 3  -  I (Modified) 21 st  ed. 2029",0.002,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,pH,7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Suspended Solids  (mg/m3),<3.000,,0.1,0.1,Epilimnion,"Filtration using Whatman 934 AH, Advantec GC-50 or equivalent filters (nominal pore size 1.2 - 1.5æm), gravimetric determination.  - Che APHA 2540 D 21 st  ed. 2005.",3,,Bimonthly,
ORC-00034,OTA7520875,Lake Onslow at Boat Ramp,11/01/2012,Temperature (deg C),17.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
