"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","E_coli_Period","E_coli_Median","E_coli_Median_Band","E_coli95","E_coli95_Band","E_coliRecHealth540","E_coliRecHealth540_Band","E_coliRecHealth260","E_coliRecHealth260_Band","E_coliSummaryband","E_coliAnalysisNote","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"hbrc-00039","Tukituki River at Ashcott Bridge S.H. 50","1373","Overall",0.07,"A",0.295,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,17,"ABC",138,"ABC",0,"A",4.91803278688525,"A","A","",8030251,"hawkes bay","hbrc","upland","Rural",-39.9352709930361,176.350761235175,"23-Jun-2020","Rural",253,"Upland"
"hbrc-00040","Waingongoro Stream at Waimarama Road","1552","Overall",1.83,"B",2.2,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,165,"D",2290,"DE",14.0625,"C",29.6875,"BC","D","",8028268,"hawkes bay","hbrc","lowland","Rural",-39.8010566444762,176.979143558393,"23-Jun-2020","Rural",48,"Lowland"
"hbrc-00041","Puhokio Stream at Te Apiti Rd","1051","Overall",0.38,"A",0.8365,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,110,"ABC",2820,"DE",15.1515151515152,"C",24.2424242424242,"BC","D","",8028639,"hawkes bay","hbrc","lowland","Rural",-39.8258516149217,176.981118772238,"23-Jun-2020","Rural",17,"Lowland"
"hbrc-00042","Porangahau Stream at Oruawhara Road","1003","Overall",0.98,"A",2.4,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,105,"ABC",560,"BC",8.06451612903226,"B",27.4193548387097,"BC","B","",8031553,"hawkes bay","hbrc","upland","Rural",-40.0240694774502,176.371057907225,"23-Jun-2020","Rural",213,"Upland"
"hbrc-00043","HV2","Tukituki at Red Br. (NRWQN) (HV2)","Overall",0.55,"A",1.495,"A","A","",0.0176495016611296,"A",0.0575,"B","B","",5,25.95,"ABC",1203.3,"DE",8.18181818181818,"B",12.7272727272727,"A","D","",8026815,"hawkes bay","niwa","lowland","Rural",-39.7153930664063,176.927017211914,"2019-07-11","Rural",45.5,"Lowland"
"hbrc-00044","Tutaekuri Waimate Stm at Chesterhope","1447","Overall",0.23,"A",2.25,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,80,"ABC",1355,"DE",7.69230769230769,"B",10.7692307692308,"A","D","",8024777,"hawkes bay","hbrc","lowland","Rural",-39.597090974145,176.863012198487,"23-Jun-2020","Rural",14,"Lowland"
"hbrc-00046","Waikari River at Glenbrook Road","1525","Overall",0.162,"A",0.412,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,80,NA,850,NA,7.14285714285714,NA,12.5,NA,NA," Need 60 values, have only 56",8016769,"hawkes bay","hbrc","lowland","Rural",-39.1429812150641,177.020791663577,"23-Jun-2020","Rural",55,"Lowland"
"hbrc-00048","Ripia River U/S Mohaka","1096","Overall",0.1135,"A",0.22,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,21,"ABC",330,"ABC",3.27868852459016,"A",4.91803278688525,"A","A","",8017772,"hawkes bay","hbrc","upland","Forest",-39.2003691458644,176.516656434419,"23-Jun-2020","Forest",420,"Upland"
"hbrc-00053","Mangakuri River at Kairakau","546","Overall",0.00195,"A",0.64,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,240,"D",2210,"DE",13.2352941176471,"C",39.7058823529412,"D","D","",8030950,"hawkes bay","hbrc","lowland","Rural",-39.9648866181699,176.906039535541,"23-Jun-2020","Rural",16,"Lowland"
"hbrc-00055","Taharua Stream at Wrights Twin Culvert","1195","Overall",3.9,"C",4.4,"C","C","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,12,NA,443.999999999995,NA,3.44827586206897,NA,3.44827586206897,NA,NA," Need 60 values, have only 58",8008510,"hawkes bay","hbrc","upland","Rural",-38.9478651577823,176.285126278311,"23-Jun-2020","Rural",739,"Upland"
"hbrc-00056","Taharua Stream at Wairango Rd","1194","Overall",3.7,"C",4.555,"C","C","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,10,"ABC",3100,"DE",9.67741935483871,"B",11.2903225806452,"A","D","",8007550,"hawkes bay","hbrc","upland","Rural",-38.9152131728977,176.275344993932,"23-Jun-2020","Rural",740.5,"Upland"
"hbrc-00059","Waitio Stream at Ohiti Road","1654","Overall",0.225,"A",0.685,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,33,"ABC",283.999999999999,"ABC",3.125,"A",4.6875,"A","A","",8024883,"hawkes bay","hbrc","lowland","Rural",-39.5994463713472,176.711405670966,"23-Jun-2020","Rural",77.6666666666667,"Lowland"
"hbrc-00061","Ngaruroro River D/S Hawkes Bay Dairies","1924","Overall",0.0715,"A",0.27,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,11,"ABC",931.999999999997,"BC",4.54545454545455,"A",6.06060606060606,"A","B","",8024853,"hawkes bay","hbrc","lowland","Rural",-39.5998513021959,176.577115285971,"23-Jun-2020","Forest",102,"Lowland"
"hbrc-00062","Mohaka River U/S Taharua","754","Overall",0.0265,"A",0.068,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,6,NA,21.3,NA,0,NA,0,NA,NA," Need 60 values, have only 59",8013661,"hawkes bay","hbrc","upland","Forest",-39.0792486294686,176.286569044759,"23-Jun-2020","Forest",657,"Upland"
"hbrc-00063","Taipo Stream at Church Road","1201","Overall",0.1545,"A",0.681,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,1700,"DE",7000,"DE",74.1935483870968,"E",80.6451612903226,"DE","E","",8023742,"hawkes bay","hbrc","lowland","Urban",-39.5137518366636,176.849584877401,"23-Jun-2020","Urban",80,"Lowland"
"hbrc-00067","Herehere Stream at Te Aute Road","310","Overall",0.0915,"A",0.9,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,800,"DE",15000,"DE",55.2238805970149,"E",77.6119402985075,"DE","E","",8026084,"hawkes bay","hbrc","lowland","Rural",-39.6722056442898,176.866223188135,"23-Jun-2020","Rural",11,"Lowland"
"hbrc-00069","Taharua Stream at Red Hut Mohaka Confl","1948","Overall",1.415,"B",1.94,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,25,"ABC",1040,"C",6.15384615384615,"B",7.69230769230769,"A","C","",8013662,"hawkes bay","hbrc","upland","Rural",-39.0741266946073,176.302240755344,"23-Jun-2020","Rural",707.333333333333,"Upland"
"hbrc-00070","Mohaka River D/S Taharua","753","Overall",0.69,"A",1.1,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,13.5,"ABC",568,"BC",4.6875,"A",6.25,"A","B","",8014053,"hawkes bay","hbrc","upland","Forest",-39.0822605808052,176.307462859409,"23-Jun-2020","Forest",686.333333333333,"Upland"
"hbrc-00071","Mohaka River D/S Ripia River","5274","Overall",0.35,"A",0.5,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,17,"ABC",458.999999999998,"ABC",3.27868852459016,"A",4.91803278688525,"A","A","",8017939,"hawkes bay","hbrc","upland","Forest",-39.2072916203254,176.516996009466,"23-Jun-2020","Forest",405,"Upland"
"hbrc-00072","Mohaka River D/S Waipunga River","5273","Overall",0.25,"A",0.382,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,20,"ABC",625.999999999999,"BC",4.54545454545455,"A",6.06060606060606,"A","B","",8015108,"hawkes bay","hbrc","upland","Forest",-39.1000450920574,176.702160190694,"23-Jun-2020","Forest",516,"Upland"
"hbrc-00073","Taharua Stream at Henrys Bridge","1932","Overall",2.1,"B",2.8,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,13,NA,499.999999999998,NA,3.50877192982456,NA,5.26315789473684,NA,NA," Need 60 values, have only 57",8010530,"hawkes bay","hbrc","upland","Rural",-39.0006405543383,176.280758762417,"23-Jun-2020","Rural",699,"Upland"
"hbrc-00075","Maraekakaho Stream at Maraekakaho","698","Overall",0.187,"A",1.3865,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,90,"ABC",1945,"DE",9.52380952380952,"B",17.4603174603175,"A","D","",8025585,"hawkes bay","hbrc","lowland","Rural",-39.6496366016263,176.62240766159,"23-Jun-2020","Rural",126.666666666667,"Lowland"
"hbrc-00077","Tutaekuri River U/S Mangaone","1441","Overall",0.175,"A",0.465,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,21,"ABC",1104.99999999999,"C",4.91803278688525,"A",8.19672131147541,"A","C","",8023221,"hawkes bay","hbrc","lowland","Rural",-39.4849038674626,176.699848189115,"23-Jun-2020","Rural",178,"Upland"
"hbrc-00079","Mangatutu Stream at Mangatutu Stn Br","684","Overall",0.42,"A",0.859,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,42,"ABC",5200,"DE",12.5,"C",14.0625,"A","D","",8022284,"hawkes bay","hbrc","upland","Rural",-39.4264106145226,176.5537373821,"23-Jun-2020","Rural",239,"Upland"
"hbrc-00081","Waiau River at Otoi","1500","Overall",0.017,"A",0.1505,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,46,NA,604.999999999999,NA,3.44827586206897,NA,10.3448275862069,NA,NA," Need 60 values, have only 58",8009552,"hawkes bay","hbrc","lowland","Rural",-38.9479137664473,177.061617624702,"23-Jun-2020","Forest",141,"Lowland"
"hbrc-00083","Mangapoike River at Suspension Bridge","636","Overall",0.062,"A",0.3955,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,50,"ABC",3145,"DE",13.3333333333333,"C",20,"BC","D","",8008131,"hawkes bay","hbrc","lowland","Rural",-38.890101839131,177.522145171798,"23-Jun-2020","Rural",139,"Lowland"
"hbrc-00085","Papanui Stream at Middle Road","915","Overall",0.33,"A",2.705,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,85,"ABC",1930,"DE",17.741935483871,"C",30.6451612903226,"C","D","",8029023,"hawkes bay","hbrc","lowland","Rural",-39.8567144209582,176.715224992162,"23-Jun-2020","Rural",84,"Lowland"
"hbrc-00087","Tukituki River at Waipukurau","1404","Overall",1.285,"B",2.7,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",5,40,"ABC",407.999999999998,"ABC",3.65853658536585,"A",8.53658536585366,"A","A","",8031182,"hawkes bay","hbrc","lowland","Rural",-39.9887542567825,176.558350228826,"23-Jun-2020","Rural",134,"Lowland"
"hbrc-00088","Tukituki River at Tamumu Br.","1397","Overall",0.87,"A",1.738,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",NA,32.5,NA,615.999999999999,NA,8.62068965517241,NA,15.5172413793103,NA,NA," Need 60 values, have only 58",8030794,"hawkes bay","hbrc","lowland","Rural",-39.96233140457,176.682308002222,"23-Jun-2020","Rural",115,"Lowland"
"hbrc-00090","Awanui Stream at Flume","48","Overall",0.825,"A",3.18,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,260,"D",13169.9999999999,"DE",29.2307692307692,"D",47.6923076923077,"D","D","",8026385,"hawkes bay","hbrc","lowland","Rural",-39.6908403197993,176.798436491851,"23-Jun-2020","Rural",9.75,"Lowland"
"hbrc-00124","Raupare Stream at Ormond Road","1082","Overall",0.33,"A",1.517,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,375,"DE",1390,"DE",30.1587301587302,"E",66.6666666666667,"DE","E","",8024854,"hawkes bay","hbrc","lowland","Rural",-39.5992731868887,176.841167509747,"23-Jun-2020","Rural",10,"Lowland"
"hbrc-00139","Waipawa River at RDS/SH2","1588","Overall",0.57,"A",1.21,"A","A","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,25,"ABC",230.5,"ABC",3.27868852459016,"A",3.27868852459016,"A","A","",8030480,"hawkes bay","hbrc","lowland","Rural",-39.9450170802127,176.57363779145,"23-Jun-2020","Rural",177,"Upland"
"hrc-00001","Arawhata Drain at Hokio Beach Road","arawhata drain at hokio beach road","Overall",10.5,"D",13.61,"D","D","",0.0320056899004267,"B",0.0538198437934585,"B","B","",NA,770,NA,14800,NA,57.4074074074074,NA,85.1851851851852,NA,NA," Need 60 values, have only 54",7046139,"horizons","hrc","lowland","Rural",-40.6219,175.24728,"23-Jun-2020","Rural",19.9300003052,"Lowland"
"hrc-00002","Hautapu at US Rangitikei River Conf","hautapu at us rangitikei river conf","Overall",0.09,"A",0.405,"A","A","",0.0129533678756477,"A",0.0764904520701054,"B","B","",6,125,"ABC",1469.99999999998,"DE",10,"BC",20,"BC","D","",7026047,"horizons","hrc","upland","Rural",-39.7537599999999,175.83617,"23-Jun-2020","Rural",389,"Upland"
"hrc-00003","Hautapu at Alabasters","hautapu at alabasters","Overall",0.03,"A",0.3,"A","A","",0.00684931506849315,"A",0.0227272727272727,"A","A","",6,98.5,"ABC",2100,"DE",8.06451612903226,"B",22.5806451612903,"BC","D","",7023817,"horizons","hrc","upland","Rural",-39.6568799999999,175.78086,"23-Jun-2020","Rural",507,"Upland"
"hrc-00004","Hokio at Lake Horowhenua","hokio at lake horowhenua","Overall",0.505,"A",3.152,"B","B","",0.025,"A",0.192771084337349,"B","B","",NA,69.5,NA,455.999999999999,NA,3.77358490566038,NA,7.54716981132075,NA,NA," Need 60 values, have only 53",7045750,"horizons","hrc","lowland","Rural",-40.605,175.23608,"23-Jun-2020","Rural",30.5,"Lowland"
"hrc-00005","Kahuterawa at Johnstons Rata","kahuterawa at johnstons rata","Overall",0.135,"A",0.31,"A","A","",0.00419815281276238,"A",0.0191440764560918,"A","A","",6,70,"ABC",851,"BC",11.4754098360656,"C",21.3114754098361,"BC","C","",7041729,"horizons","hrc","lowland","Forest",-40.4490699999999,175.62164,"23-Jun-2020","Rural",174.666666666667,"Upland"
"hrc-00006","Kumeti at Te Rehunga","kumeti at te rehunga","Overall",0.72,"A",1.43,"A","A","",0.00259756031737464,"A",0.00584795321637427,"A","A","",6,125,"ABC",1300,"DE",16.1290322580645,"C",32.258064516129,"C","D","",7036367,"horizons","hrc","upland","Rural",-40.21971,176.01202,"23-Jun-2020","Rural",275,"Upland"
"hrc-00007","Makotuku at Raetihi","makotuku at raetihi","Overall",0.365,"A",0.76,"A","A","",0.00343878954607978,"A",0.0180486785144466,"A","A","",6,200,"D",1500,"DE",13.1147540983607,"C",39.344262295082,"D","D","",7017142,"horizons","hrc","upland","Rural",-39.4210199999999,175.2821,"23-Jun-2020","Rural",537,"Upland"
"hrc-00008","Makakahi at Hamua","makakahi at hamua","Overall",0.43,"A",1.1125,"A","A","",0.0036634634157854,"A",0.0413907284768212,"A","A","",6,270,"DE",6729.99999999999,"DE",25.3968253968254,"D",49.2063492063492,"D","D","",7044946,"horizons","hrc","upland","Rural",-40.56517,175.74511,"23-Jun-2020","Rural",181,"Upland"
"hrc-00009","Makotuku at SH49A","makotuku at sh49a","Overall",0.195,"A",0.4,"A","A","",0.00381679389312977,"A",0.00944570368844009,"A","A","",6,62,"ABC",383.999999999999,"ABC",3.27868852459016,"A",13.1147540983607,"A","A","",7015868,"horizons","hrc","upland","Forest",-39.3714899999999,175.32457,"23-Jun-2020","Forest",634,"Upland"
"hrc-00010","Makuri at Tuscan Hills","makuri at tuscan hills","Overall",0.88,"A",1.0585,"A","A","",0.0113636363636364,"A",0.0472215720237817,"A","A","",6,200,"D",3870,"DE",26.1538461538462,"D",38.4615384615385,"D","D","",7044151,"horizons","hrc","lowland","Rural",-40.5236599999999,175.93115,"23-Jun-2020","Rural",186.666666666667,"Upland"
"hrc-00011","Manakau at S.H.1 Bridge","manakau at s.h.1 bridge","Overall",0.255,"A",0.5,"A","A","",0.00515463917525773,"A",0.0155381792766032,"A","A","",6,520,"DE",3860,"DE",49.2063492063492,"E",74.6031746031746,"DE","E","",7048887,"horizons","hrc","lowland","Rural",-40.7243799999999,175.21165,"23-Jun-2020","Rural",48,"Lowland"
"hrc-00012","Manawatu at Whirokino","manawatu at whirokino","Overall",0.57,"A",1.29,"A","A","",0.0324324324324324,"B",0.108602150537634,"B","B","",6,160,"D",4500,"DE",33.8709677419355,"E",40.3225806451613,"D","E","",7043284,"horizons","hrc","lowland","Rural",-40.5115699999999,175.26837,"23-Jun-2020","Rural",24,"Lowland"
"hrc-00013","Manawatu at Opiki Br","manawatu at opiki bridge","Overall",0.47,"A",0.990499999999999,"A","A","",0.0425531914893617,"B",0.147609297328439,"B","B","",6,180,"D",4099.99999999999,"DE",24.6153846153846,"D",43.0769230769231,"D","D","",7041173,"horizons","hrc","lowland","Rural",-40.43535,175.46978,"23-Jun-2020","Rural",10,"Lowland"
"hrc-00014","Manawatu at Ngawapurua Bridge","manawatu at ngawapurua bridge","Overall",0.58,"A",1.1065,"A","A","",0.00790844692095301,"A",0.0235849056603774,"A","A","",6,180,"D",5609.99999999999,"DE",28.5714285714286,"D",39.6825396825397,"D","D","",7040333,"horizons","hrc","lowland","Rural",-40.38685,175.88985,"23-Jun-2020","Rural",78,"Lowland"
"hrc-00015","Manawatu at Teachers College","manawatu at teachers college","Overall",0.445,"A",0.97,"A","A","",0.00402576489533011,"A",0.0169345118521494,"A","A","",6,190,"D",10265,"DE",30.7692307692308,"E",40,"D","E","",7039931,"horizons","hrc","lowland","Rural",-40.3732899999999,175.62773,"23-Jun-2020","Rural",36,"Lowland"
"hrc-00016","Manawatu at Hopelands","manawatu at hopelands","Overall",0.64,"A",1.35,"A","A","",0.0136054421768707,"A",0.0394649805447471,"A","A","",6,125,"ABC",1500,"DE",17.741935483871,"C",27.4193548387097,"BC","D","",7039708,"horizons","hrc","lowland","Rural",-40.3588599999999,175.96286,"23-Jun-2020","Rural",109,"Lowland"
"hrc-00017","Manawatu at Upper Gorge","manawatu at upper gorge","Overall",0.54,"A",1.14,"A","A","",0.00511629428506003,"A",0.0412654745529573,"A","A","",6,280,"DE",12150,"DE",24.5901639344262,"D",47.5409836065574,"D","D","",7039002,"horizons","hrc","lowland","Rural",-40.33185,175.81803,"23-Jun-2020","Rural",284,"Upland"
"hrc-00018","Manawatu at Weber Road","manawatu at weber road","Overall",0.375,"A",1.01,"A","A","",0.0116279069767442,"A",0.0366129032258064,"A","A","",5,120,"ABC",4947.2,"DE",16.9811320754717,"C",31.1320754716981,"C","D","",7037199,"horizons","hrc","upland","Rural",-40.23947,176.11638,"23-Jun-2020","Rural",176,"Upland"
"hrc-00019","Mangahao at Ballance","mangahao at ballance","Overall",0.18,"A",0.528,"A","A","",0.00295159386068477,"A",0.0172125181950509,"A","A","",6,210,"D",3055,"DE",20.6349206349206,"D",39.6825396825397,"D","D","",7041259,"horizons","hrc","lowland","Rural",-40.43611,175.79173,"23-Jun-2020","Rural",97,"Lowland"
"hrc-00020","Mangapapa at Troup Rd","mangapapa at troup rd","Overall",0.405,"A",1.02,"A","A","",0.00503807106598985,"A",0.0190949583156291,"A","A","",6,300,"DE",4400,"DE",32.258064516129,"E",53.2258064516129,"DE","E","",7039299,"horizons","hrc","lowland","Rural",-40.3419299999999,175.84788,"23-Jun-2020","Rural",52,"Lowland"
"hrc-00021","Mangatainoka at Putara","mangatainoka at putara","Overall",0.01,"A",0.02,"A","A","",0.00359902976371722,"A",0.0142857142857143,"A","A","",6,12,"ABC",526.5,"ABC",3.17460317460317,"A",7.93650793650794,"A","A","",7048086,"horizons","hrc","upland","Forest",-40.6805199999999,175.54746,"23-Jun-2020","Forest",425.333333333333,"Upland"
"hrc-00022","Mangatainoka at Larsons Road","mangatainoka at larsons road","Overall",0.06,"A",0.1495,"A","A","",0.00309789343246593,"A",0.0142247510668563,"A","A","",6,110,"ABC",2180,"DE",12.6984126984127,"C",23.8095238095238,"BC","D","",7046821,"horizons","hrc","upland","Forest",-40.6403599999999,175.61099,"23-Jun-2020","Rural",302,"Upland"
"hrc-00023","Mangatainoka at Pahiatua Town Bridge","mangatainoka at pahiatua town bridge","Overall",0.8,"A",1.582,"B","B","",0.00256743217233106,"A",0.0122599100939926,"A","A","",6,140,"D",6719.99999999998,"DE",19.047619047619,"C",28.5714285714286,"BC","D","",7041713,"horizons","hrc","lowland","Rural",-40.4495699999999,175.83121,"23-Jun-2020","Rural",112,"Lowland"
"hrc-00024","Mangatainoka at Brewery - S.H.2 Bridge","mangatainoka at brewery - s.h.2 bridge","Overall",0.75,"A",1.447,"A","A","",0.00422169108781685,"A",0.0234445701357466,"A","A","",6,130,"ABC",3380,"DE",20,"CD",27.6923076923077,"BC","D","",7041260,"horizons","hrc","lowland","Rural",-40.42268,175.86191,"23-Jun-2020","Rural",93,"Lowland"
"hrc-00025","Mangatera at u/s Manawatu confluence","mangatera at u/s manawatu confluence","Overall",1.26,"B",2.0435,"B","B","",0.0967741935483871,"B",0.526836115894287,"C","C","",6,450,"DE",7900,"DE",40.9836065573771,"E",73.7704918032787,"DE","E","",7037051,"horizons","hrc","upland","Rural",-40.24085,176.0988,"23-Jun-2020","Rural",164,"Upland"
"hrc-00026","Mangatoro at Mangahei Road","mangatoro at mangahei road","Overall",0.53,"A",0.86,"A","A","",0.00717360114777619,"A",0.0268817204301075,"A","A","",6,225,"D",7900,"DE",22.5806451612903,"D",41.9354838709677,"D","D","",7037306,"horizons","hrc","upland","Rural",-40.24468,176.18953,"23-Jun-2020","Rural",219.666666666667,"Upland"
"hrc-00027","Mangawhero at Raupiu Road","mangawhero at raupiu road","Overall",0.28,"A",0.7,"A","A","",0.00432152117545376,"A",0.020063829787234,"A","A","",6,150,"D",4515,"DE",24.5901639344262,"D",37.7049180327869,"D","D","",7024561,"horizons","hrc","lowland","Rural",-39.70028,175.33113,"23-Jun-2020","Rural",277,"Upland"
"hrc-00028","Mangawhero at Pakihi Rd Bridge","mangawhero at pakihi rd bridge","Overall",0.265,"A",0.51,"A","A","",0.00386697602474864,"A",0.0218600928028947,"A","A","",6,190,"D",678.5,"BC",4.91803278688525,"A",27.8688524590164,"BC","D","",7017464,"horizons","hrc","upland","Rural",-39.431,175.32311,"23-Jun-2020","Rural",543.5,"Upland"
"hrc-00029","Mangawhero at DOC Headquarters","mangawhero at doc headquarters","Overall",0.0075,"A",0.03,"A","A","",0.00359712230215827,"A",0.00515581457172191,"A","A","",6,12,"ABC",125,"ABC",0,"A",1.63934426229508,"A","A","",7016679,"horizons","hrc","upland","Forest",-39.4016999999999,175.41228,"23-Jun-2020","Forest",618,"Upland"
"hrc-00030","Ohau at Gladstone Reserve","ohau at gladstone reserve","Overall",0.05,"A",0.13,"A","A","",0.00320932723602357,"A",0.0059292064110051,"A","A","",6,39,"ABC",573,"BC",6.25,"B",9.375,"A","B","",7047475,"horizons","hrc","lowland","Forest",-40.66335,175.3374,"23-Jun-2020","Forest",95,"Lowland"
"hrc-00031","Ohau at Haines Property","ohau at haines property","Overall",0.31,"A",0.9,"A","A","",0.0028184892897407,"A",0.00726273098131407,"A","A","",6,87,"ABC",827.999999999999,"BC",7.93650793650794,"B",15.8730158730159,"A","B","",7047460,"horizons","hrc","lowland","Rural",-40.6642899999999,175.19784,"23-Jun-2020","Rural",18,"Lowland"
"hrc-00032","Ohura at Tokorima","ohura at tokorima","Overall",0.29,"A",0.82,"A","A","",0.00975737392959087,"A",0.0222434547645419,"A","A","",6,245,"D",3100,"DE",21.3114754098361,"D",45.9016393442623,"D","D","",7005708,"horizons","hrc","lowland","Rural",-38.9175,175.03238,"23-Jun-2020","Rural",143,"Lowland"
"hrc-00033","Ongarue at Taringamotu","ongarue at taringamotu","Overall",0.37,"A",0.712,"A","A","",0.00316087957967894,"A",0.0146256179414011,"A","A","",6,180,"D",3740,"DE",11.6666666666667,"C",26.6666666666667,"BC","D","",7004725,"horizons","hrc","upland","Rural",-38.8622299999999,175.23823,"23-Jun-2020","Rural",204,"Upland"
"hrc-00034","Oroua at Awahuri Bridge","oroua at awahuri bridge","Overall",0.74,"A",1.52,"B","B","",0.102915555408764,"B",0.837976169513409,"C","C","",6,210,"D",10670,"DE",27.4193548387097,"D",41.9354838709677,"D","D","",7037684,"horizons","hrc","lowland","Rural",-40.27565,175.52158,"23-Jun-2020","Rural",38,"Lowland"
"hrc-00035","Oroua at Almadale Slackline","oroua at almadale slackline","Overall",0.15,"A",0.63,"A","A","",0.00380019021149487,"A",0.0103092783505155,"A","A","",6,175,"D",2300,"DE",16.1290322580645,"C",29.0322580645161,"BC","D","",7035276,"horizons","hrc","lowland","Rural",-40.1734099999999,175.6599,"23-Jun-2020","Rural",153.666666666667,"Lowland"
"hrc-00036","Oroua at Apiti","oroua at apiti gorge bridge","Overall",0.07,"A",0.29,"A","A","",0.0034579205032207,"A",0.0138121546961326,"A","A","",6,30,"ABC",100,"ABC",1.61290322580645,"A",3.2258064516129,"A","A","",7030815,"horizons","hrc","upland","Forest",-39.93807,175.9258,"23-Jun-2020","Forest",518.333333333333,"Upland"
"hrc-00037","Oruakeretaki at S.H.2 Napier","oruakeretaki at s.h.2 napier","Overall",1,"A",2.12,"B","B","",0.0032258064516129,"A",0.0124839081702033,"A","A","",6,280,"DE",2700,"DE",29.0322580645161,"D",51.6129032258064,"DE","D","",7037487,"horizons","hrc","upland","Rural",-40.2534199999999,176.03234,"23-Jun-2020","Rural",166,"Upland"
"hrc-00038","Owahanga at Branscombe Bridge","owahanga at branscombe bridge","Overall",0.03,"A",0.436499999999999,"A","A","",0.00897666068222619,"A",0.0419042122125894,"A","A","",6,180,"D",10205,"DE",25,"D",34.375,"D","D","",7047138,"horizons","hrc","lowland","Rural",-40.6307899999999,176.30245,"23-Jun-2020","Rural",122,"Lowland"
