"LawaID","Parameter","Altitude","Landuse","Median","StateScore"
"ew-00113","ECOLI","Upland","Forest",41,3
"ew-00114","BDISC","All","All",0.12,4
"ew-00114","NH4","All","All",0.01,3
"ew-00114","PH","All","All",7.5,1
"ew-00114","TON","All","All",0.0175,1
"ew-00114","TN","All","All",1.998,4
"ew-00114","DRP","All","All",0.004,1
"ew-00114","TP","All","All",0.122,4
"ew-00114","ECOLI","All","All",85,2
"ew-00114","BDISC","Lowland","All",0.12,4
"ew-00114","NH4","Lowland","All",0.01,3
"ew-00114","PH","Lowland","All",7.5,1
"ew-00114","TON","Lowland","All",0.0175,1
"ew-00114","TN","Lowland","All",1.998,4
"ew-00114","DRP","Lowland","All",0.004,1
"ew-00114","TP","Lowland","All",0.122,4
"ew-00114","ECOLI","Lowland","All",85,2
"ew-00114","BDISC","All","Forest",0.12,4
"ew-00114","NH4","All","Forest",0.01,4
"ew-00114","PH","All","Forest",7.5,1
"ew-00114","TON","All","Forest",0.0175,1
"ew-00114","TN","All","Forest",1.998,4
"ew-00114","DRP","All","Forest",0.004,1
"ew-00114","TP","All","Forest",0.122,4
"ew-00114","ECOLI","All","Forest",85,3
"ew-00114","BDISC","Lowland","Forest",0.12,4
"ew-00114","NH4","Lowland","Forest",0.01,4
"ew-00114","PH","Lowland","Forest",7.5,1
"ew-00114","TON","Lowland","Forest",0.0175,1
"ew-00114","TN","Lowland","Forest",1.998,4
"ew-00114","DRP","Lowland","Forest",0.004,1
"ew-00114","TP","Lowland","Forest",0.122,4
"ew-00114","ECOLI","Lowland","Forest",85,3
"ew-00115","BDISC","All","All",2.57,2
"ew-00115","NH4","All","All",0.01,3
"ew-00115","PH","All","All",7.1,2
"ew-00115","TON","All","All",0.0455,1
"ew-00115","TN","All","All",0.1465,1
"ew-00115","DRP","All","All",0.004,1
"ew-00115","TP","All","All",0.006,1
"ew-00115","ECOLI","All","All",220,3
"ew-00115","BDISC","Lowland","All",2.57,2
"ew-00115","NH4","Lowland","All",0.01,3
"ew-00115","PH","Lowland","All",7.1,2
"ew-00115","TON","Lowland","All",0.0455,1
"ew-00115","TN","Lowland","All",0.1465,1
"ew-00115","DRP","Lowland","All",0.004,1
"ew-00115","TP","Lowland","All",0.006,1
"ew-00115","ECOLI","Lowland","All",220,3
"ew-00115","BDISC","All","Forest",2.57,2
"ew-00115","NH4","All","Forest",0.01,4
"ew-00115","PH","All","Forest",7.1,2
"ew-00115","TON","All","Forest",0.0455,2
"ew-00115","TN","All","Forest",0.1465,2
"ew-00115","DRP","All","Forest",0.004,1
"ew-00115","TP","All","Forest",0.006,1
"ew-00115","ECOLI","All","Forest",220,4
"ew-00115","BDISC","Lowland","Forest",2.57,2
"ew-00115","NH4","Lowland","Forest",0.01,4
"ew-00115","PH","Lowland","Forest",7.1,2
"ew-00115","TON","Lowland","Forest",0.0455,1
"ew-00115","TN","Lowland","Forest",0.1465,2
"ew-00115","DRP","Lowland","Forest",0.004,1
"ew-00115","TP","Lowland","Forest",0.006,1
"ew-00115","ECOLI","Lowland","Forest",220,4
"ew-00116","NH4","All","All",0.01,3
"ew-00116","PH","All","All",7.4,1
"ew-00116","TON","All","All",0.685,3
"ew-00116","TN","All","All",0.87,3
"ew-00116","DRP","All","All",0.018,3
"ew-00116","TP","All","All",0.032,3
"ew-00116","ECOLI","All","All",130,3
"ew-00116","NH4","Upland","All",0.01,4
"ew-00116","PH","Upland","All",7.4,1
"ew-00116","TON","Upland","All",0.685,4
"ew-00116","TN","Upland","All",0.87,4
"ew-00116","DRP","Upland","All",0.018,4
"ew-00116","TP","Upland","All",0.032,3
"ew-00116","ECOLI","Upland","All",130,3
"ew-00116","NH4","All","Forest",0.01,4
"ew-00116","PH","All","Forest",7.4,1
"ew-00116","TON","All","Forest",0.685,4
"ew-00116","TN","All","Forest",0.87,4
"ew-00116","DRP","All","Forest",0.018,4
"ew-00116","TP","All","Forest",0.032,4
"ew-00116","ECOLI","All","Forest",130,4
"ew-00116","NH4","Upland","Forest",0.01,4
"ew-00116","PH","Upland","Forest",7.4,2
"ew-00116","TON","Upland","Forest",0.685,4
"ew-00116","TN","Upland","Forest",0.87,4
"ew-00116","DRP","Upland","Forest",0.018,4
"ew-00116","TP","Upland","Forest",0.032,4
"ew-00116","ECOLI","Upland","Forest",130,4
"ew-00118","NH4","All","All",0.01,3
"ew-00118","PH","All","All",7.3,1
"ew-00118","TON","All","All",0.825,4
"ew-00118","TN","All","All",0.9,3
"ew-00118","DRP","All","All",0.0585,4
"ew-00118","TP","All","All",0.063,4
"ew-00118","ECOLI","All","All",40,1
"ew-00118","NH4","Upland","All",0.01,4
"ew-00118","PH","Upland","All",7.3,2
"ew-00118","TON","Upland","All",0.825,4
"ew-00118","TN","Upland","All",0.9,4
"ew-00118","DRP","Upland","All",0.0585,4
"ew-00118","TP","Upland","All",0.063,4
"ew-00118","ECOLI","Upland","All",40,2
"ew-00118","NH4","All","Rural",0.01,3
"ew-00118","PH","All","Rural",7.3,1
"ew-00118","TON","All","Rural",0.825,4
"ew-00118","TN","All","Rural",0.9,3
"ew-00118","DRP","All","Rural",0.0585,4
"ew-00118","TP","All","Rural",0.063,4
"ew-00118","ECOLI","All","Rural",40,1
"ew-00118","NH4","Upland","Rural",0.01,4
"ew-00118","PH","Upland","Rural",7.3,2
"ew-00118","TON","Upland","Rural",0.825,4
"ew-00118","TN","Upland","Rural",0.9,4
"ew-00118","DRP","Upland","Rural",0.0585,4
"ew-00118","TP","Upland","Rural",0.063,4
"ew-00118","ECOLI","Upland","Rural",40,2
"ew-00119","NH4","All","All",0.01,3
"ew-00119","PH","All","All",7.7,1
"ew-00119","TON","All","All",0.002,1
"ew-00119","TN","All","All",0.072,1
"ew-00119","DRP","All","All",0.004,1
"ew-00119","TP","All","All",0.004,1
"ew-00119","ECOLI","All","All",4.5,1
"ew-00119","NH4","Upland","All",0.01,4
"ew-00119","PH","Upland","All",7.7,1
"ew-00119","TON","Upland","All",0.002,1
"ew-00119","TN","Upland","All",0.072,1
"ew-00119","DRP","Upland","All",0.004,2
"ew-00119","TP","Upland","All",0.004,1
"ew-00119","ECOLI","Upland","All",4.5,1
"ew-00119","NH4","All","Forest",0.01,4
"ew-00119","PH","All","Forest",7.7,1
"ew-00119","TON","All","Forest",0.002,1
"ew-00119","TN","All","Forest",0.072,1
"ew-00119","DRP","All","Forest",0.004,1
"ew-00119","TP","All","Forest",0.004,1
"ew-00119","ECOLI","All","Forest",4.5,1
"ew-00119","NH4","Upland","Forest",0.01,4
"ew-00119","PH","Upland","Forest",7.7,1
"ew-00119","TON","Upland","Forest",0.002,1
"ew-00119","TN","Upland","Forest",0.072,1
"ew-00119","DRP","Upland","Forest",0.004,2
"ew-00119","TP","Upland","Forest",0.004,1
"ew-00119","ECOLI","Upland","Forest",4.5,1
"gdc-00002","TURB","All","All",3.6,3
"gdc-00002","NH4","All","All",0.006,3
"gdc-00002","PH","All","All",8.38,2
"gdc-00002","TON","All","All",0.048,1
"gdc-00002","TN","All","All",0.11,1
"gdc-00002","DRP","All","All",0.01,2
"gdc-00002","TP","All","All",0.0145,2
"gdc-00002","ECOLI","All","All",35.5,1
"gdc-00002","TURB","Lowland","All",3.6,3
"gdc-00002","NH4","Lowland","All",0.006,2
"gdc-00002","PH","Lowland","All",8.38,2
"gdc-00002","TON","Lowland","All",0.048,1
"gdc-00002","TN","Lowland","All",0.11,1
"gdc-00002","DRP","Lowland","All",0.01,2
"gdc-00002","TP","Lowland","All",0.0145,2
"gdc-00002","ECOLI","Lowland","All",35.5,1
"gdc-00002","TURB","All","Rural",3.6,3
"gdc-00002","NH4","All","Rural",0.006,3
"gdc-00002","PH","All","Rural",8.38,2
"gdc-00002","TON","All","Rural",0.048,1
"gdc-00002","TN","All","Rural",0.11,1
"gdc-00002","DRP","All","Rural",0.01,2
"gdc-00002","TP","All","Rural",0.0145,2
"gdc-00002","ECOLI","All","Rural",35.5,1
"gdc-00002","TURB","Lowland","Rural",3.6,3
"gdc-00002","NH4","Lowland","Rural",0.006,2
"gdc-00002","PH","Lowland","Rural",8.38,2
"gdc-00002","TON","Lowland","Rural",0.048,1
"gdc-00002","TN","Lowland","Rural",0.11,1
"gdc-00002","DRP","Lowland","Rural",0.01,2
"gdc-00002","TP","Lowland","Rural",0.0145,2
"gdc-00002","ECOLI","Lowland","Rural",35.5,1
"gdc-00003","TURB","All","All",4.5,3
"gdc-00003","NH4","All","All",0.008,3
"gdc-00003","PH","All","All",8.4,2
"gdc-00003","TN","All","All",0.185,1
"gdc-00003","TP","All","All",0.013,2
"gdc-00003","ECOLI","All","All",100,2
"gdc-00003","TURB","Lowland","All",4.5,3
"gdc-00003","NH4","Lowland","All",0.008,3
"gdc-00003","PH","Lowland","All",8.4,2
"gdc-00003","TN","Lowland","All",0.185,1
"gdc-00003","TP","Lowland","All",0.013,1
"gdc-00003","ECOLI","Lowland","All",100,2
"gdc-00003","TURB","All","Rural",4.5,3
"gdc-00003","NH4","All","Rural",0.008,3
"gdc-00003","PH","All","Rural",8.4,2
"gdc-00003","TN","All","Rural",0.185,1
"gdc-00003","TP","All","Rural",0.013,2
"gdc-00003","ECOLI","All","Rural",100,2
"gdc-00003","TURB","Lowland","Rural",4.5,3
"gdc-00003","NH4","Lowland","Rural",0.008,3
"gdc-00003","PH","Lowland","Rural",8.4,2
"gdc-00003","TN","Lowland","Rural",0.185,1
"gdc-00003","TP","Lowland","Rural",0.013,1
"gdc-00003","ECOLI","Lowland","Rural",100,2
"gdc-00004","TURB","All","All",9,4
"gdc-00004","NH4","All","All",0.014,3
"gdc-00004","PH","All","All",8.21,2
"gdc-00004","TON","All","All",0.011,1
"gdc-00004","TN","All","All",0.2,1
"gdc-00004","DRP","All","All",0.007,2
"gdc-00004","TP","All","All",0.019,2
"gdc-00004","ECOLI","All","All",92,2
"gdc-00004","TURB","Lowland","All",9,4
"gdc-00004","NH4","Lowland","All",0.014,3
"gdc-00004","PH","Lowland","All",8.21,2
"gdc-00004","TON","Lowland","All",0.011,1
"gdc-00004","TN","Lowland","All",0.2,1
"gdc-00004","DRP","Lowland","All",0.007,2
"gdc-00004","TP","Lowland","All",0.019,2
"gdc-00004","ECOLI","Lowland","All",92,2
"gdc-00004","TURB","All","Rural",9,4
"gdc-00004","NH4","All","Rural",0.014,3
"gdc-00004","PH","All","Rural",8.21,2
"gdc-00004","TON","All","Rural",0.011,1
"gdc-00004","TN","All","Rural",0.2,1
"gdc-00004","DRP","All","Rural",0.007,2
"gdc-00004","TP","All","Rural",0.019,2
"gdc-00004","ECOLI","All","Rural",92,2
"gdc-00004","TURB","Lowland","Rural",9,4
"gdc-00004","NH4","Lowland","Rural",0.014,3
"gdc-00004","PH","Lowland","Rural",8.21,2
"gdc-00004","TON","Lowland","Rural",0.011,1
"gdc-00004","TN","Lowland","Rural",0.2,1
"gdc-00004","DRP","Lowland","Rural",0.007,2
"gdc-00004","TP","Lowland","Rural",0.019,2
"gdc-00004","ECOLI","Lowland","Rural",92,2
"gdc-00005","TURB","All","All",12,4
"gdc-00005","NH4","All","All",0.01,3
"gdc-00005","PH","All","All",8.365,2
"gdc-00005","TON","All","All",0.017,1
"gdc-00005","TN","All","All",0.15,1
"gdc-00005","DRP","All","All",0.006,2
"gdc-00005","TP","All","All",0.019,2
"gdc-00005","ECOLI","All","All",120,2
"gdc-00005","TURB","Upland","All",12,4
"gdc-00005","NH4","Upland","All",0.01,4
"gdc-00005","PH","Upland","All",8.365,2
"gdc-00005","TON","Upland","All",0.017,1
"gdc-00005","TN","Upland","All",0.15,2
"gdc-00005","DRP","Upland","All",0.006,2
"gdc-00005","TP","Upland","All",0.019,3
"gdc-00005","ECOLI","Upland","All",120,3
"gdc-00005","TURB","All","Forest",12,4
"gdc-00005","NH4","All","Forest",0.01,4
"gdc-00005","PH","All","Forest",8.365,2
"gdc-00005","TON","All","Forest",0.017,1
"gdc-00005","TN","All","Forest",0.15,2
"gdc-00005","DRP","All","Forest",0.006,2
"gdc-00005","TP","All","Forest",0.019,3
"gdc-00005","ECOLI","All","Forest",120,4
"gdc-00005","TURB","Upland","Forest",12,4
"gdc-00005","NH4","Upland","Forest",0.01,4
"gdc-00005","PH","Upland","Forest",8.365,2
"gdc-00005","TON","Upland","Forest",0.017,1
"gdc-00005","TN","Upland","Forest",0.15,3
"gdc-00005","DRP","Upland","Forest",0.006,2
"gdc-00005","TP","Upland","Forest",0.019,3
"gdc-00005","ECOLI","Upland","Forest",120,4
"gdc-00006","TURB","All","All",1,1
"gdc-00006","NH4","All","All",0.005,1
"gdc-00006","PH","All","All",8.79,2
"gdc-00006","TON","All","All",0.03,1
"gdc-00006","TN","All","All",0.089,1
"gdc-00006","DRP","All","All",0.012,3
"gdc-00006","TP","All","All",0.015,2
"gdc-00006","ECOLI","All","All",36,1
"gdc-00006","TURB","Lowland","All",1,1
"gdc-00006","NH4","Lowland","All",0.005,1
"gdc-00006","PH","Lowland","All",8.79,2
"gdc-00006","TON","Lowland","All",0.03,1
"gdc-00006","TN","Lowland","All",0.089,1
"gdc-00006","DRP","Lowland","All",0.012,3
"gdc-00006","TP","Lowland","All",0.015,2
"gdc-00006","ECOLI","Lowland","All",36,1
"gdc-00006","TURB","All","Rural",1,1
"gdc-00006","NH4","All","Rural",0.005,1
"gdc-00006","PH","All","Rural",8.79,2
"gdc-00006","TON","All","Rural",0.03,1
"gdc-00006","TN","All","Rural",0.089,1
"gdc-00006","DRP","All","Rural",0.012,3
"gdc-00006","TP","All","Rural",0.015,2
"gdc-00006","ECOLI","All","Rural",36,1
"gdc-00006","TURB","Lowland","Rural",1,1
"gdc-00006","NH4","Lowland","Rural",0.005,1
"gdc-00006","PH","Lowland","Rural",8.79,2
"gdc-00006","TON","Lowland","Rural",0.03,1
"gdc-00006","TN","Lowland","Rural",0.089,1
"gdc-00006","DRP","Lowland","Rural",0.012,3
"gdc-00006","TP","Lowland","Rural",0.015,2
"gdc-00006","ECOLI","Lowland","Rural",36,1
"gdc-00007","TURB","All","All",8.75,4
"gdc-00007","NH4","All","All",0.07,4
"gdc-00007","PH","All","All",8.02,2
"gdc-00007","TON","All","All",0.52,3
"gdc-00007","TN","All","All",1.1,4
"gdc-00007","DRP","All","All",0.145,4
"gdc-00007","TP","All","All",0.23,4
"gdc-00007","ECOLI","All","All",2500,4
"gdc-00007","TURB","Lowland","All",8.75,4
"gdc-00007","NH4","Lowland","All",0.07,4
"gdc-00007","PH","Lowland","All",8.02,2
"gdc-00007","TON","Lowland","All",0.52,3
"gdc-00007","TN","Lowland","All",1.1,3
"gdc-00007","DRP","Lowland","All",0.145,4
"gdc-00007","TP","Lowland","All",0.23,4
"gdc-00007","ECOLI","Lowland","All",2500,4
"gdc-00007","TURB","All","Urban",8.75,4
"gdc-00007","NH4","All","Urban",0.07,4
"gdc-00007","PH","All","Urban",8.02,2
"gdc-00007","TON","All","Urban",0.52,2
"gdc-00007","TN","All","Urban",1.1,3
"gdc-00007","DRP","All","Urban",0.145,4
"gdc-00007","TP","All","Urban",0.23,4
"gdc-00007","ECOLI","All","Urban",2500,4
"gdc-00007","TURB","Lowland","Urban",8.75,4
"gdc-00007","NH4","Lowland","Urban",0.07,4
"gdc-00007","PH","Lowland","Urban",8.02,2
"gdc-00007","TON","Lowland","Urban",0.52,2
"gdc-00007","TN","Lowland","Urban",1.1,3
"gdc-00007","DRP","Lowland","Urban",0.145,4
"gdc-00007","TP","Lowland","Urban",0.23,4
"gdc-00007","ECOLI","Lowland","Urban",2500,4
"gdc-00008","TURB","All","All",4.9,4
"gdc-00008","NH4","All","All",0.013,3
"gdc-00008","PH","All","All",8.035,2
"gdc-00008","TON","All","All",0.009,1
"gdc-00008","TN","All","All",0.25,2
"gdc-00008","DRP","All","All",0.009,2
"gdc-00008","TP","All","All",0.0235,3
"gdc-00008","ECOLI","All","All",58,2
"gdc-00008","TURB","Lowland","All",4.9,3
"gdc-00008","NH4","Lowland","All",0.013,3
"gdc-00008","PH","Lowland","All",8.035,2
"gdc-00008","TON","Lowland","All",0.009,1
"gdc-00008","TN","Lowland","All",0.25,1
"gdc-00008","DRP","Lowland","All",0.009,2
"gdc-00008","TP","Lowland","All",0.0235,2
"gdc-00008","ECOLI","Lowland","All",58,1
"gdc-00008","TURB","All","Rural",4.9,4
"gdc-00008","NH4","All","Rural",0.013,3
"gdc-00008","PH","All","Rural",8.035,2
"gdc-00008","TON","All","Rural",0.009,1
"gdc-00008","TN","All","Rural",0.25,1
"gdc-00008","DRP","All","Rural",0.009,2
"gdc-00008","TP","All","Rural",0.0235,2
"gdc-00008","ECOLI","All","Rural",58,1
"gdc-00008","TURB","Lowland","Rural",4.9,3
"gdc-00008","NH4","Lowland","Rural",0.013,3
"gdc-00008","PH","Lowland","Rural",8.035,2
"gdc-00008","TON","Lowland","Rural",0.009,1
"gdc-00008","TN","Lowland","Rural",0.25,1
"gdc-00008","DRP","Lowland","Rural",0.009,2
"gdc-00008","TP","Lowland","Rural",0.0235,2
"gdc-00008","ECOLI","Lowland","Rural",58,1
"gdc-00009","TURB","All","All",18.5,4
"gdc-00009","NH4","All","All",0.007,3
"gdc-00009","PH","All","All",8.44,2
"gdc-00009","TON","All","All",0.075,1
"gdc-00009","TN","All","All",0.11,1
"gdc-00009","DRP","All","All",0.012,3
"gdc-00009","TP","All","All",0.025,3
"gdc-00009","ECOLI","All","All",30,1
"gdc-00009","TURB","Lowland","All",18.5,4
"gdc-00009","NH4","Lowland","All",0.007,2
"gdc-00009","PH","Lowland","All",8.44,2
"gdc-00009","TON","Lowland","All",0.075,1
"gdc-00009","TN","Lowland","All",0.11,1
"gdc-00009","DRP","Lowland","All",0.012,3
"gdc-00009","TP","Lowland","All",0.025,2
"gdc-00009","ECOLI","Lowland","All",30,1
"gdc-00009","TURB","All","Rural",18.5,4
"gdc-00009","NH4","All","Rural",0.007,3
"gdc-00009","PH","All","Rural",8.44,2
"gdc-00009","TON","All","Rural",0.075,1
"gdc-00009","TN","All","Rural",0.11,1
"gdc-00009","DRP","All","Rural",0.012,3
"gdc-00009","TP","All","Rural",0.025,2
"gdc-00009","ECOLI","All","Rural",30,1
"gdc-00009","TURB","Lowland","Rural",18.5,4
"gdc-00009","NH4","Lowland","Rural",0.007,2
"gdc-00009","PH","Lowland","Rural",8.44,2
"gdc-00009","TON","Lowland","Rural",0.075,1
"gdc-00009","TN","Lowland","Rural",0.11,1
"gdc-00009","DRP","Lowland","Rural",0.012,3
"gdc-00009","TP","Lowland","Rural",0.025,2
"gdc-00009","ECOLI","Lowland","Rural",30,1
"gdc-00010","TURB","All","All",120,4
"gdc-00010","NH4","All","All",0.01,3
"gdc-00010","PH","All","All",8.33,2
"gdc-00010","TON","All","All",0.16,2
"gdc-00010","TN","All","All",0.25,2
"gdc-00010","DRP","All","All",0.006,2
"gdc-00010","TP","All","All",0.065,4
"gdc-00010","ECOLI","All","All",100,2
"gdc-00010","TURB","Lowland","All",120,4
"gdc-00010","NH4","Lowland","All",0.01,3
"gdc-00010","PH","Lowland","All",8.33,2
"gdc-00010","TON","Lowland","All",0.16,2
"gdc-00010","TN","Lowland","All",0.25,1
"gdc-00010","DRP","Lowland","All",0.006,1
"gdc-00010","TP","Lowland","All",0.065,4
"gdc-00010","ECOLI","Lowland","All",100,2
"gdc-00010","TURB","All","Rural",120,4
"gdc-00010","NH4","All","Rural",0.01,3
"gdc-00010","PH","All","Rural",8.33,2
"gdc-00010","TON","All","Rural",0.16,2
"gdc-00010","TN","All","Rural",0.25,1
"gdc-00010","DRP","All","Rural",0.006,2
"gdc-00010","TP","All","Rural",0.065,4
"gdc-00010","ECOLI","All","Rural",100,2
"gdc-00010","TURB","Lowland","Rural",120,4
"gdc-00010","NH4","Lowland","Rural",0.01,3
"gdc-00010","PH","Lowland","Rural",8.33,2
"gdc-00010","TON","Lowland","Rural",0.16,2
"gdc-00010","TN","Lowland","Rural",0.25,1
"gdc-00010","DRP","Lowland","Rural",0.006,1
"gdc-00010","TP","Lowland","Rural",0.065,4
"gdc-00010","ECOLI","Lowland","Rural",100,2
"gdc-00011","TURB","All","All",47.5,4
"gdc-00011","NH4","All","All",0.01,3
"gdc-00011","PH","All","All",8.55,2
"gdc-00011","TON","All","All",0.0745,1
"gdc-00011","TN","All","All",0.135,1
"gdc-00011","DRP","All","All",0.009,2
"gdc-00011","TP","All","All",0.0495,4
"gdc-00011","ECOLI","All","All",46,2
"gdc-00011","TURB","Lowland","All",47.5,4
"gdc-00011","NH4","Lowland","All",0.01,3
"gdc-00011","PH","Lowland","All",8.55,2
"gdc-00011","TON","Lowland","All",0.0745,1
"gdc-00011","TN","Lowland","All",0.135,1
"gdc-00011","DRP","Lowland","All",0.009,2
"gdc-00011","TP","Lowland","All",0.0495,4
"gdc-00011","ECOLI","Lowland","All",46,1
"gdc-00011","TURB","All","Rural",47.5,4
"gdc-00011","NH4","All","Rural",0.01,3
"gdc-00011","PH","All","Rural",8.55,2
"gdc-00011","TON","All","Rural",0.0745,1
"gdc-00011","TN","All","Rural",0.135,1
"gdc-00011","DRP","All","Rural",0.009,2
"gdc-00011","TP","All","Rural",0.0495,4
"gdc-00011","ECOLI","All","Rural",46,1
"gdc-00011","TURB","Lowland","Rural",47.5,4
"gdc-00011","NH4","Lowland","Rural",0.01,3
"gdc-00011","PH","Lowland","Rural",8.55,2
"gdc-00011","TON","Lowland","Rural",0.0745,1
"gdc-00011","TN","Lowland","Rural",0.135,1
"gdc-00011","DRP","Lowland","Rural",0.009,2
"gdc-00011","TP","Lowland","Rural",0.0495,4
"gdc-00011","ECOLI","Lowland","Rural",46,1
"gdc-00013","TURB","All","All",2.05,2
"gdc-00013","NH4","All","All",0.005,1
"gdc-00013","PH","All","All",8.345,2
"gdc-00013","TON","All","All",0.0235,1
"gdc-00013","TN","All","All",0.0835,1
"gdc-00013","DRP","All","All",0.013,3
"gdc-00013","TP","All","All",0.016,2
"gdc-00013","ECOLI","All","All",53,2
"gdc-00013","TURB","Lowland","All",2.05,2
"gdc-00013","NH4","Lowland","All",0.005,1
"gdc-00013","PH","Lowland","All",8.345,2
"gdc-00013","TON","Lowland","All",0.0235,1
"gdc-00013","TN","Lowland","All",0.0835,1
"gdc-00013","DRP","Lowland","All",0.013,3
"gdc-00013","TP","Lowland","All",0.016,2
"gdc-00013","ECOLI","Lowland","All",53,1
"gdc-00013","TURB","All","Rural",2.05,2
"gdc-00013","NH4","All","Rural",0.005,1
"gdc-00013","PH","All","Rural",8.345,2
"gdc-00013","TON","All","Rural",0.0235,1
"gdc-00013","TN","All","Rural",0.0835,1
"gdc-00013","DRP","All","Rural",0.013,3
"gdc-00013","TP","All","Rural",0.016,2
"gdc-00013","ECOLI","All","Rural",53,1
"gdc-00013","TURB","Lowland","Rural",2.05,2
"gdc-00013","NH4","Lowland","Rural",0.005,1
"gdc-00013","PH","Lowland","Rural",8.345,2
"gdc-00013","TON","Lowland","Rural",0.0235,1
"gdc-00013","TN","Lowland","Rural",0.0835,1
"gdc-00013","DRP","Lowland","Rural",0.013,3
"gdc-00013","TP","Lowland","Rural",0.016,2
"gdc-00013","ECOLI","Lowland","Rural",53,1
"gdc-00014","TURB","All","All",5.7,4
"gdc-00014","NH4","All","All",0.018,4
"gdc-00014","PH","All","All",8.17,2
"gdc-00014","TON","All","All",0.0405,1
"gdc-00014","TN","All","All",0.34,2
"gdc-00014","DRP","All","All",0.013,3
"gdc-00014","TP","All","All",0.035,3
"gdc-00014","ECOLI","All","All",150,3
"gdc-00014","TURB","Lowland","All",5.7,4
"gdc-00014","NH4","Lowland","All",0.018,3
"gdc-00014","PH","Lowland","All",8.17,2
"gdc-00014","TON","Lowland","All",0.0405,1
"gdc-00014","TN","Lowland","All",0.34,2
"gdc-00014","DRP","Lowland","All",0.013,3
"gdc-00014","TP","Lowland","All",0.035,3
"gdc-00014","ECOLI","Lowland","All",150,2
"gdc-00014","TURB","All","Rural",5.7,4
"gdc-00014","NH4","All","Rural",0.018,4
"gdc-00014","PH","All","Rural",8.17,2
"gdc-00014","TON","All","Rural",0.0405,1
"gdc-00014","TN","All","Rural",0.34,2
"gdc-00014","DRP","All","Rural",0.013,3
"gdc-00014","TP","All","Rural",0.035,3
"gdc-00014","ECOLI","All","Rural",150,3
"gdc-00014","TURB","Lowland","Rural",5.7,4
"gdc-00014","NH4","Lowland","Rural",0.018,3
"gdc-00014","PH","Lowland","Rural",8.17,2
"gdc-00014","TON","Lowland","Rural",0.0405,1
"gdc-00014","TN","Lowland","Rural",0.34,1
"gdc-00014","DRP","Lowland","Rural",0.013,3
"gdc-00014","TP","Lowland","Rural",0.035,3
"gdc-00014","ECOLI","Lowland","Rural",150,2
"gdc-00015","TURB","All","All",18,4
"gdc-00015","NH4","All","All",0.007,3
"gdc-00015","PH","All","All",8.21,2
"gdc-00015","TON","All","All",0.054,1
"gdc-00015","TN","All","All",0.16,1
"gdc-00015","DRP","All","All",0.01,2
"gdc-00015","TP","All","All",0.02,2
"gdc-00015","ECOLI","All","All",120,2
"gdc-00015","TURB","Lowland","All",18,4
"gdc-00015","NH4","Lowland","All",0.007,2
"gdc-00015","PH","Lowland","All",8.21,2
"gdc-00015","TON","Lowland","All",0.054,1
"gdc-00015","TN","Lowland","All",0.16,1
"gdc-00015","DRP","Lowland","All",0.01,2
"gdc-00015","TP","Lowland","All",0.02,2
"gdc-00015","ECOLI","Lowland","All",120,2
"gdc-00015","TURB","All","Rural",18,4
"gdc-00015","NH4","All","Rural",0.007,3
"gdc-00015","PH","All","Rural",8.21,2
"gdc-00015","TON","All","Rural",0.054,1
"gdc-00015","TN","All","Rural",0.16,1
"gdc-00015","DRP","All","Rural",0.01,2
"gdc-00015","TP","All","Rural",0.02,2
"gdc-00015","ECOLI","All","Rural",120,2
"gdc-00015","TURB","Lowland","Rural",18,4
"gdc-00015","NH4","Lowland","Rural",0.007,2
"gdc-00015","PH","Lowland","Rural",8.21,2
"gdc-00015","TON","Lowland","Rural",0.054,1
"gdc-00015","TN","Lowland","Rural",0.16,1
"gdc-00015","DRP","Lowland","Rural",0.01,2
"gdc-00015","TP","Lowland","Rural",0.02,2
"gdc-00015","ECOLI","Lowland","Rural",120,2
"gdc-00016","TURB","All","All",12,4
"gdc-00016","NH4","All","All",0.093,4
"gdc-00016","PH","All","All",8.02,2
"gdc-00016","TON","All","All",1.1,4
"gdc-00016","TN","All","All",2.3,4
"gdc-00016","DRP","All","All",0.115,4
"gdc-00016","TP","All","All",0.21,4
"gdc-00016","ECOLI","All","All",1400,4
"gdc-00016","TURB","Lowland","All",12,4
"gdc-00016","NH4","Lowland","All",0.093,4
"gdc-00016","PH","Lowland","All",8.02,2
"gdc-00016","TON","Lowland","All",1.1,4
"gdc-00016","TN","Lowland","All",2.3,4
"gdc-00016","DRP","Lowland","All",0.115,4
"gdc-00016","TP","Lowland","All",0.21,4
"gdc-00016","ECOLI","Lowland","All",1400,4
"gdc-00016","TURB","All","Rural",12,4
"gdc-00016","NH4","All","Rural",0.093,4
"gdc-00016","PH","All","Rural",8.02,2
"gdc-00016","TON","All","Rural",1.1,4
"gdc-00016","TN","All","Rural",2.3,4
"gdc-00016","DRP","All","Rural",0.115,4
"gdc-00016","TP","All","Rural",0.21,4
"gdc-00016","ECOLI","All","Rural",1400,4
"gdc-00016","TURB","Lowland","Rural",12,4
"gdc-00016","NH4","Lowland","Rural",0.093,4
"gdc-00016","PH","Lowland","Rural",8.02,2
"gdc-00016","TON","Lowland","Rural",1.1,4
"gdc-00016","TN","Lowland","Rural",2.3,4
"gdc-00016","DRP","Lowland","Rural",0.115,4
"gdc-00016","TP","Lowland","Rural",0.21,4
"gdc-00016","ECOLI","Lowland","Rural",1400,4
