"LAWAID","Parameter","NOFDate","NOFValue"
"lawa-100210","TN","2013-04-01",560
"lawa-100215","TN","2013-04-01",550
"orc-00027","TN","2013-04-01",55
"orc-00028","TN","2013-04-01",55
"orc-00031","TN","2013-04-01",180
"orc-00033","TN","2013-04-01",680
"orc-00035","TN","2013-04-01",710
"orc-00036","TN","2013-04-01",220
"orc-00037","TN","2013-04-01",55
"orc-00038","TN","2013-04-01",55
"wcrc-00064","TN","2013-04-01",183
"wcrc-00065","TN","2013-04-01",161
"ebop-00087","TN","2014-04-01",182
"ebop-00088","TN","2014-04-01",341
"ebop-00089","TN","2014-04-01",85
"ebop-00090","TN","2014-04-01",330
"ebop-00091","TN","2014-04-01",275
"ebop-00092","TN","2014-04-01",150
"ebop-00094","TN","2014-04-01",180
"ebop-00095","TN","2014-04-01",102
"ebop-00096","TN","2014-04-01",182
"ebop-00097","TN","2014-04-01",298
"ebop-00098","TN","2014-04-01",243
"ebop-00100","TN","2014-04-01",157
"ecan-00325","TN","2014-04-01",1520
"ecan-00326","TN","2014-04-01",52
"ecan-00327","TN","2014-04-01",101
"ecan-00328","TN","2014-04-01",119
"ecan-00329","TN","2014-04-01",310
"ecan-00330","TN","2014-04-01",340
"ecan-00331","TN","2014-04-01",450
"ecan-00332","TN","2014-04-01",240
"ecan-00333","TN","2014-04-01",157
"ecan-00334","TN","2014-04-01",2700
"ecan-00335","TN","2014-04-01",163
"ecan-00336","TN","2014-04-01",35
"ecan-00337","TN","2014-04-01",790
"ecan-00338","TN","2014-04-01",181
"ecan-00339","TN","2014-04-01",155
"ecan-00340","TN","2014-04-01",161
"ecan-00341","TN","2014-04-01",220
"ecan-00342","TN","2014-04-01",340
"ecan-00343","TN","2014-04-01",340
"ecan-00344","TN","2014-04-01",370
"ecan-00345","TN","2014-04-01",37
"ecan-00346","TN","2014-04-01",41
"ecan-00347","TN","2014-04-01",680
"ecan-00348","TN","2014-04-01",2300
"ecan-00349","TN","2014-04-01",28
"ecan-00351","TN","2014-04-01",290
"ecan-00354","TN","2014-04-01",37
"ecan-00355","TN","2014-04-01",23
"ecan-00357","TN","2014-04-01",290
"ecan-00358","TN","2014-04-01",4000
"ecan-00359","TN","2014-04-01",950
"ecan-00363","TN","2014-04-01",2500
"ecan-00367","TN","2014-04-01",56
"ecan-00368","TN","2014-04-01",40
"ecan-00369","TN","2014-04-01",2900
"ecan-00370","TN","2014-04-01",3100
"ecan-00371","TN","2014-04-01",3000
"ecan-00372","TN","2014-04-01",1910
"es-000142","TN","2014-04-01",280
"es-000157","TN","2014-04-01",380
"es-000158","TN","2014-04-01",250
"es-000159","TN","2014-04-01",250
"ew-00142","TN","2014-04-01",1242
"ew-00144","TN","2014-04-01",212
"ew-00146","TN","2014-04-01",2802
"ew-00147","TN","2014-04-01",3509
"ew-00151","TN","2014-04-01",4602
"gw-00257","TN","2014-04-01",430
"hbrc-00176","TN","2014-04-01",280
"hrc-00333","TN","2014-04-01",2730
"lawa-100211","TN","2014-04-01",86
"lawa-100213","TN","2014-04-01",70
"lawa-100263","TN","2014-04-01",80.3
"lawa-100264","TN","2014-04-01",68
"lawa-100266","TN","2014-04-01",72
"nrc-00075","TN","2014-04-01",394
"nrc-00087","TN","2014-04-01",135
"nrc-00090","TN","2014-04-01",200
"orc-00027","TN","2014-04-01",55
"orc-00028","TN","2014-04-01",55
"orc-00031","TN","2014-04-01",220
"orc-00033","TN","2014-04-01",1790
"orc-00034","TN","2014-04-01",210
"orc-00035","TN","2014-04-01",840
"orc-00036","TN","2014-04-01",460
"orc-00037","TN","2014-04-01",55
"orc-00038","TN","2014-04-01",55
"wcrc-00064","TN","2014-04-01",191
"arc-00099","TN","2015-04-01",320
"ebop-00087","TN","2015-04-01",197
"ebop-00088","TN","2015-04-01",336
"ebop-00089","TN","2015-04-01",98
"ebop-00090","TN","2015-04-01",331
"ebop-00091","TN","2015-04-01",393
"ebop-00092","TN","2015-04-01",177
"ebop-00094","TN","2015-04-01",185
"ebop-00095","TN","2015-04-01",123
"ebop-00096","TN","2015-04-01",179
"ebop-00097","TN","2015-04-01",373
"ebop-00098","TN","2015-04-01",339
"ebop-00100","TN","2015-04-01",166
"ecan-00325","TN","2015-04-01",1260
"ecan-00331","TN","2015-04-01",350
"ecan-00334","TN","2015-04-01",2400
"ecan-00347","TN","2015-04-01",1660
"ecan-00348","TN","2015-04-01",2200
"ecan-00363","TN","2015-04-01",5400
"ecan-00369","TN","2015-04-01",2200
"ecan-00370","TN","2015-04-01",2400
"ecan-00371","TN","2015-04-01",2200
"ecan-00372","TN","2015-04-01",1700
"es-000142","TN","2015-04-01",840
"es-000157","TN","2015-04-01",730
"es-000158","TN","2015-04-01",790
"es-000159","TN","2015-04-01",1010
"es-00144","TN","2015-04-01",330
"ew-00144","TN","2015-04-01",246
"gw-00258","TN","2015-04-01",330
"gw-00262","TN","2015-04-01",350
"gw-00263","TN","2015-04-01",310
"hrc-00333","TN","2015-04-01",1860
"lawa-100207","TN","2015-04-01",750
"lawa-100208","TN","2015-04-01",650
"lawa-100209","TN","2015-04-01",710
"lawa-100210","TN","2015-04-01",790
"lawa-100215","TN","2015-04-01",270
"nrc-00095","TN","2015-04-01",490
"orc-00027","TN","2015-04-01",92
"orc-00028","TN","2015-04-01",55
"orc-00031","TN","2015-04-01",220
"orc-00033","TN","2015-04-01",1200
"orc-00034","TN","2015-04-01",200
"orc-00035","TN","2015-04-01",830
"orc-00037","TN","2015-04-01",36
"orc-00038","TN","2015-04-01",730
"wcrc-00064","TN","2015-04-01",217
"ebop-00087","TN","2016-04-01",178
"ebop-00088","TN","2016-04-01",366
"ebop-00089","TN","2016-04-01",101
"ebop-00090","TN","2016-04-01",339
"ebop-00091","TN","2016-04-01",443
"ebop-00092","TN","2016-04-01",169
"ebop-00094","TN","2016-04-01",218
"ebop-00095","TN","2016-04-01",105
"ebop-00096","TN","2016-04-01",169
"ebop-00097","TN","2016-04-01",361
"ebop-00098","TN","2016-04-01",379
"ebop-00100","TN","2016-04-01",169
"ecan-00325","TN","2016-04-01",1520
"ecan-00326","TN","2016-04-01",49
"ecan-00327","TN","2016-04-01",125
"ecan-00328","TN","2016-04-01",124
"ecan-00329","TN","2016-04-01",410
"ecan-00330","TN","2016-04-01",360
"ecan-00331","TN","2016-04-01",360
"ecan-00332","TN","2016-04-01",250
"ecan-00333","TN","2016-04-01",158
"ecan-00334","TN","2016-04-01",2200
"ecan-00335","TN","2016-04-01",176
"ecan-00336","TN","2016-04-01",37
"ecan-00337","TN","2016-04-01",710
"ecan-00338","TN","2016-04-01",220
"ecan-00339","TN","2016-04-01",177
"ecan-00340","TN","2016-04-01",150
"ecan-00341","TN","2016-04-01",220
"ecan-00342","TN","2016-04-01",650
"ecan-00343","TN","2016-04-01",370
"ecan-00344","TN","2016-04-01",590
"ecan-00345","TN","2016-04-01",29
"ecan-00346","TN","2016-04-01",62
"ecan-00347","TN","2016-04-01",1290
"ecan-00348","TN","2016-04-01",1490
"ecan-00349","TN","2016-04-01",44
"ecan-00351","TN","2016-04-01",2200
"ecan-00354","TN","2016-04-01",57
"ecan-00355","TN","2016-04-01",31
"ecan-00357","TN","2016-04-01",440
"ecan-00358","TN","2016-04-01",500
"ecan-00359","TN","2016-04-01",380
"ecan-00363","TN","2016-04-01",5700
"ecan-00367","TN","2016-04-01",63
"ecan-00368","TN","2016-04-01",46
"ecan-00369","TN","2016-04-01",1920
"ecan-00370","TN","2016-04-01",1940
"ecan-00371","TN","2016-04-01",1970
"ecan-00372","TN","2016-04-01",1440
"es-000142","TN","2016-04-01",620
"es-000157","TN","2016-04-01",570
"es-000158","TN","2016-04-01",610
"es-000159","TN","2016-04-01",800
"es-00144","TN","2016-04-01",410
"ew-00142","TN","2016-04-01",3902
"ew-00144","TN","2016-04-01",612
"ew-00146","TN","2016-04-01",1002
"ew-00147","TN","2016-04-01",1662
"ew-00151","TN","2016-04-01",4508
"gw-00257","TN","2016-04-01",215
"gw-00258","TN","2016-04-01",190
"gw-00263","TN","2016-04-01",150
"hbrc-00176","TN","2016-04-01",780
"hrc-00333","TN","2016-04-01",3360
"lawa-100207","TN","2016-04-01",720
"lawa-100208","TN","2016-04-01",620
"lawa-100209","TN","2016-04-01",860
"lawa-100210","TN","2016-04-01",940
"lawa-101983","TN","2016-04-01",360
"lawa-102689","TN","2016-04-01",310
"nrc-00095","TN","2016-04-01",440
"orc-00027","TN","2016-04-01",57
"orc-00028","TN","2016-04-01",33
"orc-00031","TN","2016-04-01",230
"orc-00033","TN","2016-04-01",730
"orc-00034","TN","2016-04-01",290
"orc-00035","TN","2016-04-01",550
"orc-00036","TN","2016-04-01",165
"orc-00037","TN","2016-04-01",61
"orc-00038","TN","2016-04-01",130
"wcrc-00064","TN","2016-04-01",186
"ebop-00087","TN","2017-04-01",160.5
"ebop-00088","TN","2017-04-01",335
"ebop-00089","TN","2017-04-01",89.5
"ebop-00090","TN","2017-04-01",271.5
"ebop-00091","TN","2017-04-01",430
"ebop-00092","TN","2017-04-01",148
"ebop-00094","TN","2017-04-01",181
"ebop-00095","TN","2017-04-01",99.5
"ebop-00096","TN","2017-04-01",169.5
"ebop-00097","TN","2017-04-01",301.5
"ebop-00098","TN","2017-04-01",302
"ebop-00100","TN","2017-04-01",158
"ecan-00325","TN","2017-04-01",1530
"ecan-00326","TN","2017-04-01",41
"ecan-00328","TN","2017-04-01",122
"ecan-00329","TN","2017-04-01",1220
"ecan-00330","TN","2017-04-01",270
"ecan-00331","TN","2017-04-01",250
"ecan-00332","TN","2017-04-01",300
"ecan-00333","TN","2017-04-01",139
"ecan-00334","TN","2017-04-01",2300
"ecan-00335","TN","2017-04-01",172
"ecan-00336","TN","2017-04-01",27
"ecan-00337","TN","2017-04-01",680
"ecan-00338","TN","2017-04-01",181
"ecan-00339","TN","2017-04-01",200
"ecan-00340","TN","2017-04-01",172
"ecan-00341","TN","2017-04-01",220
"ecan-00342","TN","2017-04-01",790
"ecan-00343","TN","2017-04-01",330
"ecan-00344","TN","2017-04-01",530
"ecan-00345","TN","2017-04-01",25
"ecan-00346","TN","2017-04-01",25
"ecan-00347","TN","2017-04-01",1140
"ecan-00348","TN","2017-04-01",1310
"ecan-00349","TN","2017-04-01",32
"ecan-00351","TN","2017-04-01",620
"ecan-00354","TN","2017-04-01",34
"ecan-00355","TN","2017-04-01",30
"ecan-00357","TN","2017-04-01",400
"ecan-00358","TN","2017-04-01",620
"ecan-00359","TN","2017-04-01",390
"ecan-00363","TN","2017-04-01",3200
"ecan-00367","TN","2017-04-01",66
"ecan-00368","TN","2017-04-01",28
"ecan-00369","TN","2017-04-01",2400
"ecan-00370","TN","2017-04-01",2300
"ecan-00371","TN","2017-04-01",2200
"ecan-00372","TN","2017-04-01",950
"es-000142","TN","2017-04-01",630
"es-000157","TN","2017-04-01",680
"es-000158","TN","2017-04-01",650
"es-000159","TN","2017-04-01",650
"ew-00142","TN","2017-04-01",2602
"ew-00144","TN","2017-04-01",479
"ew-00146","TN","2017-04-01",1060
"ew-00147","TN","2017-04-01",1368
"ew-00151","TN","2017-04-01",2502
"gw-00257","TN","2017-04-01",580
"gw-00258","TN","2017-04-01",560
"gw-00262","TN","2017-04-01",280
"gw-00263","TN","2017-04-01",460
"hbrc-00176","TN","2017-04-01",810
"hrc-00333","TN","2017-04-01",1930
"lawa-100207","TN","2017-04-01",670
"lawa-100208","TN","2017-04-01",570
"lawa-100211","TN","2017-04-01",90
"lawa-100213","TN","2017-04-01",96
"lawa-100263","TN","2017-04-01",83
"lawa-100264","TN","2017-04-01",94
"lawa-100266","TN","2017-04-01",102
"lawa-101983","TN","2017-04-01",360
"lawa-102219","TN","2017-04-01",340
"lawa-102220","TN","2017-04-01",230
"lawa-102221","TN","2017-04-01",230
"lawa-102686","TN","2017-04-01",330
"lawa-102687","TN","2017-04-01",75
"lawa-102688","TN","2017-04-01",44
"nrc-00095","TN","2017-04-01",560
"orc-00027","TN","2017-04-01",47
"orc-00028","TN","2017-04-01",18
"orc-00031","TN","2017-04-01",170
"orc-00033","TN","2017-04-01",930
"orc-00035","TN","2017-04-01",770
"orc-00036","TN","2017-04-01",440
"orc-00037","TN","2017-04-01",31
"orc-00038","TN","2017-04-01",52
"wcrc-00064","TN","2017-04-01",183
"ebop-00087","TN","2018-04-01",178
"ebop-00089","TN","2018-04-01",90
"ebop-00090","TN","2018-04-01",447
"ebop-00091","TN","2018-04-01",521
"ebop-00092","TN","2018-04-01",166
"ebop-00094","TN","2018-04-01",180
"ebop-00095","TN","2018-04-01",107
"ebop-00096","TN","2018-04-01",201
"ebop-00097","TN","2018-04-01",311
"ebop-00098","TN","2018-04-01",317
"ebop-00100","TN","2018-04-01",163
"ecan-00325","TN","2018-04-01",1530
"ecan-00326","TN","2018-04-01",48
"ecan-00327","TN","2018-04-01",109
"ecan-00328","TN","2018-04-01",118
"ecan-00329","TN","2018-04-01",420
"ecan-00330","TN","2018-04-01",250
"ecan-00331","TN","2018-04-01",580
"ecan-00332","TN","2018-04-01",280
"ecan-00333","TN","2018-04-01",137
"ecan-00334","TN","2018-04-01",2100
"ecan-00335","TN","2018-04-01",182
"ecan-00336","TN","2018-04-01",30
"ecan-00337","TN","2018-04-01",510
"ecan-00338","TN","2018-04-01",123
"ecan-00339","TN","2018-04-01",179
"ecan-00340","TN","2018-04-01",200
"ecan-00341","TN","2018-04-01",220
"ecan-00342","TN","2018-04-01",540
"ecan-00343","TN","2018-04-01",320
"ecan-00344","TN","2018-04-01",500
"ecan-00345","TN","2018-04-01",31
"ecan-00346","TN","2018-04-01",28
"ecan-00347","TN","2018-04-01",610
"ecan-00348","TN","2018-04-01",2800
"ecan-00349","TN","2018-04-01",57
"ecan-00351","TN","2018-04-01",760
"ecan-00354","TN","2018-04-01",46
"ecan-00355","TN","2018-04-01",30
"ecan-00357","TN","2018-04-01",380
"ecan-00358","TN","2018-04-01",770
"ecan-00359","TN","2018-04-01",670
"ecan-00363","TN","2018-04-01",1730
"ecan-00367","TN","2018-04-01",93
"ecan-00368","TN","2018-04-01",54
"ecan-00369","TN","2018-04-01",2100
"ecan-00370","TN","2018-04-01",2100
"ecan-00371","TN","2018-04-01",2300
"ecan-00372","TN","2018-04-01",1520
"es-000142","TN","2018-04-01",1260
"es-000157","TN","2018-04-01",1040
"es-000158","TN","2018-04-01",1070
"es-000159","TN","2018-04-01",1960
"ew-00142","TN","2018-04-01",3102
"ew-00144","TN","2018-04-01",428
"ew-00146","TN","2018-04-01",2402
"ew-00147","TN","2018-04-01",2140
"ew-00151","TN","2018-04-01",1502
"gw-00257","TN","2018-04-01",790
"gw-00258","TN","2018-04-01",470
"gw-00263","TN","2018-04-01",500
"hbrc-00171","TN","2018-04-01",850
"hbrc-00176","TN","2018-04-01",470
"hrc-00333","TN","2018-04-01",2360
"lawa-100207","TN","2018-04-01",560
"lawa-100208","TN","2018-04-01",550
"lawa-100211","TN","2018-04-01",109
"lawa-100213","TN","2018-04-01",80
"lawa-100263","TN","2018-04-01",77
"lawa-100264","TN","2018-04-01",85
"lawa-100266","TN","2018-04-01",81
"lawa-101983","TN","2018-04-01",500
"lawa-102219","TN","2018-04-01",390
"lawa-102220","TN","2018-04-01",340
"lawa-102221","TN","2018-04-01",380
"lawa-102686","TN","2018-04-01",260
"lawa-102687","TN","2018-04-01",46
"lawa-102688","TN","2018-04-01",49
"nrc-00095","TN","2018-04-01",510
"orc-00027","TN","2018-04-01",82
"orc-00028","TN","2018-04-01",21
"orc-00031","TN","2018-04-01",230
"orc-00033","TN","2018-04-01",750
"orc-00034","TN","2018-04-01",290
"orc-00035","TN","2018-04-01",330
"orc-00036","TN","2018-04-01",510
"orc-00037","TN","2018-04-01",101
"orc-00038","TN","2018-04-01",80
"wcrc-00064","TN","2018-04-01",238
"arc-00098","TN","2019-04-01",505
"arc-00099","TN","2019-04-01",250
"arc-00100","TN","2019-04-01",435
"arc-10002","TN","2019-04-01",250
"ebop-00087","TN","2019-04-01",199
"ebop-00088","TN","2019-04-01",390
"ebop-00089","TN","2019-04-01",106
"ebop-00090","TN","2019-04-01",440
"ebop-00091","TN","2019-04-01",856.5
"ebop-00092","TN","2019-04-01",190
"ebop-00094","TN","2019-04-01",256
"ebop-00095","TN","2019-04-01",129
"ebop-00096","TN","2019-04-01",211
"ebop-00097","TN","2019-04-01",368
"ebop-00098","TN","2019-04-01",389
"ebop-00100","TN","2019-04-01",191
"ecan-00325","TN","2019-04-01",600
"ecan-00327","TN","2019-04-01",88
"ecan-00328","TN","2019-04-01",121
"ecan-00329","TN","2019-04-01",460
"ecan-00330","TN","2019-04-01",195
"ecan-00331","TN","2019-04-01",390
"ecan-00332","TN","2019-04-01",187
"ecan-00333","TN","2019-04-01",155
"ecan-00334","TN","2019-04-01",2100
"ecan-00335","TN","2019-04-01",183
"ecan-00337","TN","2019-04-01",520
"ecan-00338","TN","2019-04-01",187
"ecan-00339","TN","2019-04-01",148
"ecan-00340","TN","2019-04-01",137
"ecan-00341","TN","2019-04-01",188
"ecan-00342","TN","2019-04-01",520
"ecan-00343","TN","2019-04-01",320
"ecan-00344","TN","2019-04-01",450
"ecan-00345","TN","2019-04-01",36
"ecan-00346","TN","2019-04-01",33
"ecan-00347","TN","2019-04-01",1490
"ecan-00348","TN","2019-04-01",2300
"ecan-00349","TN","2019-04-01",50
"ecan-00351","TN","2019-04-01",270
"ecan-00354","TN","2019-04-01",37.5
"ecan-00355","TN","2019-04-01",31
"ecan-00358","TN","2019-04-01",710
"ecan-00359","TN","2019-04-01",420
"ecan-00367","TN","2019-04-01",76
"ecan-00368","TN","2019-04-01",53
"ecan-00369","TN","2019-04-01",2000
"ecan-00370","TN","2019-04-01",2100
"ecan-00371","TN","2019-04-01",1830
"ecan-00372","TN","2019-04-01",1460
"es-000142","TN","2019-04-01",600
"es-000157","TN","2019-04-01",600
"es-000158","TN","2019-04-01",500
"es-000159","TN","2019-04-01",600
"es-00144","TN","2019-04-01",340
"ew-00142","TN","2019-04-01",3103
"ew-00143","TN","2019-04-01",2230
"ew-00144","TN","2019-04-01",338
"ew-00145","TN","2019-04-01",932
"ew-00146","TN","2019-04-01",2002
"ew-00147","TN","2019-04-01",5902
"ew-00149","TN","2019-04-01",1247
"ew-00150","TN","2019-04-01",922
"ew-00151","TN","2019-04-01",5802
"gw-00257","TN","2019-04-01",510
"gw-00258","TN","2019-04-01",330
"gw-00262","TN","2019-04-01",340
"gw-00263","TN","2019-04-01",290
"hbrc-00171","TN","2019-04-01",600
"hbrc-00176","TN","2019-04-01",290
"lawa-100215","TN","2019-04-01",340
"lawa-101983","TN","2019-04-01",360
"lawa-102220","TN","2019-04-01",270
"lawa-102303","TN","2019-04-01",1542
"lawa-102304","TN","2019-04-01",2003
"lawa-102305","TN","2019-04-01",1252
"lawa-102686","TN","2019-04-01",260
"lawa-102687","TN","2019-04-01",41
"lawa-102688","TN","2019-04-01",56
"orc-00027","TN","2019-04-01",73
"orc-00034","TN","2019-04-01",290
"orc-00035","TN","2019-04-01",155
"wcrc-00064","TN","2019-04-01",211
"ebop-00087","TN","2004-05-01",180
"ebop-00088","TN","2004-05-01",1032
"ebop-00089","TN","2004-05-01",175
"ebop-00090","TN","2004-05-01",373
"ebop-00091","TN","2004-05-01",388
"ebop-00092","TN","2004-05-01",382
"ebop-00094","TN","2004-05-01",419
"ebop-00095","TN","2004-05-01",137
"ebop-00096","TN","2004-05-01",180
"ebop-00097","TN","2004-05-01",587
"ecan-00325","TN","2004-05-01",850
"ecan-00334","TN","2004-05-01",1400
"ecan-00347","TN","2004-05-01",1600
"ecan-00348","TN","2004-05-01",1100
"ecan-00369","TN","2004-05-01",1500
"ecan-00370","TN","2004-05-01",1600
"ecan-00371","TN","2004-05-01",1500
"gw-00258","TN","2004-05-01",426
"lawa-102689","TN","2004-05-01",380
"nrc-00075","TN","2004-05-01",297
"nrc-00087","TN","2004-05-01",148
"nrc-00090","TN","2004-05-01",227
"nrc-00095","TN","2004-05-01",1300
"orc-00034","TN","2004-05-01",410
"wcrc-00064","TN","2004-05-01",210.023
"wcrc-00065","TN","2004-05-01",247.013
"ebop-00087","TN","2005-05-01",194
"ebop-00088","TN","2005-05-01",1080
"ebop-00089","TN","2005-05-01",130
"ebop-00090","TN","2005-05-01",367
"ebop-00091","TN","2005-05-01",416
"ebop-00092","TN","2005-05-01",226
"ebop-00094","TN","2005-05-01",274
"ebop-00095","TN","2005-05-01",177
"ebop-00096","TN","2005-05-01",254
"ebop-00097","TN","2005-05-01",437
"ebop-00098","TN","2005-05-01",530
"ebop-00100","TN","2005-05-01",231
"ecan-00325","TN","2005-05-01",1600
"ecan-00334","TN","2005-05-01",2300
"ecan-00347","TN","2005-05-01",2400
"ecan-00348","TN","2005-05-01",1400
"ecan-00369","TN","2005-05-01",2300
"ecan-00370","TN","2005-05-01",2300
"ecan-00371","TN","2005-05-01",2200
"gw-00258","TN","2005-05-01",821
"nrc-00075","TN","2005-05-01",409
"nrc-00087","TN","2005-05-01",137
"nrc-00090","TN","2005-05-01",279
"nrc-00095","TN","2005-05-01",1500
"orc-00034","TN","2005-05-01",130
"wcrc-00064","TN","2005-05-01",167.604
"wcrc-00065","TN","2005-05-01",158.98
"ebop-00087","TN","2006-05-01",180
"ebop-00089","TN","2006-05-01",103
"ebop-00091","TN","2006-05-01",364
"ebop-00092","TN","2006-05-01",189
"ebop-00094","TN","2006-05-01",214
"ebop-00095","TN","2006-05-01",144
"ebop-00096","TN","2006-05-01",140
"ebop-00097","TN","2006-05-01",519
"ebop-00098","TN","2006-05-01",569
"ebop-00100","TN","2006-05-01",261
"ecan-00325","TN","2006-05-01",850
"ecan-00334","TN","2006-05-01",1700
"ecan-00347","TN","2006-05-01",2550
"ecan-00348","TN","2006-05-01",1100
"ecan-00369","TN","2006-05-01",1700
"ecan-00370","TN","2006-05-01",1800
"ecan-00371","TN","2006-05-01",1700
"es-000142","TN","2006-05-01",390
"es-000157","TN","2006-05-01",730
"es-000158","TN","2006-05-01",220
"es-000159","TN","2006-05-01",1100
"ew-00143","TN","2006-05-01",1469
"ew-00145","TN","2006-05-01",895
"gw-00258","TN","2006-05-01",360
"lawa-100211","TN","2006-05-01",86
"lawa-100213","TN","2006-05-01",64
"lawa-100263","TN","2006-05-01",77
"lawa-100264","TN","2006-05-01",66
"lawa-100266","TN","2006-05-01",70
"nrc-00071","TN","2006-05-01",891
"nrc-00072","TN","2006-05-01",288
"nrc-00075","TN","2006-05-01",324
"nrc-00079","TN","2006-05-01",324
"nrc-00080","TN","2006-05-01",502
"nrc-00081","TN","2006-05-01",555
"nrc-00082","TN","2006-05-01",643
"nrc-00083","TN","2006-05-01",577
"nrc-00085","TN","2006-05-01",649
"nrc-00087","TN","2006-05-01",166
"nrc-00088","TN","2006-05-01",89
"nrc-00089","TN","2006-05-01",635
"nrc-00090","TN","2006-05-01",253
"nrc-00092","TN","2006-05-01",313
"nrc-00093","TN","2006-05-01",703
"nrc-00095","TN","2006-05-01",1100
"nrc-00096","TN","2006-05-01",2470
"orc-00034","TN","2006-05-01",250
"wcrc-00064","TN","2006-05-01",161
"wcrc-00065","TN","2006-05-01",195.7
"ebop-00087","TN","2007-05-01",229
"ebop-00088","TN","2007-05-01",538
"ebop-00089","TN","2007-05-01",167
"ebop-00090","TN","2007-05-01",409
"ebop-00091","TN","2007-05-01",489
"ebop-00092","TN","2007-05-01",264
"ebop-00094","TN","2007-05-01",284
"ebop-00095","TN","2007-05-01",197
"ebop-00096","TN","2007-05-01",190
"ebop-00100","TN","2007-05-01",225
"ecan-00325","TN","2007-05-01",1100
"ecan-00334","TN","2007-05-01",2100
"ecan-00347","TN","2007-05-01",1600
"ecan-00348","TN","2007-05-01",2200
"ecan-00369","TN","2007-05-01",2000
"ecan-00370","TN","2007-05-01",1800
"ecan-00371","TN","2007-05-01",2000
"es-000142","TN","2007-05-01",730
"es-000157","TN","2007-05-01",730
"es-000158","TN","2007-05-01",780
"es-000159","TN","2007-05-01",1000
"ew-00143","TN","2007-05-01",1619
"ew-00145","TN","2007-05-01",1029
"ew-00149","TN","2007-05-01",1079
"lawa-100211","TN","2007-05-01",81
"lawa-100213","TN","2007-05-01",81
"lawa-100263","TN","2007-05-01",80
"lawa-100264","TN","2007-05-01",98
"lawa-100266","TN","2007-05-01",55
"nrc-00071","TN","2007-05-01",782
"nrc-00072","TN","2007-05-01",314
"nrc-00073","TN","2007-05-01",286
"nrc-00074","TN","2007-05-01",441
"nrc-00076","TN","2007-05-01",386
"nrc-00077","TN","2007-05-01",752
"nrc-00078","TN","2007-05-01",395
"nrc-00079","TN","2007-05-01",324
"nrc-00080","TN","2007-05-01",508
"nrc-00081","TN","2007-05-01",577
"nrc-00082","TN","2007-05-01",753
"nrc-00083","TN","2007-05-01",505
"nrc-00084","TN","2007-05-01",336
"nrc-00085","TN","2007-05-01",639
"nrc-00086","TN","2007-05-01",601
"nrc-00088","TN","2007-05-01",180
"nrc-00089","TN","2007-05-01",675
"nrc-00091","TN","2007-05-01",650
"nrc-00092","TN","2007-05-01",331
"nrc-00093","TN","2007-05-01",741
"nrc-00096","TN","2007-05-01",896
"orc-00034","TN","2007-05-01",460
"orc-00035","TN","2007-05-01",280
"wcrc-00064","TN","2007-05-01",241
"wcrc-00065","TN","2007-05-01",162
"arc-00098","TN","2008-05-01",515
"arc-00099","TN","2008-05-01",420
"arc-00100","TN","2008-05-01",335
"arc-10002","TN","2008-05-01",300
"ebop-00087","TN","2008-05-01",307
"ebop-00088","TN","2008-05-01",723
"ebop-00089","TN","2008-05-01",196
"ebop-00090","TN","2008-05-01",535
"ebop-00091","TN","2008-05-01",373
"ebop-00092","TN","2008-05-01",281
"ebop-00094","TN","2008-05-01",297
"ebop-00095","TN","2008-05-01",308
"ebop-00096","TN","2008-05-01",289
"ebop-00097","TN","2008-05-01",388
"ebop-00098","TN","2008-05-01",439
"ebop-00100","TN","2008-05-01",230
"ecan-00325","TN","2008-05-01",820
"ecan-00334","TN","2008-05-01",1600
"ecan-00347","TN","2008-05-01",1055
"ecan-00348","TN","2008-05-01",1300
"ecan-00369","TN","2008-05-01",1600
"ecan-00370","TN","2008-05-01",1600
"ecan-00371","TN","2008-05-01",1800
"es-000142","TN","2008-05-01",1030
"es-000157","TN","2008-05-01",565
"es-000158","TN","2008-05-01",945
"es-000159","TN","2008-05-01",950
"ew-00143","TN","2008-05-01",2119
"ew-00145","TN","2008-05-01",935
"ew-00149","TN","2008-05-01",1276
"gw-00258","TN","2008-05-01",650
"hbrc-00170","TN","2008-05-01",210
"hbrc-00171","TN","2008-05-01",210
"hbrc-00176","TN","2008-05-01",370
"lawa-100211","TN","2008-05-01",55
"lawa-100213","TN","2008-05-01",55
"lawa-100263","TN","2008-05-01",92
"lawa-100264","TN","2008-05-01",55
"lawa-100266","TN","2008-05-01",55
"orc-00035","TN","2008-05-01",1310
"arc-00098","TN","2009-05-01",430
"arc-00099","TN","2009-05-01",320
"arc-00100","TN","2009-05-01",340
"arc-10002","TN","2009-05-01",305
"ebop-00087","TN","2009-05-01",211
"ebop-00088","TN","2009-05-01",653
"ebop-00089","TN","2009-05-01",100
"ebop-00090","TN","2009-05-01",482
"ebop-00091","TN","2009-05-01",271
"ebop-00092","TN","2009-05-01",151
"ebop-00094","TN","2009-05-01",181
"ebop-00095","TN","2009-05-01",111
"ebop-00096","TN","2009-05-01",209
"ebop-00097","TN","2009-05-01",601
"ebop-00098","TN","2009-05-01",562
"ebop-00100","TN","2009-05-01",161
"ecan-00325","TN","2009-05-01",1200
"ecan-00334","TN","2009-05-01",3100
"ecan-00347","TN","2009-05-01",1500
"ecan-00348","TN","2009-05-01",2700
"ecan-00369","TN","2009-05-01",2900
