"SiteID","CouncilSiteID","LawaSiteID","Macro","Region","Agency","SWQLanduse","SWQAltitude","Lat","Long"
"taruheru river at tuckers rd bridge","Taruheru River at Tuckers Rd Bridge","gdc-00016",FALSE,"gisborne","gdc","rural","lowland",-38.63415353,177.96817629
"awatere river at sh35 bridge","Awatere River at SH35 Bridge","gdc-00002",FALSE,"gisborne","gdc","rural","lowland",-37.67457224,178.34813828
"ihungia river at ihungia rd br","Ihungia River at Ihungia Rd Br","gdc-00005",FALSE,"gisborne","gdc","forest","unstated",-38.04691689,178.1766513
"karakatuwhero river at sh35 br","Karakatuwhero River at SH35 Br","gdc-00006",FALSE,"gisborne","gdc","rural","lowland",-37.62563187,178.33460144
"motu river at kotare station bridge","Motu River at Kotare Station Bridge","lawa-100330",FALSE,"gisborne","gdc","rural","upland",-38.36155298,177.49807902
"hikuwai river at no 4 bridge","Hikuwai River at No 4 Bridge","gdc-00003",FALSE,"gisborne","gdc","rural","lowland",-38.20389326,178.25582994
"mangaoporo river at tutumatai bridge","Mangaoporo River at Tutumatai Bridge","gdc-00009",FALSE,"gisborne","gdc","rural","lowland",-37.83774273,178.29385929
"mangatutu str at sh35-waipahuru bridge","Mangatutu Str at Sh35-Waipahuru Bridge","lawa-100336",FALSE,"gisborne","gdc","rural","lowland",-37.59944782,178.26023485
"mata river at aorangi (makarika road)","Mata River at Aorangi (Makarika Road)","gdc-00011",FALSE,"gisborne","gdc","rural","lowland",-37.94877976,178.21088895
"mata river at pouturu br","Mata River at Pouturu Br","lawa-100348",FALSE,"gisborne","gdc","forest","upland",-38.04748307,178.12338148
"matawai stream at tawai","Matawai Stream at Tawai","lawa-100332",FALSE,"gisborne","gdc","rural","upland",-38.38021422,177.55207132
"oweka river at sh35 bridge","Oweka River at SH35 Bridge","gdc-00013",FALSE,"gisborne","gdc","rural","lowland",-37.5927497,178.15253622
"poroporo river at rangitukia rd bridge","Poroporo River at Rangitukia Rd Bridge","gdc-00015",FALSE,"gisborne","gdc","rural","lowland",-37.78527353,178.42755259
"waiomoko river at sh35 bridge","Waiomoko River at SH35 Bridge","lawa-100335",FALSE,"gisborne","gdc","rural","lowland",-38.55581647,178.21529022
"whakaahu str at brunton rd","Whakaahu Str at Brunton Rd","gdc-00031",FALSE,"gisborne","gdc","rural","lowland",-38.63111823,177.85760067
"wharekahika river u/s of wharf bridge","Wharekahika River U/S of Wharf Bridge","gdc-00029",FALSE,"gisborne","gdc","rural","lowland",-37.57137121,178.28161313
"motu river at matawai conservation area","Motu River at Matawai Conservation Area","lawa-100329",FALSE,"gisborne","gdc","forest","upland",-38.42453214,177.46114325
"pakarae river at pakarae station bridge","Pakarae River at Pakarae Station Bridge","gdc-00014",FALSE,"gisborne","gdc","rural","lowland",-38.51508062,178.25492637
"motu river above falls","Motu River above Falls","lawa-100331",FALSE,"gisborne","gdc","rural","upland",-38.24861874,177.59480185
"waihirere str at domain","Waihirere Str at Domain","lawa-100333",FALSE,"gisborne","gdc","forest","lowland",-38.57138316,177.94697884
"te arai river at dw bush intake above weir","Te Arai River at DW Bush Intake Above Weir","lawa-100707",FALSE,"gisborne","gdc",NA,"unstated",-38.82579843,177.7891019
"kopuapunamu str trib at te araroa","Kopuapunamu Str Trib at Te Araroa","lawa-100688",FALSE,"gisborne","gdc",NA,"unstated",-37.69100687,178.30353714
"waipaoa trib at lavenham-humphrey rd","Waipaoa Trib at Lavenham-Humphrey Rd","lawa-100722",FALSE,"gisborne","gdc",NA,"unstated",-38.52789081,177.88860255
"parihihonou str at sh2 overbridge","Parihihonou Str at SH2 Overbridge","lawa-100705",FALSE,"gisborne","gdc",NA,"unstated",-38.44658397,177.62214861
"mangatu trib","Mangatu Trib","lawa-100700",FALSE,"gisborne","gdc",NA,"unstated",-38.27244848,177.7860706
"huitatariki str","Huitatariki Str","lawa-100685",FALSE,"gisborne","gdc",NA,"unstated",-37.83634834,178.02153182
"kouetumara str at ihungia rd","Kouetumara Str at Ihungia Rd","lawa-100691",FALSE,"gisborne","gdc",NA,"unstated",-38.04013953,178.17618423
"makokomuka str at waiapu rd","Makokomuka Str at Waiapu Rd","lawa-100695",FALSE,"gisborne","gdc",NA,"unstated",-38.15966586,178.27848434
"anaura str at anaura bay rd","Anaura Str at Anaura Bay Rd","lawa-100683",FALSE,"gisborne","gdc",NA,"unstated",-38.22113999,178.32108844
"waipaoa at armstrong rd","Waipaoa at Armstrong Rd","lawa-100721",FALSE,"gisborne","gdc",NA,"unstated",-38.28339848,177.8508259
"whakauranga br at west ho rd","Whakauranga Br at West Ho Rd","lawa-100728",FALSE,"gisborne","gdc",NA,"unstated",-38.36800718,178.13085103
"waikohu rv at oliver rd","Waikohu Rv at Oliver Rd","lawa-100718",FALSE,"gisborne","gdc",NA,"unstated",-38.41968294,177.58535657
"kaitawa str at wharf rd","Kaitawa Str at Wharf Rd","lawa-100686",FALSE,"gisborne","gdc",NA,"unstated",-38.3888206,178.31294624
"kurunui str at holdsworth br sh2","Kurunui Str at Holdsworth Br SH2","lawa-100692",FALSE,"gisborne","gdc",NA,"unstated",-38.46034475,177.7986844
"waihuka at no2 br","Waihuka at No2 Br","lawa-100714",FALSE,"gisborne","gdc",NA,"unstated",-38.46480482,177.7792806
"mangaoai str at mangaoai rd","Mangaoai Str at Mangaoai Rd","lawa-100697",FALSE,"gisborne","gdc",NA,"unstated",-38.45722274,177.91263098
"te arai trib at waingake rd","Te Arai Trib at Waingake Rd","lawa-100709",FALSE,"gisborne","gdc",NA,"unstated",-38.77488137,177.79947965
"pakarae trib stevens road","Pakarae trib Stevens Road","lawa-100706",FALSE,"gisborne","gdc",NA,"unstated",-38.48159723,178.19633769
"wharekopae above falls","Wharekopae above falls","lawa-100729",FALSE,"gisborne","gdc",NA,"unstated",-38.50632205,177.60698243
"waikakariki trib at quarry","Waikakariki Trib at Quarry","lawa-100716",FALSE,"gisborne","gdc",NA,"unstated",-38.63732578,177.82648248
"maraetaha str at no2 br","Maraetaha Str at No2 Br","lawa-100701",FALSE,"gisborne","gdc",NA,"unstated",-38.80150493,177.90406511
"haupapa str at tahora settlement rd","Haupapa Str at Tahora Settlement Rd","lawa-100684",FALSE,"gisborne","gdc",NA,"unstated",-38.53851157,177.4251434
"mangaotara str at tiniroto rd","Mangaotara Str at Tiniroto Rd","lawa-100699",FALSE,"gisborne","gdc",NA,"unstated",-38.80467052,177.538154
"upper motu trib at mangatu","Upper Motu Trib at Mangatu","lawa-100711",FALSE,"gisborne","gdc",NA,"unstated",-38.20033265,177.62175054
"marumoko str at marumoko rd","Marumoko Str at Marumoko Rd","lawa-100702",FALSE,"gisborne","gdc",NA,"unstated",-38.21729822,177.58948273
"pakarae trib at whangara rd","Pakarae Trib at Whangara Rd","lawa-100703",FALSE,"gisborne","gdc",NA,"unstated",-38.4731938,178.24656182
"koranga trib at rakauroa rd","Koranga Trib at Rakauroa Rd","lawa-100690",FALSE,"gisborne","gdc",NA,"unstated",-38.47586173,177.45110184
"lottin point road stream","Lottin Point Road Stream","lawa-100693",FALSE,"gisborne","gdc",NA,"unstated",-37.56018449,178.15576114
"karakatuwhero trib at karakatuwhero rd","Karakatuwhero Trib at Karakatuwhero Rd","lawa-100687",FALSE,"gisborne","gdc",NA,"unstated",-37.64789575,178.31714079
"waitekaha str at tuparoa rd","Waitekaha Str at Tuparoa Rd","lawa-100725",FALSE,"gisborne","gdc",NA,"unstated",-37.9105558,178.37897583
"mangaoparo river at mangaoparo road","Mangaoparo River at Mangaoparo Road","lawa-100698",FALSE,"gisborne","gdc",NA,"unstated",-37.80685532,178.24600492
"waipaoa trib at pipiwhakao road","Waipaoa Trib at Pipiwhakao Road","lawa-100723",FALSE,"gisborne","gdc",NA,"unstated",-38.65311955,177.89567564
"te arai trib at waugh rd","Te Arai Trib at Waugh Rd","lawa-100710",FALSE,"gisborne","gdc",NA,"unstated",-38.73496413,177.83910908
"te arai rv at waingake","Te Arai Rv at Waingake","lawa-100708",FALSE,"gisborne","gdc",NA,"unstated",-38.79098526,177.79042511
"mangakino str at mangatokerau rd","Mangakino Str at Mangatokerau Rd","lawa-100696",FALSE,"gisborne","gdc",NA,"unstated",-38.29550235,178.2510825
"koranga rv at koranga valley rd","Koranga Rv at Koranga Valley Rd","lawa-100689",FALSE,"gisborne","gdc",NA,"unstated",-38.46162707,177.42061581
"papokeka str at pehiri","Papokeka Str at Pehiri","lawa-100704",FALSE,"gisborne","gdc",NA,"unstated",-38.58728624,177.53669868
"whakarau trib at whakarau rd","Whakarau Trib at Whakarau Rd","lawa-100727",FALSE,"gisborne","gdc",NA,"unstated",-38.31341981,177.56867538
"waipiro str at te puia","Waipiro Str at Te Puia","lawa-100724",FALSE,"gisborne","gdc",NA,"unstated",-38.01944188,178.33027212
"wainui str at heath johnston park","Wainui Str at Heath Johnston Park","lawa-100719",FALSE,"gisborne","gdc",NA,"unstated",-38.68397045,178.05525898
"waiapu river at rotokautuku br (sh35)","Waiapu River at Rotokautuku Br (SH35)","gdc-00018",FALSE,"gisborne","gdc","rural","lowland",-37.8944444,178.29512263
"makahakaha stream","Makahakaha Stream","lawa-100694",FALSE,"gisborne","gdc",NA,"unstated",-38.5789788,178.07193769
"mangaehu stream at marshall road","Mangaehu Stream at Marshall road","lawa-102229",FALSE,"gisborne","gdc",NA,"unstated",-38.51465036,178.03098788
"makarika str at keelan rd","Makarika Str at Keelan Rd","lawa-102228",FALSE,"gisborne","gdc",NA,"unstated",-37.99748578,178.21808615
"mangaokura stream","Mangaokura Stream","lawa-102230",FALSE,"gisborne","gdc",NA,"unstated",-38.00536441,177.96353402
"mata upper","Mata Upper","lawa-102231",FALSE,"gisborne","gdc",NA,"unstated",-38.08468618,177.87967645
"waiau river at tauwhareparae","Waiau River at Tauwhareparae","lawa-102233",FALSE,"gisborne","gdc",NA,"unstated",-38.2169287,178.1275571
"akatarawa river at hutt confluence","Akatarawa River at Hutt Confluence","gw-00025",FALSE,"wellington","gwrc","forest","lowland",-41.08952998,175.09766097
"awhea river at tora rd","Awhea River at Tora Rd","gw-00053",FALSE,"wellington","gwrc","rural","lowland",-41.4945283,175.515193
"beef creek at headwaters","Beef Creek at headwaters","gw-00049",FALSE,"wellington","gwrc",NA,"unstated",-41.01810983,175.4257619
"horokiri stream at snodgrass","Horokiri Stream at Snodgrass","gw-00013",FALSE,"wellington","gwrc","rural","lowland",-41.07930266,174.92617299
"huangarua river at ponatahi bridge","Huangarua River at Ponatahi Bridge","gw-00051",FALSE,"wellington","gwrc","rural","lowland",-41.20800072,175.46909416
"hutt river at boulcott","Hutt River at Boulcott","gw-00022",FALSE,"wellington","gwrc","forest","lowland",-41.19670926,174.92047746
"hutt river at te marua intake site","Hutt River at Te Marua Intake Site","gw-00020",FALSE,"wellington","gwrc","forest","lowland",-41.07991041,175.14363637
"hutt river opposite manor park golf club","Hutt River Opposite Manor Park Golf Club","gw-00021",FALSE,"wellington","gwrc","forest","lowland",-41.15364323,174.98644435
"kaiwharawhara stream at ngaio gorge","Kaiwharawhara Stream at Ngaio Gorge","gw-00019",FALSE,"wellington","gwrc","urban","lowland",-41.25798289,174.77940709
"karori stream at makara peak mountain bike park","Karori Stream at Makara Peak Mountain Bike Park","gw-00018",FALSE,"wellington","gwrc","urban","lowland",-41.29542655,174.72253616
"kopuaranga river at stuarts","Kopuaranga River at Stuarts","gw-00038",FALSE,"wellington","gwrc","rural","lowland",-40.89357041,175.69179599
"makara stream at kennels","Makara Stream at Kennels","gw-00017",FALSE,"wellington","gwrc","rural","lowland",-41.23595385,174.71271629
"mangaone stream at sims road bridge","Mangaone Stream at Sims Road Bridge","gw-00007",FALSE,"wellington","gwrc","rural","lowland",-40.79042456,175.0889146
"mangapouri stream at bennetts rd","Mangapouri Stream at Bennetts Rd","gw-00002",FALSE,"wellington","gwrc","urban","lowland",-40.74299396,175.14078335
"mangaroa river at te marua","Mangaroa River at Te Marua","gw-00024",FALSE,"wellington","gwrc","rural","lowland",-41.09432204,175.1280911
"mangatarere river at state highway 2","Mangatarere River at State Highway 2","gw-00050",FALSE,"wellington","gwrc","rural","lowland",-41.05477704,175.49618121
"motuwaireka stream at headwaters","Motuwaireka Stream at headwaters","gw-00043",FALSE,"wellington","gwrc","forest","lowland",-41.05951154,175.99910137
"ngarara stream at field way","Ngarara Stream at Field Way","gw-00008",FALSE,"wellington","gwrc","urban","lowland",-40.86160905,175.03109239
"orongorongo river at orongorongo station","Orongorongo River at Orongorongo Station","gw-00030",FALSE,"wellington","gwrc","forest","lowland",-41.41800038,174.90176106
"otaki river at mouth","Otaki River at Mouth","gw-00006",FALSE,"wellington","gwrc","forest","lowland",-40.75873884,175.1085342
"otaki river at pukehinau","Otaki River at Pukehinau","gw-00005",FALSE,"wellington","gwrc","forest","lowland",-40.8220466,175.19957526
"pakuratahi river 50m below farm creek","Pakuratahi River 50m Below Farm Creek","gw-00023",FALSE,"wellington","gwrc","forest","lowland",-41.0652202,175.19714172
"parkvale stream at renalls weir","Parkvale Stream at Renalls Weir","gw-00046",FALSE,"wellington","gwrc","rural","lowland",-41.07801993,175.54166084
"parkvale tributary at lowes reserve","Parkvale tributary at Lowes Reserve","gw-00045",FALSE,"wellington","gwrc","rural","lowland",-40.99686768,175.59297497
"pauatahanui stream at elmwood bridge","Pauatahanui Stream at Elmwood Bridge","gw-00014",FALSE,"wellington","gwrc","rural","lowland",-41.11427573,174.91877486
"porirua stream at glenside overhead cable","Porirua Stream at Glenside Overhead Cables","gw-00015",FALSE,"wellington","gwrc","urban","lowland",-41.19158653,174.82792762
"porirua stream at wall park","Porirua Stream at Milk Depot","gw-00016",FALSE,"wellington","gwrc","urban","lowland",-41.14936353,174.83958812
"ruamahanga river at gladstone bridge","Ruamahanga River at Gladstone Bridge","gw-00033",FALSE,"wellington","gwrc","rural","lowland",-41.07237221,175.62913522
"ruamahanga river at mclays","Ruamahanga River at McLays","gw-00031",FALSE,"wellington","gwrc","forest","upland",-40.74966737,175.58256015
"ruamahanga river at pukio","Ruamahanga River at Pukio","gw-00034",FALSE,"wellington","gwrc","rural","lowland",-41.24812292,175.36108795
"ruamahanga river at te ore ore","Ruamahanga River at Te Ore Ore","gw-00032",FALSE,"wellington","gwrc","rural","lowland",-40.95283816,175.68011378
"tauanui river at whakatomotomo rd","Tauanui River at Whakatomotomo Rd","gw-00052",FALSE,"wellington","gwrc","forest","upland",-41.39831365,175.28058743
"taueru river at castlehill","Taueru River at Castlehill","gw-00036",FALSE,"wellington","gwrc","rural","upland",-40.75449412,175.98867994
"taueru river at gladstone","Taueru River at Gladstone","gw-00037",FALSE,"wellington","gwrc","rural","lowland",-41.06304782,175.66761699
"tauherenikau river at websters","Tauherenikau River at Websters","gw-00055",FALSE,"wellington","gwrc","forest","lowland",-41.16791526,175.34926521
"totara stream at stronvar","Totara Stream at Stronvar","gw-00044",FALSE,"wellington","gwrc","forest","upland",-41.10919103,175.9538148
"waikanae river at greenaway rd","Waikanae River at Greenaway Rd","gw-00010",FALSE,"wellington","gwrc","rural","lowland",-40.87694978,175.03207168
"waikanae river at mangaone walkway","Waikanae River at Mangaone Walkway","gw-00009",FALSE,"wellington","gwrc","forest","upland",-40.86856519,175.13565202
"waingawa river at south rd","Waingawa River at South Rd","gw-00041",FALSE,"wellington","gwrc","forest","lowland",-40.97549224,175.62329773
"wainuiomata river at manuka track","Wainuiomata River at Manuka Track","gw-00028",FALSE,"wellington","gwrc","forest","upland",-41.25677265,175.00892684
"waiohine river at bicknells","Waiohine River at Bicknells","gw-00048",FALSE,"wellington","gwrc","rural","lowland",-41.09110551,175.5076284
"waiohine river at gorge","Waiohine River at Gorge","gw-00047",FALSE,"wellington","gwrc","forest","lowland",-41.01636817,175.40011859
"waiorongomai river at forest park","Waiorongomai River at Forest Park","gw-00056",FALSE,"wellington","gwrc","forest","lowland",-41.25643747,175.14382621
"waipoua river at colombo rd bridge","Waipoua River at Colombo Rd Bridge","gw-00040",FALSE,"wellington","gwrc","rural","lowland",-40.95415228,175.6735615
"waitohu stream at forest park","Waitohu Stream at Forest Park","gw-00003",FALSE,"wellington","gwrc","forest","upland",-40.77638,175.22297448
"waitohu stream at norfolk crescent","Waitohu Stream at Norfolk Crescent","gw-00004",FALSE,"wellington","gwrc","rural","lowland",-40.73663304,175.12625035
"waiwhetu stream at whites line east","Waiwhetu Stream at Whites Line East","gw-00264",FALSE,"wellington","gwrc","urban","lowland",-41.22479224,174.92057144
"whakatikei river at riverstone","Whakatikei River at Riverstone","gw-00026",FALSE,"wellington","gwrc","forest","lowland",-41.11230111,175.05161711
"whangaehu river at 250m from confluence","Whangaehu River at 250m from Confluence","gw-00039",FALSE,"wellington","gwrc","rural","lowland",-40.98628944,175.68901633
"whareama river at gauge","Whareama River at Gauge","gw-00042",FALSE,"wellington","gwrc","rural","lowland",-40.95994723,176.04296485
"whareroa stream at qe park","Whareroa Stream at QE Park","gw-00012",FALSE,"wellington","gwrc","rural","lowland",-40.95469066,174.97211384
"whareroa stream at waterfall rd","Whareroa Stream at Waterfall Rd","gw-00011",FALSE,"wellington","gwrc","rural","lowland",-40.9530733,174.99699193
"wainuiomata river dnstr of white bridge","Wainuiomata River Dnstr of White Bridge","gw-00029",FALSE,"wellington","gwrc","forest","lowland",-41.39450591,174.88175858
"39","Aropaoanui River at Aropaoanui","hbrc-00024",FALSE,"hawkes bay","hbrc","rural","lowland",-39.270118425078,176.978862008366
"48","Awanui Stream at Flume","hbrc-00090",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6908403197993,176.798436491851
"176","Esk River at Berry Road","hbrc-00022",FALSE,"hawkes bay","hbrc","rural","upland",-39.2294717695501,176.796762547934
"182","Esk River at Waipunga Bridge","hbrc-00002",FALSE,"hawkes bay","hbrc","rural","lowland",-39.3853701500731,176.821159325303
"279","Hangaroa River at Doneraille Park","hbrc-00032",FALSE,"hawkes bay","hbrc","rural","lowland",-38.7334297866137,177.584339842185
"310","Herehere Stream at Te Aute Road","hbrc-00067",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6722056442898,176.866223188135
"400","Karewarewa Stream at Paki Paki","hbrc-00014",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6939276374835,176.790917066045
"441","Kopuawhara Stream at Railway Bridge","hbrc-00029",FALSE,"hawkes bay","hbrc","forest","lowland",-39.0143637897516,177.858250356098
"491","Maharakeke Stream at State Highway 2 Br","lawa-102696",FALSE,"hawkes bay","hbrc","rural","upland",-39.9840519725912,176.476087300418
"496","Mahiaruhe Stream at Tutira Outlet S.H.2","lawa-101795",FALSE,"hawkes bay","hbrc","rural","upland",-39.2102695299836,176.885033971225
"514","Makara Stream at St Lawrence Road","lawa-102693",FALSE,"hawkes bay","hbrc","rural","lowland",-39.8838039008932,176.769347876539
"526","Makaretu Stream at Speedy Rd Bridge Gw8","lawa-102695",FALSE,"hawkes bay","hbrc","rural","upland",-39.9902946263346,176.448282749243
"528","Makaretu Stream at State Highway 50","hbrc-00008",FALSE,"hawkes bay","hbrc","rural","upland",-40.0154307099668,176.323099476001
"533","Makaroro River at Burnt Bridge","lawa-100228",FALSE,"hawkes bay","hbrc",NA,"Unstated",-39.8187642407385,176.304052000106
"546","Mangakuri River at Kairakau","hbrc-00053",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9648866181699,176.906039535541
"548","Mangamahaki Stream at Tamumu","lawa-102692",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9781919027137,176.693707539402
"569","Mangaone River at Rissington","hbrc-00015",FALSE,"hawkes bay","hbrc","rural","lowland",-39.4403508155857,176.719099931679
"589","Mangaonuku Stream at Waipawa Tikokino Rd","hbrc-00020",FALSE,"hawkes bay","hbrc","rural","upland",-39.9070765709212,176.524815704774
"623","Mangaorapa Stream at Mangaorapa Road","hbrc-00011",FALSE,"hawkes bay","hbrc","rural","lowland",-40.2945013145145,176.555849557043
"636","Mangapoike River at Suspension Bridge","hbrc-00083",FALSE,"hawkes bay","hbrc","rural","lowland",-38.890101839131,177.522145171798
"667","Mangatarata Stream at Mangatarata Road","hbrc-00018",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9960672563847,176.626866274438
"684","Mangatutu Stream at Mangatutu Stn Br","hbrc-00079",FALSE,"hawkes bay","hbrc","rural","upland",-39.4264106145226,176.5537373821
"698","Maraekakaho Stream at Maraekakaho","hbrc-00075",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6496366016263,176.62240766159
"714","Maraetotara River at Te Awanga","hbrc-00004",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6392669750758,176.988103325095
"715","Maraetotara River at Waimarama Road","hbrc-00012",FALSE,"hawkes bay","hbrc","rural","lowland",-39.7326748786465,176.953001337223
"749","Mohaka River at Raupunga","nrwqn-00017",FALSE,"hawkes bay","hbrc","forest","lowland",-39.0729794036262,177.129264555505
"753","Mohaka River D/S Taharua","hbrc-00070",FALSE,"hawkes bay","hbrc","forest","upland",-39.0822605808052,176.307462859409
"754","Mohaka River U/S Taharua","hbrc-00062",FALSE,"hawkes bay","hbrc","forest","upland",-39.0792486294686,176.286569044759
"757","Mokomokonui Stream U/S Waipunga","hbrc-00026",FALSE,"hawkes bay","hbrc","forest","upland",-39.0480180881699,176.589039609105
"799","Ngaruroro River at Fernhill","hbrc-00038",FALSE,"hawkes bay","hbrc","rural","lowland",-39.586733980624,176.760319600821
"815","Ngaruroro River at Whanawhana","hbrc-00021",FALSE,"hawkes bay","hbrc","forest","upland",-39.5583644415179,176.398366595202
"832","Nuhaka River at Nuhaka Valley Road","lawa-102699",FALSE,"hawkes bay","hbrc","rural","lowland",-39.0090110725833,177.765556270636
"837","Ohara Stream at Big Hill Road","lawa-101796",FALSE,"hawkes bay","hbrc","rural","upland",-39.6005171199359,176.431048947954
"841","Ohiwia Stream at Broughtons Br.","lawa-101797",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5800699783238,176.739906349665
"877","Opoutama Stream at Smiths Woolshed","hbrc-00050",FALSE,"hawkes bay","hbrc","rural","lowland",-39.0431392054505,177.834834866706
"915","Papanui Stream at Middle Road","hbrc-00085",FALSE,"hawkes bay","hbrc","rural","lowland",-39.8567144209582,176.715224992162
"998","Porangahau River at SH52 Opposite Quarry","hbrc-00006",FALSE,"hawkes bay","hbrc","rural","lowland",-40.2966808318916,176.580728024137
"1003","Porangahau Stream at Oruawhara Road","hbrc-00042",FALSE,"hawkes bay","hbrc","rural","upland",-40.0240694774502,176.371057907225
"1044","Poukawa Stream at Stock Road","hbrc-00010",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6976791045894,176.793889558877
"1045","Poukawa Stream at Te Mahanga Road","lawa-102691",FALSE,"hawkes bay","hbrc","rural","lowland",-39.7446405650141,176.751921661997
"1051","Puhokio Stream at Te Apiti Rd","hbrc-00041",FALSE,"hawkes bay","hbrc","rural","lowland",-39.8258516149217,176.981118772238
"1082","Raupare Stream at Ormond Road","hbrc-00124",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5992731868887,176.841167509747
"1096","Ripia River U/S Mohaka","hbrc-00048",FALSE,"hawkes bay","hbrc","forest","upland",-39.2003691458644,176.516656434419
"1112","Ruahapia Stream at Show Grounds","lawa-102690",FALSE,"hawkes bay","hbrc","urban","lowland",-39.6273928671744,176.864034753991
"1126","Ruakituri River at Sports Ground","hbrc-00031",FALSE,"hawkes bay","hbrc","rural","lowland",-38.8157173556828,177.483150951425
"1146","Sandy Creek U/S Lake Tutira Outlet","hbrc-00023",FALSE,"hawkes bay","hbrc","rural","upland",-39.2104610453585,176.889495188583
"1194","Taharua Stream at Wairango Rd","hbrc-00056",FALSE,"hawkes bay","hbrc","rural","upland",-38.9152131728977,176.275344993932
"1195","Taharua Stream at Wrights Twin Culvert","hbrc-00055",FALSE,"hawkes bay","hbrc","rural","upland",-38.9478651577823,176.285126278311
"1201","Taipo Stream at Church Road","hbrc-00063",FALSE,"hawkes bay","hbrc","urban","lowland",-39.5137518366636,176.849584877401
"1237","Taurekaitai Stream at Wallingford","hbrc-00036",FALSE,"hawkes bay","hbrc","rural","lowland",-40.2066302691437,176.591121331764
"1274","Te Ngarue Stream D/S Kotomangengi","lawa-101799",FALSE,"hawkes bay","hbrc","rural","lowland",-39.3256738486538,176.907252937595
"1349","Tukipo River at State Highway 50","hbrc-00009",FALSE,"hawkes bay","hbrc","rural","upland",-39.9658908494997,176.334202987735
"1373","Tukituki River at Ashcott Bridge S.H. 50","hbrc-00039",FALSE,"hawkes bay","hbrc","rural","upland",-39.9352709930361,176.350761235175
"1374","Tukituki River at Black Bridge","hbrc-00007",FALSE,"hawkes bay","hbrc","rural","lowland",-39.6045571724992,176.93197123346
"1382","Tukituki River at Red Bridge","hbrc-00043",FALSE,"hawkes bay","hbrc","rural","lowland",-39.715466431443,176.927895556592
"1397","Tukituki River at Tamumu Br.","hbrc-00088",FALSE,"hawkes bay","hbrc","rural","lowland",-39.96233140457,176.682308002222
"1398","Tukituki River at Tapairu Rd","hbrc-00131",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9682216766009,176.609994992348
"1403","Tukituki River at Waipuk Onga Road","lawa-102697",FALSE,"hawkes bay","hbrc","rural","upland",-39.9586419235709,176.481821092504
"1404","Tukituki River at Waipukurau","hbrc-00087",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9887542567825,176.558350228826
"1424","Tutaekuri River at Brookfields Bridge","hbrc-00005",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5685281752153,176.881040366043
"1429","Tutaekuri River at Lawrence Hut","hbrc-00017",FALSE,"hawkes bay","hbrc","forest","upland",-39.3709401714606,176.439000182698
"1441","Tutaekuri River U/S Mangaone","hbrc-00077",FALSE,"hawkes bay","hbrc","rural","lowland",-39.4849038674626,176.699848189115
"1447","Tutaekuri Waimate Stm at Chesterhope","hbrc-00044",FALSE,"hawkes bay","hbrc","rural","lowland",-39.597090974145,176.863012198487
"1489","Waiarua at S.H.5","hbrc-00028",FALSE,"hawkes bay","hbrc","forest","upland",-38.9444047789597,176.50803371711
"1500","Waiau River at Otoi","hbrc-00081",FALSE,"hawkes bay","hbrc","rural","lowland",-38.9479137664473,177.061617624702
"1513","Waihua River at Waihua Valley Road","lawa-101800",FALSE,"hawkes bay","hbrc","rural","lowland",-39.0417925222396,177.233594502433
"1525","Waikari River at Glenbrook Road","hbrc-00046",FALSE,"hawkes bay","hbrc","rural","lowland",-39.1429812150641,177.020791663577
"1536","Waikoau River at Waikoau Road","lawa-101801",FALSE,"hawkes bay","hbrc","rural","lowland",-39.2144361776261,176.863905782219
"1552","Waingongoro Stream at Waimarama Road","hbrc-00040",FALSE,"hawkes bay","hbrc","rural","lowland",-39.8010566444762,176.979143558393
"1588","Waipawa River at RDS/SH2","hbrc-00139",FALSE,"hawkes bay","hbrc","rural","lowland",-39.9450170802127,176.57363779145
"1590","Waipawa River at State Highway 50","hbrc-00019",FALSE,"hawkes bay","hbrc","rural","upland",-39.8622509067051,176.44559232092
"1654","Waitio Stream at Ohiti Road","hbrc-00059",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5994463713472,176.711405670966
"1924","Ngaruroro River D/S Hawkes Bay Dairies","hbrc-00061",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5998513021959,176.577115285971
"1925","Clive River U/S Whakatu Rail Bridge","hbrc-00003",FALSE,"hawkes bay","hbrc","rural","lowland",-39.5990526056829,176.877875548744
"1932","Taharua Stream at Henrys Bridge","hbrc-00073",FALSE,"hawkes bay","hbrc","rural","upland",-39.0006405543383,176.280758762417
"1948","Taharua Stream at Red Hut Mohaka Confl","hbrc-00069",FALSE,"hawkes bay","hbrc","rural","upland",-39.0741266946073,176.302240755344
