"LawaSiteID","Measurement","nMeasures","nFirstYear","nLastYear","numMonths","numQuarters","numYears","proportionNeeded","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","AnalysisNote","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","AnalysisNoteSS","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard","ConfCat","period","frequency","Source","TrendScore"
"LAWA-102539","Nitrate nitrogen",10,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102540","Ammoniacal nitrogen",16,2,1,12,12,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102540","Chloride",16,2,1,12,12,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102540","Dissolved reactive phosphorus",11,1,1,8,8,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=8/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102540","E.coli",14,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102540","Electrical conductivity/salinity",16,2,1,12,12,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102540","Nitrate nitrogen",16,2,1,12,12,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102541","Ammoniacal nitrogen",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102541","Chloride",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102541","Dissolved reactive phosphorus",7,0,1,6,6,6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=1/4 nY=6/10","Canterbury",NA
"LAWA-102541","E.coli",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102541","Electrical conductivity/salinity",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102541","Nitrate nitrogen",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102542","Ammoniacal nitrogen",33,0,1,27,27,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=27/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102542","Chloride",36,0,3,30,30,9,0.75,30,3.62655373835914,0.30471562657904,30,-25,3129,435,-0.0574712643678161,-0.429050547143148,0.667886439925823,0.666056780037089,"ok",0,0.766666666666667,0,3.475,3129,-0.0726143141153081,3.73822688866799,-0.217434551608935,0.0877546752402571,"WARNING: Sen slope influenced by censored values",0.678964360425481,0.734243711729212,0.61940207684889,-2.08962055008081,NA,"Indeterminate",10,"quarterly","Canterbury",0
"LAWA-102542","Dissolved reactive phosphorus",10,0,1,10,10,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 nY=8/10","Canterbury",NA
"LAWA-102542","E.coli",12,0,3,12,12,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40  ","Canterbury",NA
"LAWA-102542","Electrical conductivity/salinity",13,0,3,13,13,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=13/40  ","Canterbury",NA
"LAWA-102542","Nitrate nitrogen",36,0,3,30,30,9,0.75,30,2.61350620426344,0.455126653334893,30,-38,3136.66666666667,435,-0.0873563218390805,-0.660644067925075,0.508840601037356,0.745579699481322,"ok",0,0.833333333333333,0,0.47,3136.66666666667,-0.0114319248826291,0.511440727699531,-0.0382250273284714,0.0175063585766209,"WARNING: Sen slope influenced by censored values",0.756896593122539,0.778689725202726,0.733992673314539,-2.43232444311258,NA,"Likely improving",10,"quarterly","Canterbury",1
"LAWA-102543","Ammoniacal nitrogen",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102543","Chloride",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102543","Dissolved reactive phosphorus",8,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102543","E.coli",10,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102543","Electrical conductivity/salinity",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102543","Nitrate nitrogen",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102544","Ammoniacal nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102544","Chloride",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102544","Dissolved reactive phosphorus",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102544","E.coli",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102544","Electrical conductivity/salinity",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102544","Nitrate nitrogen",4,0,1,4,4,4,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=4/40 nQinLY=1/4 nY=4/10","Canterbury",NA
"LAWA-102545","Ammoniacal nitrogen",9,1,0,7,7,6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=0/4 nY=6/10","Canterbury",NA
"LAWA-102545","Chloride",15,1,0,12,11,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=0/4 nY=7/10","Canterbury",NA
"LAWA-102545","Dissolved reactive phosphorus",4,0,0,3,3,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=3/40 nQinLY=0/4 nY=3/10","Canterbury",NA
"LAWA-102545","E.coli",14,1,0,11,10,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=0/4 nY=7/10","Canterbury",NA
"LAWA-102545","Electrical conductivity/salinity",15,1,0,12,11,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=0/4 nY=7/10","Canterbury",NA
"LAWA-102545","Nitrate nitrogen",15,1,0,12,11,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=0/4 nY=7/10","Canterbury",NA
"LAWA-102546","Ammoniacal nitrogen",7,0,0,6,6,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102546","Chloride",13,0,0,12,12,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102546","Dissolved reactive phosphorus",7,0,0,6,6,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102546","E.coli",12,0,0,11,11,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102546","Electrical conductivity/salinity",13,0,0,12,12,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102546","Nitrate nitrogen",13,0,0,12,12,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=0/4 nY=5/10","Canterbury",NA
"LAWA-102547","Ammoniacal nitrogen",21,2,2,20,20,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=20/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102547","Chloride",21,2,2,20,20,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=20/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102547","Dissolved reactive phosphorus",7,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102547","E.coli",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102547","Electrical conductivity/salinity",21,2,2,20,20,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=20/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102547","Nitrate nitrogen",21,2,2,20,20,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=20/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102548","Ammoniacal nitrogen",20,2,2,19,19,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=19/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102548","Chloride",20,2,2,19,19,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=19/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102548","Dissolved reactive phosphorus",7,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102548","E.coli",10,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102548","Electrical conductivity/salinity",20,2,2,19,19,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=19/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102548","Nitrate nitrogen",20,2,2,19,19,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=19/40 nQinLY=2/4 ","Canterbury",NA
"LAWA-102549","Ammoniacal nitrogen",12,1,1,11,11,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102549","Chloride",12,1,1,11,11,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102549","Dissolved reactive phosphorus",7,0,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102549","E.coli",11,1,1,10,10,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=10/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102549","Electrical conductivity/salinity",12,1,1,11,11,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102549","Nitrate nitrogen",12,1,1,11,11,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=11/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102550","Ammoniacal nitrogen",8,1,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102550","Chloride",8,1,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102550","Dissolved reactive phosphorus",4,0,1,3,3,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=3/40 nQinLY=1/4 nY=3/10","Canterbury",NA
"LAWA-102550","E.coli",8,1,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102550","Electrical conductivity/salinity",8,1,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102550","Nitrate nitrogen",8,1,1,7,7,7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=7/40 nQinLY=1/4 nY=7/10","Canterbury",NA
"LAWA-102551","Ammoniacal nitrogen",12,1,1,12,12,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=12/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102551","Chloride",23,4,1,22,22,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=22/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102551","Dissolved reactive phosphorus",6,0,1,6,6,6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=6/40 nQinLY=1/4 nY=6/10","Canterbury",NA
"LAWA-102551","E.coli",23,4,1,22,22,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=22/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102551","Electrical conductivity/salinity",23,4,1,22,22,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=22/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102551","Nitrate nitrogen",23,4,1,22,22,10,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=22/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102552","Ammoniacal nitrogen",9,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102552","Chloride",9,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102552","Dissolved reactive phosphorus",5,0,1,5,5,5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=5/40 nQinLY=1/4 nY=5/10","Canterbury",NA
"LAWA-102552","E.coli",9,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102552","Electrical conductivity/salinity",9,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102552","Nitrate nitrogen",9,1,1,9,9,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=9/40 nQinLY=1/4 ","Canterbury",NA
"LAWA-102553","Ammoniacal nitrogen",1,0,1,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=1/40 nQinLY=1/4 nY=1/10","Canterbury",NA
"LAWA-102553","Chloride",3,0,3,3,3,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=3/40  nY=1/10","Canterbury",NA
"LAWA-102553","Dissolved reactive phosphorus",1,0,1,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=1/40 nQinLY=1/4 nY=1/10","Canterbury",NA
"LAWA-102553","E.coli",1,0,1,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"unassessed nQ=1/40 nQinLY=1/4 nY=1/10","Canterbury",NA
